andrzej,andʐɛj
drawno,dravnɔ
dobrzany,dɔbʐanɨ
ińsko,iɲskɔ
sianów,ɕanuf
moryń,mɔrɨɲ
kępice,kɛmpit͡sɛ
dobiegniew,dɔbjɛɡɲɛf
witnica,vitɲit͡sa
siewierz,ɕɛvjɛʂ
tuczno,tut͡ʂnɔ
gąbin,ɡɔmbin
raszków,raʂkuf
dolsk,dɔlsk
pyzdry,pɨzdrɨ
margonin,marɡɔɲin
byczyna,bɨt͡ʂɨna
człopa,t͡ʂwɔpa
kolbuszowa,kɔlbuʂɔva
halinów,xalinuf
chęciny,xɛnt͡ɕinɨ
karczew,kart͡ʂɛf
mirsk,mirsk
kamieńsk,kamjɛɲsk
szlichtyngowa,ʂlixtɨnɡɔva
lipsk,lipsk
kłecko,kwɛt͡skɔ
brusy,brusɨ
torzym,tɔʐɨm
iłża,iwʐa
gogolin,ɡɔɡɔlin
syców,sɨt͡suf
pyskowice,pɨskɔvit͡sɛ
cybinka,t͡sɨbinka
rydzyna,rɨd͡zɨna
mieroszów,mjɛrɔʂuf
lądekzdrój,lɔndɛkzdruj
miłomłyn,miwɔmwɨn
dusznikizdrój,duʂɲikʲizdruj
kalety,kalɛtɨ
pszów,pʂuf
czchów,t͡ʂxuf
międzybórz,mjɛnd͡zɨbuʂ
poniec,pɔɲɛt͡s
wielichowo,vjɛlixɔvɔ
sędziszów,sɛnd͡ʑiʂuf
wiązów,vjɔ̃zuf
szubin,ʂubin
sompolno,sɔmpɔlnɔ
zalewo,zalɛvɔ
dąbie,dɔmbjɛ
twardogóra,tfardɔɡura
kolonowskie,kɔlɔnɔfskʲɛ
pasym,pasɨm
korfantów,kɔrfantuf
krzepice,kʂɛpit͡sɛ
sława,swava
krośniewice,krɔɕɲɛvit͡sɛ
pakość,pakɔɕt͡ɕ
krasnobród,krasnɔbrut
zdzieszowice,zd͡ʑɛʂɔvit͡sɛ
ostroróg,ɔstrɔruk
jutrosin,jutrɔɕin
śnieżnik,ɕɲɛʐɲik
wąsosz,vɔ̃sɔʂ
zalipie,zalipjɛ
ujazd,ujast
skalbmierz,skalbmjɛʂ
barcin,bart͡ɕin
tuliszków,tuliʂkuf
suraż,suraʂ
planty,plantɨ
tyczyn,tɨt͡ʂɨn
pionki,pjɔnkʲi
łaskarzew,waskaʐɛf
sołectwo,sɔwɛt͡stfɔ
gościno,ɡɔɕt͡ɕinɔ
szypliszki,ʂɨpliʂkʲi
mordy,mɔrdɨ
zabłudów,zabwuduf
wasilków,vaɕilkuf
rajgród,rajɡrut
stawiski,staviskʲi
wolbrom,vɔlbrɔm
supraśl,supraɕl
łaszczów,waʂt͡ʂuf
ryki,rɨkʲi
ożarów,ɔʐaruf
filipów,filipuf
bakałarzewo,bakawaʐɛvɔ
pruchnik,pruxɲik
raczki,rat͡ʂkʲi
narewka,narɛfka
czyże,t͡ʂɨʐɛ
czeremcha,t͡ʂɛrɛmxa
lipsko,lipskɔ
jeleniewo,jɛlɛɲɛvɔ
bobowa,bɔbɔva
tychowo,tɨxɔvɔ
czyżew,t͡ʂɨʐɛf
wiżajny,viʐajnɨ
rutkatartak,rutkatartak
michałowo,mixawɔvɔ
przecław,pʂɛt͡swaf
przerośl,pʂɛrɔɕl
narol,narɔl
daleszyce,dalɛʂɨt͡sɛ
dasze,daʂɛ
bieńkowce,bjɛɲkɔft͡sɛ
brony,brɔnɨ
mariampol,marjampɔl
desno,dɛsnɔ
kleparz,klɛpaʂ
kadzidłowo,kad͡ʑidwɔvɔ
pyrkon,pɨrkɔn
tajwan,tajvan
chipolbrok,xipɔlbrɔk
łuczniczka,wut͡ʂɲit͡ʂka
gamedesire,ɡamɛdɛɕirɛ
polskibuscom,pɔlskʲibust͡sɔm
cracovia,t͡srat͡sɔvja
varso,varsɔ
buzz,buzs
pemper,pɛmpɛr
pyl,pɨl
scherfke,sxɛrfkɛ
musiał,muɕaw
smoleń,smɔlɛɲ
baczko,bat͡ʂkɔ
rubinowicz,rubinɔvit͡ʂ
famuła,famuwa
claudia,t͡slavdja
ciesla,t͡ɕɛsla
orlowski,ɔrlɔfskʲi
chotecka,xɔtɛt͡ska
bajon,bajɔn
lindner,lindnɛr
moczarski,mɔt͡ʂarskʲi
fromm,frɔmm
pikus,pikus
lukaschek,lukasxɛk
köbner,kɔ̈bnɛr
sabine,sabinɛ
kalter,kaltɛr
kominek,kɔminɛk
urbański,urbaɲskʲi
andzel,and͡zɛl
kaczmarski,kat͡ʂmarskʲi
kasyna,kasɨna
musiałek,muɕawɛk
odzimek,ɔd͡ʑimɛk
schaff,sxaff
łopatka,wɔpatka
iliński,iliɲskʲi
kleiner,klɛjnɛr
domarski,dɔmarskʲi
stabrowski,stabrɔfskʲi
konorski,kɔnɔrskʲi
grobelny,ɡrɔbɛlnɨ
ossowski,ɔssɔfskʲi
szal,ʂal
chromy,xrɔmɨ
szmul,ʂmul
zygielbojm,zɨɡʲɛlbɔjm
šarūnas,šarūnas
birutis,birutis
szewach,ʂɛvax
dobrzański,dɔbʐaɲskʲi
šedbaras,šɛdbaras
gutman,ɡutman
thadée,txadɛ́ɛ
cisowski,t͡ɕisɔfskʲi
lubomirska,lubɔmirska
kmiec,kmjɛt͡s
purwiński,purviɲskʲi
kosacki,kɔsat͡skʲi
czeżowski,t͡ʂɛʐɔfskʲi
średnicki,ɕrɛdɲit͡skʲi
siemieniewski,ɕɛmjɛɲɛfskʲi
bujarski,bujarskʲi
kurski,kurskʲi
ciołek,t͡ɕɔwɛk
wyrzykowska,vɨʐɨkɔfska
gonera,ɡɔnɛra
themerson,txɛmɛrsɔn
paetz,paɛts
fortuniak,fɔrtuɲak
kiernikowski,kʲɛrɲikɔfskʲi
dembińska,dɛmbiɲska
rozental,rɔzɛntal
krakowiak,krakɔvjak
germán,ɡɛrmán
efromovich,ɛfrɔmɔvix
petelicki,pɛtɛlit͡skʲi
bahr,baxr
hirsz,xirʂ
mendyk,mɛndɨk
gintautas,ɡʲintaftas
kėvišas,kɛ̇višas
parandowski,parandɔfskʲi
beczała,bɛt͡ʂawa
gądecki,ɡɔndɛt͡skʲi
matyas,matjas
dmowskaandrzejuk,dmɔfskaandʐɛjuk
kruczkowski,krut͡ʂkɔfskʲi
jakimowski,jakʲimɔfskʲi
sztompka,ʂtɔmpka
haller,xallɛr
ryś,rɨɕ
estreicher,ɛstrɛjxɛr
ormicki,ɔrmit͡skʲi
jonas,jɔnas
klaczko,klat͡ʂkɔ
czerniatynski,t͡ʂɛrɲatɨnskʲi
eligiusz,ɛliɡʲifʂ
niewiadomski,ɲɛvjadɔmskʲi
trzaskalski,tʂaskalskʲi
sperling,spɛrlink
utrata,utrata
tobollik,tɔbɔllik
ossowska,ɔssɔfska
krzystek,kʂɨstɛk
dora,dɔra
diamant,djamant
chris,xris
pozniak,pɔzɲak
maya,maja
mishalska,misxalska
henrikas,xɛnrikas
žukauskas,žukafskas
konon,kɔnɔn
scheliha,sxɛlixa
shmuel,sxmuɛl
noah,nɔax
ildefons,ildɛfɔns
gałczyński,ɡawt͡ʂɨɲskʲi
opdyke,ɔpdɨkɛ
kurtz,kurts
krzywicki,kʂɨvit͡skʲi
kopania,kɔpaɲa
fabrycy,fabrɨt͡sɨ
mering,mɛrink
audrys,avdrɨs
juozas,juɔzas
bačkis,bat͡škʲis
zakrzeński,zakʂɛɲskʲi
białoszewski,bjawɔʂɛfskʲi
elisabeth,ɛlisabɛtx
jerichaubaumann,jɛrixavbavmann
przepiórka,pʂɛpjurka
lionginas,ljɔnɡʲinas
wesoły,vɛsɔwɨ
ciągliński,t͡ɕɔŋɡliɲskʲi
sieciech,ɕɛt͡ɕɛx
janiszewski,jaɲiʂɛfskʲi
szczepanik,ʂt͡ʂɛpaɲik
tymiński,tɨmiɲskʲi
sławik,swavik
brodzik,brɔd͡ʑik
gray,ɡraj
irka,irka
bochenko,bɔxɛnkɔ
szapocznikow,ʂapɔt͡ʂɲikɔf
czura,t͡ʂura
hübner,xübnɛr
gold,ɡɔlt
ruziewicz,ruʑɛvit͡ʂ
kropidło,krɔpidwɔ
słowikowski,swɔvikɔfskʲi
miłkowski,miwkɔfskʲi
muchniewski,muxɲɛfskʲi
miziński,miʑiɲskʲi
car,t͡sar
zimowski,ʑimɔfskʲi
artūras,artūras
melianas,mɛljanas
serwa,sɛrva
bialer,bjalɛr
sołtyk,sɔwtɨk
jeżowski,jɛʐɔfskʲi
grynberg,ɡrɨnbɛrk
tyrmand,tɨrmant
zarankiewicz,zarankʲɛvit͡ʂ
krupski,krupskʲi
bareja,barɛja
sobiło,sɔbiwɔ
styrna,stɨrna
sztolcman,ʂtɔlt͡sman
tyssowski,tɨssɔfskʲi
kadenbandrowski,kadɛnbandrɔfskʲi
hlond,xlɔnt
zaorski,zaɔrskʲi
szczytko,ʂt͡ʂɨtkɔ
skulski,skulskʲi
mokrosiński,mɔkrɔɕiɲskʲi
jalu,jalu
saynwittgenstein,sajnvittɡɛnstɛjn
bursche,bursxɛ
narkiewicz,narkʲɛvit͡ʂ
jędruch,jɛndrux
marconi,mart͡sɔɲi
hryniewski,xrɨɲɛfskʲi
niedzwiecki,ɲɛd͡zvjɛt͡skʲi
trzaska,tʂaska
fischer,fisxɛr
tym,tɨm
korzyński,kɔʐɨɲskʲi
janiak,jaɲak
osóbkamorawski,ɔsupkamɔrafskʲi
rybak,rɨbak
lokajski,lɔkajskʲi
kac,kat͡s
romualdas,rɔmualdas
sikorskis,ɕikɔrskʲis
bielański,bjɛlaɲskʲi
szymanekderesz,ʂɨmanɛkdɛrɛʂ
jurgis,jurɡʲis
razma,razma
henri,xɛnri
tajfel,tajfɛl
wysocki,vɨsɔt͡skʲi
trautman,traftman
peiper,pɛjpɛr
czaykowski,t͡ʂajkɔfskʲi
wilski,vilskʲi
pilarczyk,pilart͡ʂɨk
pfeiffer,pfɛjffɛr
solarz,sɔlaʂ
rosiński,rɔɕiɲskʲi
syrewicz,sɨrɛvit͡ʂ
mejerson,mɛjɛrsɔn
hassan,xassan
konopacki,kɔnɔpat͡skʲi
zdanowska,zdanɔfska
raimundas,rajmundas
alekna,alɛkna
dejmek,dɛjmɛk
frans,frans
krajcberg,krajt͡sbɛrk
łaski,waskʲi
gilewski,ɡʲilɛfskʲi
wójcicki,vujt͡ɕit͡skʲi
morgenstern,mɔrɡɛnstɛrn
golanko,ɡɔlankɔ
mandelbaum,mandɛlbavm
samecki,samɛt͡skʲi
tomasik,tɔmaɕik
bruskewitz,bruskɛvits
łazarkiewicz,wazarkʲɛvit͡ʂ
christian,xristjan
kulik,kulik
pużak,puʐak
thomik,txɔmik
olère,ɔlɛ̀rɛ
christoph,xristɔpx
dabrowski,dabrɔfskʲi
finder,findɛr
zishe,ʑisxɛ
breitbart,brɛjtbart
morawskidąbrowa,mɔrafskʲidɔmbrɔva
hugon,xuɡɔn
hanke,xankɛ
helfgott,xɛlfɡɔtt
kosiniakkamysz,kɔɕiɲakkamɨʂ
pruszkowski,pruʂkɔfskʲi
dale,dalɛ
melczek,mɛlt͡ʂɛk
birkenmajer,birkɛnmajɛr
małek,mawɛk
świnka,ɕfinka
billewicz,billɛvit͡ʂ
ważewski,vaʐɛfskʲi
wulnikowski,vulɲikɔfskʲi
rafael,rafaɛl
kazior,kaʑɔr
krzeszewski,kʂɛʂɛfskʲi
hołuj,xɔwuj
henio,xɛɲɔ
żytomirski,ʐɨtɔmirskʲi
sakowicz,sakɔvit͡ʂ
nowotko,nɔvɔtkɔ
ostap,ɔstap
ortwin,ɔrtfin
bardini,bardiɲi
hlib,xlip
łonczyna,wɔnt͡ʂɨna
boruń,bɔruɲ
potworowski,pɔtfɔrɔfskʲi
kulisz,kuliʂ
pfefferberg,pfɛffɛrbɛrk
ważyk,vaʐɨk
sorychta,sɔrɨxta
odzierzyński,ɔd͡ʑɛʐɨɲskʲi
gidon,ɡʲidɔn
hausner,xafsnɛr
felicjan,fɛlit͡sjan
kępiński,kɛmpiɲskʲi
graś,ɡraɕ
anatol,anatɔl
stożek,stɔʐɛk
pojmański,pɔjmaɲskʲi
piper,pipɛr
kutzop,kutzɔp
grušas,ɡrušas
dec,dɛt͡s
piwowski,pivɔfskʲi
klingberg,klinɡbɛrk
maciejowski,mat͡ɕɛjɔfskʲi
matulewicz,matulɛvit͡ʂ
solczyński,sɔlt͡ʂɨɲskʲi
zacharski,zaxarskʲi
kahane,kaxanɛ
zyskind,zɨskʲint
parizeau,parizɛaf
sawrymowicz,savrɨmɔvit͡ʂ
pałkiewicz,pawkʲɛvit͡ʂ
trąbalski,trɔmbalskʲi
bałabuch,bawabux
cisło,t͡ɕiswɔ
jeff,jɛff
nordgaard,nɔrdɡaart
holtz,xɔlts
krynke,krɨnkɛ
żmajło,ʐmajwɔ
filaret,filarɛt
kołessa,kɔwɛssa
laub,lafp
wesołowska,vɛsɔwɔfska
wilczyński,vilt͡ʂɨɲskʲi
sokrates,sɔkratɛs
starynkiewicz,starɨnkʲɛvit͡ʂ
kotys,kɔtɨs
kociniak,kɔt͡ɕiɲak
czapiewski,t͡ʂapjɛfskʲi
malkin,malkʲin
bogna,bɔɡna
ohijenko,ɔxijɛnkɔ
gancwajch,ɡant͡sfajx
kleczyński,klɛt͡ʂɨɲskʲi
bohdziewicz,bɔxd͡ʑɛvit͡ʂ
kridl,kridl
biedrzyńska,bjɛdʐɨɲska
agnes,aɡnɛs
milowka,milɔfka
gontarczyk,ɡɔntart͡ʂɨk
szumacher,ʂumaxɛr
wołejnio,vɔwɛjɲɔ
lehrspławiński,lɛxrspwaviɲskʲi
raksa,raksa
melchior,mɛlxjɔr
wańkowicz,vaɲkɔvit͡ʂ
łopalewski,wɔpalɛfskʲi
ul,ul
orzech,ɔʐɛx
pontek,pɔntɛk
kozłowska,kɔzwɔfska
regimantas,rɛɡʲimantas
čiupaila,t͡šifpajla
bielecka,bjɛlɛt͡ska
marcheluk,marxɛluk
modelska,mɔdɛlska
walendziak,valɛnd͡ʑak
limanowski,limanɔfskʲi
miecław,mjɛt͡swaf
talar,talar
opalinska,ɔpalinska
drobner,drɔbnɛr
willenberg,villɛnbɛrk
kietlicz,kʲɛtlit͡ʂ
pawlik,pavlik
wyrypajew,vɨrɨpajɛf
romanowiczowa,rɔmanɔvit͡ʂɔva
magiera,maɡʲɛra
radović,radɔvit͡ɕ
walter,valtɛr
wesolowski,vɛsɔlɔfskʲi
parnicki,parɲit͡skʲi
budzik,bud͡ʑik
bądkowski,bɔntkɔfskʲi
grabski,ɡrapskʲi
szcześniewska,ʂt͡ʂɛɕɲɛfska
napierała,napjɛrawa
gębicki,ɡɛmbit͡skʲi
kozaczyk,kɔzat͡ʂɨk
jérémy,jɛ́rɛ́mɨ
sopalski,sɔpalskʲi
kwoka,kfɔka
madajczyk,madajt͡ʂɨk
ferić,fɛrit͡ɕ
mikołajczak,mikɔwajt͡ʂak
jonathan,jɔnatxan
wisniewski,visɲɛfskʲi
pirotte,pirɔttɛ
kazimirowski,kaʑimirɔfskʲi
adamik,adamik
stola,stɔla
bobrzyński,bɔbʐɨɲskʲi
zweig,zvɛjk
datner,datnɛr
szendzielarz,ʂɛnd͡ʑɛlaʂ
klemensiewicz,klɛmɛnɕɛvit͡ʂ
press,prɛss
garliński,ɡarliɲskʲi
pszenicki,pʂɛɲit͡skʲi
płotka,pwɔtka
najder,najdɛr
montwiłł,mɔntfiww
berendt,bɛrɛntt
bohdanowicz,bɔxdanɔvit͡ʂ
charaszkiewicz,xaraʂkʲɛvit͡ʂ
bohaterewicz,bɔxatɛrɛvit͡ʂ
smorawiński,smɔraviɲskʲi
porzec,pɔʐɛt͡s
walery,valɛrɨ
wichniarz,vixɲaʂ
siemaszko,ɕɛmaʂkɔ
kuczyńska,kut͡ʂɨɲska
eryk,ɛrɨk
lipiński,lipiɲskʲi
szarota,ʂarɔta
strzembosz,stʂɛmbɔʂ
sałacka,sawat͡ska
getter,ɡɛttɛr
wodecka,vɔdɛt͡ska
soava,sɔava
gallone,ɡallɔnɛ
stalińska,staliɲska
münz,müns
skuratowicz,skuratɔvit͡ʂ
birkholc,birkxɔlt͡s
iskowicz,iskɔvit͡ʂ
proć,prɔt͡ɕ
chmielowski,xmjɛlɔfskʲi
isaak,isaak
lenczowski,lɛnt͡ʂɔfskʲi
gajcy,ɡajt͡sɨ
matyjaszek,matɨjaʂɛk
błęckakolska,bwɛnt͡skakɔlska
deląg,dɛlɔŋk
andrejew,andrɛjɛf
krahelska,kraxɛlska
uklański,uklaɲskʲi
sawczuk,saft͡ʂuk
gwido,ɡvidɔ
zawieyski,zavjɛjskʲi
cygan,t͡sɨɡan
hollender,xɔllɛndɛr
iwaszkiewiczrudoszański,ivaʂkʲɛvit͡ʂrudɔʂaɲskʲi
afanasjew,afanasjɛf
hoppen,xɔppɛn
korowicz,kɔrɔvit͡ʂ
łukomska,wukɔmska
brzoza,bʐɔza
cękalski,t͡sɛŋkalskʲi
berthold,bɛrtxɔlt
stein,stɛjn
karina,karina
szafrańska,ʂafraɲska
ihor,ixɔr
ševčenko,šɛft͡šɛnkɔ
ines,inɛs
cudna,t͡sudna
kołbasiuk,kɔwbaɕuk
szylling,ʂɨllink
langner,lanɡnɛr
piskor,piskɔr
czeszejkosochacki,t͡ʂɛʂɛjkɔsɔxat͡skʲi
seweryna,sɛvɛrɨna
broniszówna,brɔɲiʂuvna
buchowski,buxɔfskʲi
boscamplasopolski,bɔst͡samplasɔpɔlskʲi
naftali,naftali
botwin,bɔtfin
branicki,braɲit͡skʲi
prószyński,pruʂɨɲskʲi
lejzor,lɛjzɔr
szrajbman,ʂrajbman
jurij,jurij
szatałow,ʂatawɔf
pantaleon,pantalɛɔn
szyndler,ʂɨndlɛr
dżigan,d͡ʐiɡan
szmigielówna,ʂmiɡʲɛluvna
walicki,valit͡skʲi
baumgart,bavmɡart
lieberman,ljɛbɛrman
molęda,mɔlɛnda
pełka,pɛwka
jastrun,jastrun
sażycz,saʐɨt͡ʂ
rudnicki,rudɲit͡skʲi
pański,paɲskʲi
szacki,ʂat͡skʲi
hyła,xɨwa
kwapiński,kfapiɲskʲi
kłoczowski,kwɔt͡ʂɔfskʲi
starzak,staʐak
broniewska,brɔɲɛfska
nieniewski,ɲɛɲɛfskʲi
jankiel,jankʲɛl
wiernik,vjɛrɲik
brzeżańska,bʐɛʐaɲska
łochowska,wɔxɔfska
jeljaszewicz,jɛljaʂɛvit͡ʂ
szczypińska,ʂt͡ʂɨpiɲska
wos,vɔs
wyka,vɨka
brystiger,brɨstiɡɛr
borejsza,bɔrɛjʂa
etel,ɛtɛl
domaradzki,dɔmarad͡skʲi
waloszek,valɔʂɛk
nice,ɲit͡sɛ
flisykowski,flisɨkɔfskʲi
ziemiałkowski,ʑɛmjawkɔfskʲi
cała,t͡sawa
biernat,bjɛrnat
polk,pɔlk
idźkowski,it͡ɕkɔfskʲi
targowski,tarɡɔfskʲi
słobodnik,swɔbɔdɲik
kuryluk,kurɨluk
szenwald,ʂɛnvalt
kunert,kunɛrt
bruski,bruskʲi
barcikowski,bart͡ɕikɔfskʲi
strug,struk
troński,trɔɲskʲi
kujawa,kujava
szejna,ʂɛjna
cymmerman,t͡sɨmmɛrman
kalata,kalata
todorczuk,tɔdɔrt͡ʂuk
smolańczuk,smɔlaɲt͡ʂuk
zembaty,zɛmbatɨ
prich,prix
reiff,rɛjff
wapiński,vapiɲskʲi
korbońska,kɔrbɔɲska
ka,ka
danilewicz,daɲilɛvit͡ʂ
radzio,rad͡ʑɔ
kuropatwiński,kurɔpatfiɲskʲi
bartelski,bartɛlskʲi
marzyński,maʐɨɲskʲi
gondek,ɡɔndɛk
grünberg,ɡrünbɛrk
labuda,labuda
moczygemba,mɔt͡ʂɨɡɛmba
łabędź,wabɛɲt͡ɕ
barański,baraɲskʲi
dubois,dubɔjs
wawrzecki,vavʐɛt͡skʲi
bromski,brɔmskʲi
obertyn,ɔbɛrtɨn
nałęcki,nawɛnt͡skʲi
andrysiak,andrɨɕak
miedzatomaszewski,mjɛd͡zatɔmaʂɛfskʲi
stachowiak,staxɔvjak
kiedrzyński,kʲɛdʐɨɲskʲi
ciężki,t͡ɕɛ̃ʂkʲi
horwitz,xɔrvits
ładoś,wadɔɕ
flukowski,flukɔfskʲi
priwieziencew,privjɛʑɛnt͡sɛf
struszyński,struʂɨɲskʲi
gietner,ɡʲɛtnɛr
śliwiak,ɕlivjak
rocki,rɔt͡skʲi
kazanecki,kazanɛt͡skʲi
micuta,mit͡suta
sulimierski,sulimjɛrskʲi
sulimirski,sulimirskʲi
marczewska,mart͡ʂɛfska
kamusella,kamusɛlla
okołowicz,ɔkɔwɔvit͡ʂ
bieńkowski,bjɛɲkɔfskʲi
schütz,sxüts
dzierżykrajmorawski,d͡ʑɛʐ̇ɨkrajmɔrafskʲi
bartyzel,bartɨzɛl
wojciechowska,vɔjt͡ɕɛxɔfska
bąbiński,bɔmbiɲskʲi
ziarnik,ʑarɲik
giersz,ɡʲɛrʂ
wyszyńska,vɨʂɨɲska
bikont,bikɔnt
wilczyńskaszalawska,vilt͡ʂɨɲskaʂalafska
zadara,zadara
wisniowski,visɲɔfskʲi
kozaczuk,kɔzat͡ʂuk
abradab,abradap
bossak,bɔssak
mühlstein,müxlstɛjn
baniecka,baɲɛt͡ska
barlicki,barlit͡skʲi
jordan,jɔrdan
soliman,sɔliman
bryg,brɨk
kirkorkiedroniowa,kʲirkɔrkʲɛdrɔɲɔva
leśniowska,lɛɕɲɔfska
hutyra,xutɨra
osman,ɔsman
achmatowicz,axmatɔvit͡ʂ
chudy,xudɨ
domalik,dɔmalik
krylik,krɨlik
mitzner,mitznɛr
grembowicz,ɡrɛmbɔvit͡ʂ
halicki,xalit͡skʲi
janusiak,januɕak
dobiesław,dɔbjɛswaf
tomecki,tɔmɛt͡skʲi
dubrawska,dubrafska
młodnicki,mwɔdɲit͡skʲi
hegel,xɛɡɛl
haupe,xafpɛ
asja,asja
łamtiugina,wamtivɡʲina
apostolakis,apɔstɔlakʲis
ochalik,ɔxalik
poniedzielski,pɔɲɛd͡ʑɛlskʲi
sass,sass
suchora,suxɔra
pilaszewska,pilaʂɛfska
żulewska,ʐulɛfska
porczyk,pɔrt͡ʂɨk
such,sux
brygida,brɨɡʲida
turowska,turɔfska
oberc,ɔbɛrt͡s
odorkiewicz,ɔdɔrkʲɛvit͡ʂ
drojewski,drɔjɛfskʲi
hanaoka,xanaɔka
kuczeriszka,kut͡ʂɛriʂka
miecugow,mjɛt͡suɡɔf
warchoł,varxɔw
czykier,t͡ʂɨkʲɛr
godfrejów,ɡɔtfrɛjuf
chrzanowska,xʂanɔfska
kinderkiss,kʲindɛrkʲiss
audykowska,avdɨkɔfska
pender,pɛndɛr
kuzykflorczak,kuzɨkflɔrt͡ʂak
odija,ɔdija
telega,tɛlɛɡa
łętowska,wɛntɔfska
perl,pɛrl
leitgeber,lɛjtɡɛbɛr
andrzejczak,andʐɛjt͡ʂak
naruszewicz,naruʂɛvit͡ʂ
terakowska,tɛrakɔfska
michałek,mixawɛk
duszeńko,duʂɛɲkɔ
wabich,vabix
kajdański,kajdaɲskʲi
telus,tɛlus
ząbecki,zɔmbɛt͡skʲi
piwowarski,pivɔvarskʲi
lipko,lipkɔ
kaźmierczak,kaʑmjɛrt͡ʂak
wilkanowicz,vilkanɔvit͡ʂ
wilczyńska,vilt͡ʂɨɲska
chęciński,xɛnt͡ɕiɲskʲi
dziki,d͡ʑikʲi
nawrocki,navrɔt͡skʲi
kuźnik,kuʑɲik
obłoza,ɔbwɔza
kierocińska,kʲɛrɔt͡ɕiɲska
mrozowski,mrɔzɔfskʲi
petkiewicz,pɛtkʲɛvit͡ʂ
tadek,tadɛk
kozłowicz,kɔzwɔvit͡ʂ
marzecki,maʐɛt͡skʲi
salmonowicz,salmɔnɔvit͡ʂ
grochowski,ɡrɔxɔfskʲi
sosnowski,sɔsnɔfskʲi
bradecki,bradɛt͡skʲi
tyndyk,tɨndɨk
steciuk,stɛt͡ɕuk
machnicki,maxɲit͡skʲi
paszkowski,paʂkɔfskʲi
sadurski,sadurskʲi
niderhaus,ɲidɛrxafs
apostolakisgluziński,apɔstɔlakʲisɡluʑiɲskʲi
garlicki,ɡarlit͡skʲi
hercok,xɛrt͡sɔk
nowakowska,nɔvakɔfska
palkowski,palkɔfskʲi
kuśmierska,kuɕmjɛrska
kucińska,kut͡ɕiɲska
bartyla,bartɨla
suszyński,suʂɨɲskʲi
górak,ɡurak
jankrzysztof,jankʂɨʂtɔf
popek,pɔpɛk
fornalczyk,fɔrnalt͡ʂɨk
horzonkówna,xɔʐɔnkuvna
wszołkówna,fʂɔwkuvna
stankowski,stankɔfskʲi
teleżyńska,tɛlɛʐɨɲska
potoroczyn,pɔtɔrɔt͡ʂɨn
browkin,brɔfkʲin
kuźniar,kuʑɲar
gadomski,ɡadɔmskʲi
sturlis,sturlis
bończyk,bɔɲt͡ʂɨk
haecker,xaɛt͡skɛr
baumann,bavmann
matysiak,matɨɕak
paszkowska,paʂkɔfska
kopczyński,kɔpt͡ʂɨɲskʲi
koprowicz,kɔprɔvit͡ʂ
szydłowski,ʂɨdwɔfskʲi
antoniszczak,antɔɲiʂt͡ʂak
lusiński,luɕiɲskʲi
sasin,saɕin
złotowska,zwɔtɔfska
zeus,zɛfs
falkowski,falkɔfskʲi
kluś,kluɕ
kruszyńskagust,kruʂɨɲskaɡust
holoubek,xɔlɔvbɛk
borowczak,bɔrɔft͡ʂak
gałła,ɡawwa
trzepiecińska,tʂɛpjɛt͡ɕiɲska
wieczorkowski,vjɛt͡ʂɔrkɔfskʲi
tesarz,tɛsaʂ
ogar,ɔɡar
frumka,frumka
płotnicka,pwɔtɲit͡ska
pogrebińska,pɔɡrɛbiɲska
kulczycki,kult͡ʂɨt͡skʲi
kurczab,kurt͡ʂap
anderman,andɛrman
cisek,t͡ɕisɛk
durczok,durt͡ʂɔk
lipiarska,lipjarska
mulak,mulak
kamilla,kamilla
baar,baar
prochyra,prɔxɨra
dafne,dafnɛ
porcari,pɔrt͡sari
rubach,rubax
goldszmit,ɡɔltʂmit
płażewski,pwaʐɛfskʲi
gorczyca,ɡɔrt͡ʂɨt͡sa
kaufmann,kaffmann
słupecki,swupɛt͡skʲi
pełczyńskanałęcz,pɛwt͡ʂɨɲskanawɛnt͡ʂ
zass,zass
zitzman,ʑitzman
jeżewska,jɛʐɛfska
banaszyk,banaʂɨk
jamrozek,jamrɔzɛk
jechiel,jɛxjɛl
tkacz,tkat͡ʂ
żamojda,ʐamɔjda
kreftbaka,krɛftbaka
kudelska,kudɛlska
kostanecki,kɔstanɛt͡skʲi
tochowicz,tɔxɔvit͡ʂ
gierat,ɡʲɛrat
dracz,drat͡ʂ
dzierma,d͡ʑɛrma
góralczyk,ɡuralt͡ʂɨk
kiwerski,kʲivɛrskʲi
mamona,mamɔna
godlewski,ɡɔdlɛfskʲi
pakulnis,pakulɲis
czarnik,t͡ʂarɲik
zduń,zduɲ
daniec,daɲɛt͡s
rożniatowska,rɔʐɲatɔfska
auerbach,avɛrbax
skonieczny,skɔɲɛt͡ʂnɨ
wakuliński,vakuliɲskʲi
przybyłek,pʂɨbɨwɛk
laco,lat͡sɔ
adamík,adamík
perski,pɛrskʲi
piechal,pjɛxal
dyblik,dɨblik
barbasiewicz,barbaɕɛvit͡ʂ
milowicz,milɔvit͡ʂ
dutkiewicz,dutkʲɛvit͡ʂ
piela,pjɛla
sieczkowski,ɕɛt͡ʂkɔfskʲi
grzegorzek,ɡʐɛɡɔʐɛk
jakus,jakus
orłoś,ɔrwɔɕ
pieprzyca,pjɛpʂɨt͡sa
mojżesz,mɔjʐɛʂ
merin,mɛrin
pikuła,pikuwa
natan,natan
szumowski,ʂumɔfskʲi
