françois,프랑수아,peurangsua
françoisolivier,프랑수아올리비에,peurangsuaolribie
emmy,에미,emi
lynn,린,rin
picaut,피코,piko
seyvos,세보스,seboseu
audouin,오두앵,oduaeng
arnoux,아르누,areunu
erika,에리카,erika
moulet,물레,mulre
françoisvictor,프랑수아빅토르,peurangsuabigtoreu
baudot,보도,bodo
chapon,샤퐁,syapong
parly,파를리,pareulri
ernestantoine,에르네스트앙투안,ereuneseuteuangtuan
seillière,셀리에르,selriereu
gautreau,고트로,goteuro
baroche,바로슈,barosyu
patriat,파트리아,pateuria
doubey,두베,dube
gazan,가장,gajang
prévôtleygonie,프레보레고니,peureboregoni
pupponi,푸포니,puponi
gabel,가벨,gabel
jacquelin,자클랭,jakeulraeng
sudry,쉬드리,swideuri
fabienne,파비엔,pabien
amiach,아미아크,amiakeu
rocquelin,로클랭,rokeulraeng
canu,카뉘,kanwi
rozet,로제,roje
égal,에갈,egal
carat,카라,kara
zuccarelli,쥐카렐리,jwikarelri
fred,프레드,peuredeu
scamaroni,스카마로니,seukamaroni
testot,테스토,teseuto
gravier,그라비에,geurabie
chouki,슈키,syuki
dhélia,델리아,delria
bluche,블뤼슈,beulrwisyu
fredy,프레디,peuredi
fautrel,포트렐,poteurel
colleau,콜로,kolro
freddy,프레디,peuredi
francette,프랑세트,peurangseteu
vernillat,베르닐라,bereunilra
sauvadet,소바데,sobade
arfi,아르피,areupi
simiand,시미앙,simiang
sureau,쉬로,swiro
salvaing,살뱅,salbaeng
sarano,사라노,sarano
drouelle,드루엘,deuruel
druet,드뤼에,deurwie
zobda,조브다,jobeuda
francesca,프란체스카,peuranceseuka
antoniotti,안토니오티,antonioti
marcelafroideval,마르셀라브루아드발,mareuselrabeuruadeubal
ploncard,플롱카르,peulrongkareu
d'assac,다사크,dasakeu
frigide,프리지드,peurijideu
barjot,바르조,bareujo
josso,조소,joso
éwanjéépée,에완제에페,ewanjeepe
filbet,필베,pilbe
arpinon,아르피농,areupinong
charbaut,샤르보,syareubo
františek,프란티셰크,peurantisyekeu
peřina,페르지나,pereujina
kramarz,크라마르즈,keuramareujeu
d'orcival,도르시발,doreusibal
chifflart,시플라르,sipeulrareu
ceyrac,세라크,serakeu
chérèque,셰레크,syerekeu
d'épenoux,데프노,depeuno
chatillon,샤티용,syatiyong
d'aubert,도베르,dobereu
cornutgentille,코르뉘장틸,koreunwijangtil
castaing,카스탱,kaseutaeng
corbier,코르비에,koreubie
ferrier,페리에,perie
farida,파리다,parida
belghoul,벨굴,belgul
farouk,파루크,parukeu
bermouga,베르무가,bereumuga
cossébrissac,코세브리사크,kosebeurisakeu
caulaincourt,콜랭쿠르,kolraengkureu
fouret,푸레,pure
dagognet,다고녜,dagonye
delapierre,들라피에르,deulrapiereu
fuzet,퓌제,pwije
pigueron,피그롱,pigeurong
cadol,카돌,kadol
durpaire,뒤르페르,dwireupereu
choay,쇼에,syoe
sabattier,사바티에,sabatie
matzneff,마츠네프,maceunepeu
escobar,에스코바르,eseukobareu
bonora,보노라,bonora
espinasse,에스피나스,eseupinaseu
doubin,두뱅,dubaeng
guillaumond,기요몽,giyomong
hostalier,오스탈리에,oseutalrie
giret,지레,jire
gourlat,구를라,gureulra
monsigny,몽시니,mongsini
fédier,페디에,pedie
gabart,가바르,gabareu
gastambide,가스탐비드,gaseutambideu
thébaud,테보,tebo
gabriële,가브리엘,gabeuriel
buffetpicabia,뷔페피카비아,bwipepikabia
triquet,트리케,teurike
houbre,우브르,ubeureu
schiffter,시프테르,sipeutereu
abeille,아베유,abeyu
deneubourg,드뇌부르,deunoebureu
artigues,아르티그,areutigeu
louiscarabin,루이카라뱅,ruikarabaeng
andruet,앙드뤼에,angdeurwie
gilberte,질베르트,jilbereuteu
dufaux,듀퐁,dyupong
bourdouleix,부르둘렉스,bureudulregseu
gillesantoine,질앙투안,jilangtuan
saintsernin,생세르냉,saengsereunaeng
bergery,베르주리,bereujuri
libéral,리베랄,riberal
bruand,브뤼앙,beurwiang
géniat,제니아,jenia
massat,마사,masa
tirmont,틸몽,tilmong
bredin,브르댕,beureudaeng
archimède,아르시메드,areusimedeu
fraisse,프레스,peureseu
viviane,비비안,bibian
asseyi,아세이,asei
ferdière,페르디에르,pereudiereu
godefroy,고드프루아,godeupeurua
morisseau,모리소,moriso
janin,자냉,janaeng
legardinier,르가르디니에,reugareudinie
roudès,루데스,rudeseu
brayer,브라예르,beurayereu
lampin,랑팽,rangpaeng
verdez,베르데즈,bereudejeu
micheau,미쇼,misyo
aymon,에몽,emong
thibon,티봉,tibong
berr,베르,bereu
mendel,망델,mangdel
abelin,아블랭,abeulraeng
aclocque,아클로크,akeulrokeu
brisac,브리사크,beurisakeu
colot,콜로,kolro
gosselin,고슬랭,goseulraeng
doang,도앙,doang
dreyfusarmand,드레퓌스아르망,deurepwiseuareumang
dormann,도르만,doreuman
fontanel,퐁타넬,pongtanel
amard,아마르,amareu
brescbautier,브레스크보티에,beureseukeubotie
galéa,갈레아,galrea
gavignaudfontaine,가비뇨퐁텐,gabinyopongten
oudot,우도,udo
canivet,카니베,kanibe
thénier,테니에,tenie
gosselinfleury,고슬랭플뢰리,goseulraengpeulroeri
fauconnier,포코니에,pokonie
immè,이메,ime
gramont,그라몽,geuramong
paulais,폴레,polre
sauveaux,소보,sobo
vigneron,비그욘,bigeuyon
lhéritier,레리티에,reritie
dussaud,뒤소,dwiso
martinelli,마르티넬리,mareutinelri
margotton,마르고통,mareugotong
louvin,루뱅,rubaeng
kédia,케디아,kedia
rougier,루지에,rujie
raulet,롤레,rolre
trouillot,트루요,teuruyo
georgesemmanuel,조르주에마뉘엘,joreujuemanwiel
sarre,사르,sareu
surugue,쉬뤼그,swirwigeu
abolin,아볼랭,abolraeng
adet,아데,ade
abadie,아바디,abadi
vigarello,비가렐로,bigarelro
chevrollier,슈브롤리에,syubeurolrie
georgina,조르지나,joreujina
dufoix,뒤푸아,dwipua
georgette,조르제트,joreujeteu
plana,플라나,peulrana
dustan,뒤스탕,dwiseutang
mounier,무니에,munie
bourgin,부르쟁,bureujaeng
hadrien,아드리앵,adeuriaeng
poujol,푸졸,pujol
briquet,브리케,beurike
rosolato,로솔라토,rosolrato
garot,가로,garo
chabot,샤보,syabo
leyte,레트,reteu
geymond,제몽,jemong
vital,비탈,bital
gwendal,그웬달,geuwendal
rouillard,루야르,ruyareu
gil,질,jil
delannoi,들라누아,deulranua
d'estriché,데스트리셰,deseuteurisye
renouard,르누아르,reunuareu
bastard,바스타르,baseutareu
tullet,튈레,twilre
henrifranck,앙리프랑크,angripeurangkeu
beaupérin,보페랭,boperaeng
darmanin,다르마냉,dareumanaeng
martre,마르트르,mareuteureu
levaï,르바이,reubai
cette,세트,seteu
bernardet,베르나데,bereunade
bacconnier,바코니에,bakonie
carreyrou,카레루,kareru
gérardfrançois,제라르프랑수아,jerareupeurangsua
lapalus,라팔뤼,rapalrwi
maillet,마이예,maiye
nayrou,네루,neru
augé,오제,oje
cholley,숄레,syolre
homéric,오메리크,omerikeu
chaliand,샬리앙,syalriang
cherpion,셰르피옹,syereupiong
falconetti,팔코네티,palkoneti
filippelli,필리펠리,pilripelri
filoche,필로슈,pilrosyu
nercessian,네르세시앙,nereusesiang
poupon,푸퐁,pupong
jack,자크,jakeu
cantoni,캉토니,kangtoni
pontoy,퐁투아,pongtua
brault,브로,beuro
biva,비바,biba
botey,보테,bote
vidot,비도,bido
calef,칼레프,kalrepeu
desvarieux,데바리외,debarioe
delubac,들뤼바크,deulrwibakeu
gourault,구로,guro
royer,루아예,ruaye
servien,세르비앵,sereubiaeng
sannier,사니에,sanie
coulet,쿨레,kulre
sterdyniak,스테르디니아크,seutereudiniakeu
foyer,푸아예,puaye
desfontaines,데퐁텐,depongten
sagnières,사니에르,saniereu
vaudecrane,보드크란,bodeukeuran
généreux,제네뢰,jeneroe
verlomme,베를롬,bereulrom
montbel,몽벨,mongbel
d'entremont,당트르몽,dangteureumong
jacquesalain,자크알랭,jakeualraeng
benisti,베니스티,beniseuti
zislin,지슬랭,jiseulraeng
hélian,엘리앙,elriang
bouchardeau,부샤르도,busyareudo
faget,파제,paje
jourquin,주르캥,jureukaeng
santoni,상토니,sangtoni
richaud,리쇼,risyo
lassalle,라살,rasal
madaule,마돌,madol
adélaïdemerlande,아델라이드메를랑드,adelraideumereulrangdeu
jacquesélie,자크엘리,jakeuelri
lamblardie,랑블라르디,rangbeulrareudi
houdouin,우두앵,uduaeng
jacquesétienne,자크에티엔,jakeuetien
louvigny,루비니,rubini
mazeau,마조,majo
mathou,마투,matu
céard,세아르,seareu
monestier,모네스티에,moneseutie
huth,후트,huteu
bidet,비데,bide
mercierarnault,메르시에아르노,mereusieareuno
marette,마레트,mareteu
garat,가라,gara
biélinky,비엘린스키,bielrinseuki
bichot,비쇼,bisyo
médigue,메디그,medigeu
seuzaret,쇠자레,soejare
janelly,자넬리,janelri
fourtou,푸르투,pureutu
jamy,자미,jami
gourmaud,구르모,gureumo
darcey,다르세,dareuse
busse,뷔스,bwiseu
bérard,베라르,berareu
batoménila,바토메닐라,batomenilra
bromberger,브롬버거,beurombeogeo
charpentreau,샤르팡트로,syareupangteuro
jeanandré,장앙드레,jangangdeure
yerlès,예를레스,yereulreseu
pélissier,펠리시에,pelrisie
inès,이네스,ineseu
bourgoing,부르고앵,bureugoaeng
coutaubégarie,쿠토베가리,kutobegari
jaumillot,조미요,jomiyo
cresta,크레스타,keureseuta
tharin,타랭,taraeng
czajka,챠자카,cyajaka
bouysse,부이스,buiseu
delarue,드라류,deuraryu
mathoux,마투,matu
ithurburu,이튀르뷔뤼,itwireubwirwi
pellois,펠루아,pelrua
aurousseau,오루소,oruso
patissier,파티시에,patisie
spade,스파드,seupadeu
bouttier,부티에,butie
petitjacques,프티자크,peutijakeu
tenon,테농,tenong
bartoll,바르톨,bareutol
boulard,불라르,bulrareu
volpe,볼프,bolpeu
vitari,비타리,bitari
saporta,사포르타,saporeuta
dagnan,다냥,danyang
huzard,위자르,wijareu
dassier,다시에,dasie
yoko,요코,yoko
yonnet,요네,yone
jeanjosephfrançois,장조제프프랑수아,jangjojepeupeurangsua
folz,폴즈,poljeu
vanlerenberghe,반레랑베르그,banrerangbereugeu
aphatie,아파티,apati
vlody,블로디,beulrodi
milovanoff,밀로바노프,milrobanopeu
goyon,구아용,guayong
blanquer,블랑케르,beulrangkereu
naugrette,노그레트,nogeureteu
jeanjoël,장조엘,jangjoel
duhot,뒤오,dwio
lemagny,르마니,reumani
dubernard,뒤베르나르,dwibereunareu
jeanmax,장막스,jangmagseu
méjean,메장,mejang
leniaud,르니오,reunio
simonella,시모넬라,simonelra
passeron,파스롱,paseurong
ferrary,페라리,perari
mailly,마이,mai
albertini,알베르티니,albereutini
jeannoël,장노엘,jangnoel
hebey,에베,ebe
jeanpascal,장파스칼,jangpaseukal
zadi,자디,jadi
yao,야오,yao
harouel,아루엘,aruel
chagachbanian,샤가슈바니앙,syagasyubaniang
brighelli,브리겔리,beurigelri
bacquet,바케,bake
coche,코셰,kosye
taugourdeau,토구르도,togureudo
chauzy,쇼지,syoji
dufrègne,뒤프레뉴,dwipeurenyu
duviols,뒤비올,dwibiol
hembert,앙베르,angbereu
curnier,퀴르니에,kwireunie
jeandidier,장디디에,jangdidie
fromantin,프로망탱,peuromangtaeng
faugère,포제르,pojereu
jeanrobert,장로베르,jangrobereu
armogathe,아르모가트,areumogateu
fouchécourt,푸셰쿠르,pusyekureu
lecanu,르카뉘,reukanwi
vaudoyer,보두아예,boduaye
krassinsky,크라신스키,keurasinseuki
ezine,에진,ejin
rouvière,루비에르,rubiereu
trassard,트라사르,teurasareu
bayart,바야르,bayareu
chambard,샹바르,syangbareu
charbonniaud,샤르보니오,syareubonio
willaime,윌렘,wilrem
cordet,코르데,koreude
delpeuch,델푀슈,delpoesyu
istin,이스탱,iseutaeng
caujolle,코졸,kojol
dehecq,드에크,deuekeu
bouchaud,부쇼,busyo
sénant,세낭,senang
jalkh,잘크,jalkeu
cayrey,케레,kere
sadourny,사두르니,sadureuni
bellocq,벨로크,belrokeu
legaret,르가레,reugare
imbernon,앵베르농,aengbereunong
rigaut,리고,rigo
andreau,앙드로,angdeuro
luisada,루이사다,ruisada
coussirou,쿠시루,kusiru
lofficier,로피시에,ropisie
sirinelli,시리넬리,sirinelri
solnon,솔농,solnong
somain,소맹,somaeng
parot,파로,paro
sauvé,소베,sobe
babelon,바블롱,babeulrong
chaline,샬린,syalrin
clami,클라미,keulrami
jeanfélix,장펠릭스,jangpelrigseu
bigard,비가르,bigareu
baubérot,보베로,bobero
jeangilles,장질,jangjil
berthommier,베르토미에,bereutomie
bastaire,바스테르,baseutereu
cottel,코텔,kotel
beausire,보지르,bojireu
duport,뒤포르,dwiporeu
pérès,페레스,pereseu
elkabbach,엘카바크,elkabakeu
brot,브로,beuro
blot,블로,beulro
lassère,라세르,rasereu
borthayre,보르테르,boreutereu
louisauguste,장루이오귀스트,jangruiogwiseuteu
commerson,코메르송,komereusong
guillet,기예,giye
guéno,게노,geno
lépine,레핀,repin
carbonnier,카르보니에,kareubonie
capelle,카펠,kapel
cathary,캐터리,kaeteori
gachassin,가샤생,gasyasaeng
mariotti,마리오티,marioti
gaven,가방,gabang
mesnard,메스나르,meseunareu
vivonne,비본,bibon
glavany,글라바니,geulrabani
michardpellissier,미샤르펠리시에,misyareupelrisie
grandjouan,그랑주앙,geurangjuang
mesqui,메스키,meseuki
delvair,델베르,delbereu
helleu,엘뢰,elroe
narquin,나르캥,nareukaeng
ajuriaguerra,아후리아게라,ahuriagera
héroldpaquis,에롤파키,erolpaki
labrune,라브륀,rabeurwin
ibanès,이바네스,ibaneseu
bougrab,부그라브,bugeurabeu
orizet,오리제,orije
offredo,오프레도,opeuredo
jess,제스,jeseu
liaudin,리오댕,riodaeng
panisse,파니스,paniseu
kemm,켐,kem
kling,클링,keulring
jenny,제니,jeni
mélèzemodrzejewski,멜레즈모제예프스키,melrejeumojeyepeuseuki
bugier,뷔지에,bwijie
caignault,케뇨,kenyo
debazac,드바자크,deubajakeu
desverchère,데베르셰르,debereusyereu
labylle,라빌,rabil
bayou,바유,bayu
cazarre,카자르,kajareu
kamel,카멜,kamel
belghazi,벨가지,belgaji
rollet,롤레,rolre
ricardou,리카르두,rikareudu
chorier,쇼리에,syorie
lollichon,롤리숑,rolrisyong
silla,실라,silra
morelle,모렐,morel
maffre,마프르,mapeureu
sylvere,실베르,silbereu
josée,조제,joje
drevon,드르봉,deureubong
josyane,조지안,jojian
savigneau,사비뇨,sabinyo
kostia,코스티야,koseutiya
konstantinoff,콘스탄티노프,konseutantinopeu
stelli,스텔리,seutelri
molas,모라스,moraseu
kodjo,코조,kojo
afanou,아파누,apanu
colombani,콜롱바니,kolrongbani
favezboutonnier,파베즈부토니에,pabejeubutonie
lara,라라,rara
guirao,기아로,giaro
tenoudji,테누지,tenuji
laly,랄리,ralri
meignan,메냥,menyang
bélingard,벨랭가르,belraenggareu
vaïsse,바이스,baiseu
valroff,발로프,balropeu
covillault,코빌로,kobilro
touvet,투베,tube
bertagna,베르타냐,bereutanya
tom,톰,tom
dingler,딘글러,dingeulreo
bardeau,바르도,bareudo
dutilleul,뒤틸뢸,dwitilroel
cazalbou,카잘부,kajalbu
laurentfrédéric,로랑프레데리크,rorangpeurederikeu
bertignac,베르티냐크,bereutinyakeu
commandeur,사령관,saryeonggwan
cabrol,카브롤,kabeurol
bignolas,비뇰라,binyolra
colombain,콜롱뱅,kolrongbaeng
robilliard,로비야르,robiyareu
saintève,생테브,saengtebeu
eynac,에나크,enakeu
lina,리나,rina
margy,마르지,mareuji
depouilly,드푸이,deupui
liliane,릴리안,rilrian
gaschet,가셰,gasye
châtellier,샤텔리에,syatelrie
lorant,로랑,rorang
corman,코르망,koreumang
chamoulaud,샤물로,syamulro
joffrin,조프랭,jopeuraeng
dugois,뒤구아,dwigua
vallon,발롱,balrong
morteau,모르트,moreuteu
justier,쥐스티에,jwiseutie
kerusoré,케뤼소레,kerwisore
pernoo,페르노,pereuno
dubertret,뒤베르트레,dwibereuteure
robart,로바트,robateu
stoléru,스톨레뤼,seutolrerwi
dandrel,당드렐,dangdeurel
neyret,네레,nere
favoreu,파보뢰,paboroe
maurel,모렐,morel
louison,루이손,ruison
roblin,로블린,robeulrin
orsolini,오르솔리니,oreusolrini
ruquier,뤼키에,rwikie
léna,레나,rena
marrocco,마로코,maroko
lénaëlle,레나엘,renael
gillerongorry,길롱고리,gilronggori
ournac,우르나크,ureunakeu
pétin,페틴,petin
bidermanas,비데르마나스,bidereumanaseu
chavériat,샤베리아,syaberia
aeschlimann,에슐리만,esyulriman
liévinbonaventure,리에뱅보나방튀르,riebaengbonabangtwireu
proyart,프루아야르,peuruayareu
varraut,바로,baro
lafon,라퐁,rapong
blondiaux,블롱디오,beulrongdio
léonprosper,레옹프로스페르,reongpeuroseupereu
lorris,로리스,roriseu
lorette,로레트,roreteu
nobécourt,노베쿠르,nobekureu
pichon,피숑,pisyong
belot,벨로,belro
fehner,페네르,penereu
marcgilbert,마르크질베르,mareukeujilbereu
sauvajon,소바종,sobajong
carvounas,카르부나스,kareubunaseu
arvel,아르벨,areubel
brahy,브라이,beurai
deaux,도,do
louisaugustin,루이오귀스탱,ruiogwiseutaeng
auguin,오갱,ogaeng
pane,판,pan
louischarles,루이샤를,ruisyareul
damais,다메,dame
coppey,코페,kope
bary,바리,bari
cécillon,세시용,sesiyong
lucette,뤼세트,rwiseteu
desvignes,데비뉴,debinyu
michauxchevry,미쇼슈브리,misyosyubeuri
crépon,크레퐁,keurepong
fauvelle,포벨,pobel
juchereau,쥐슈로,jwisyuro
fonbaustier,퐁보스티에,pongboseutie
gauchée,가우에,gaue
dalsace,달사스,dalsaseu
callamand,칼라망,kalramang
lefèvregineau,르페브르지노,reupebeureujino
jerphagnon,제르파뇽,jereupanyong
malvy,말비,malbi
mauillon,모용,moyong
malavard,말라바르,malrabareu
louisémile,루이에밀,ruiemil
désirélucas,데지레뤼카,dejirerwika
liron,리롱,rirong
léopoldine,레오폴디네,reopoldine
bignon,비뇽,binyong
lacay,라케,rake
léonie,레오니,reoni
daunet,도네,done
tézier,테지에,tejie
zamansky,자만스키,jamanseuki
sigaut,시고,sigo
lesggy,레스기,reseugi
gouvenain,구브냉,gubeunaeng
barbulée,바르뷜레,bareubwilre
biardeau,비아르도,biareudo
pradot,프라도,peurado
boyron,부아롱,buarong
clervanne,클레르반,keulrereuban
riffaud,리포,ripo
capelier,카펠리에,kapelrie
mareva,마레바,mareba
galanter,갈랑테르,galrangtereu
zarader,자라데르,jaradereu
vendeuil,방되유,bangdoeyu
thibert,티베르,tibereu
ouradou,우라두,uradu
saddier,사디에,sadie
magloire,마글루아르,mageulruareu
saintméran,생메랑,saengmerang
rèbe,레브,rebeu
boutih,부티,buti
fall,팔,pal
faye,파이,pai
chevallier,슈발리에,syubalrie
lattès,라테스,rateseu
marieange,마리앙주,mariangju
casalta,카살타,kasalta
brusset,브뤼세,beurwise
alhau,알로,alro
pochard,포샤르,posyareu
planiol,플라니올,peulraniol
saragosse,사라고스,saragoseu
martinel,마르티넬,mareutinel
favalelli,파발렐리,pabalrelri
arnautu,아르노튀,areunotwi
manoëlle,마노엘,manoel
chaleil,샬레유,syalreyu
moureau,무로,muro
rouviere,루비에르,rubiereu
debourse,드부르스,deubureuseu
papart,파파르,papareu
mila,밀라,milra
parély,파렐리,parelri
hilsz,일스,ilseu
joissainsmasini,주아생,juasaeng
meynier,메니에,menie
favart,파바르,pabareu
perrey,페레,pere
herbstmeyer,에르브스트메예르,ereubeuseuteumeyereu
delmasmarty,델마스마르티,delmaseumareuti
mariejoseph,마리조제프,marijojepeu
malé,말레,malre
