lionel,リオネル
minganti,ミンガンティ
mirna,ミルナ
doris,ドリス
miro,ミロ
limiti,リミティ
pirazzini,ピラッツィーニ
cudini,クディーニ
campa,カンパ
paoloni,パオローニ
pietroni,パルマ
tagliani,タリアーニ
ward,ワード
sandalli,サンダーリ
laureano,ラウラーノ
d'arezzo,ダレッツォ
moony,ムーニー
witcher,ウィッチャー
roggi,ロッジ
piumini,ピウミーニ
smorra,スモラ
mazzoleni,マッツォレーニ
pischiutta,ピチウッタ
scardina,スカルディーナ
stacchi,スタッチ
nunzia,ヌンツィア
schiano,スキャーノ
taggi,タギ
perpignani,ペルピニャーニ
filogamo,フィロガモ
norman,ノールマン
mozzato,モッツァート
zavettieri,ザヴェッティエーリ
azzurri,アッズーリ
olga,オルガ
bisera,ビゼラ
zardini,ザルディーニ
sarubbi,サルッビ
roby,ロビー
facchinetti,ファキネッティ
taricone,タリコーネ
donna,ドナ
d'antona,ダントーナ
pif,ピフ
meomartini,メオマルティーニ
mantoni,マントーニ
gallini,ガリーニ
maspero,マスペロ
sabelli,サベリ
pallottini,パロッティーニ
leonelli,レオネッリ
locchi,ロッチ
risaliti,リサリティ
polizzy,ポリジー
carbonelli,カーボンエリ
rovatti,ロヴァッティ
celletti,チェレッティ
angeletti,アンドレッティ
pizza,ピッツァ
andriolo,アンドリオーロ
blandamonte,ブランダモンテ
salvino,サルヴィーノ
oretta,オレッタ
sinigallia,シニガリア
palella,パレッラ
d'assunta,ダスンタ
passalacqua,パッサラックァ
phil,フィル
mer,マー
atzeni,アッツェーニ
sentinelli,センティネリ
scianca,シアンカ
coppini,コッピーニ
scharbach,シャルバッハ
maran,マラン
capaldo,カパルド
starnazza,スタルナッツァ
magoni,マゴーニ
pupo,プーポ
johnson,ジョンソン
rietti,リエッティ
perotto,ペロット
mondello,モンデロ
pianeta,ピアネータ
buranelli,ブラネッリ
rosabell,ロザベル
sellers,セラーズ
pieraldo,ピエラルド
roan,ローン
oxana,オクサナ
cicco,チッコ
rosalia,ロザリア
bisacco,ビサッコ
reilly,レイリー
ruben,ルベン
rigillo,リジーロ
fossali,フォッサーリ
rubens,ルーベンス
pasino,パジーノ
pierantonio,ピエラントニオ
guariglia,グアリーリャ
fattori,ファットーリ
panfilo,パンフィロ
rosita,ロジータ
caporale,カポラーレ
maritato,マリタート
mammoliti,マンモリーティ
chevalier,シュヴァリエ
masto,マスト
cinquini,チンクイニ
nikol',ニコル
gosvijani,ゴスヴィアニ
lenci,ロレンチ
emili,エミリ
ramona,ラモーナ
dell'abate,デラバテ
mordini,モルディーニ
impacciatore,インパッチャトーレ
sean,セアン
verdirosi,ヴェルディロシ
patrizi,パトリッツィ
raul,ラウル
marelli,マレッリ
autieri,アウティエリ
raiz,ライツ
bardotti,バルドッティ
ralph,ラルフ
marterie,マーテリー
bonadonna,ボナドンナ
marson,マルソン
righeira,リギ
cucuzza,ククッツァ
narducci,ナルドゥッチ
sottili,ソッティーリ
scandaletti,スキャンダレッティ
zecchin,ゼッチン
cragnotti,クラニョッティ
terracini,テッラチーニ
verderi,ヴェルデリ
correani,コレアニ
utili,ウティリ
mereu,メレウ
giacinti,ジャチンティ
posar,ポーザー
garfagnoli,ガラファノーロ
mocchi,モッチ
los,ロス
d'esposito,デスピート
pallavicino,パッラヴィチーノ
milillo,ミリッロ
lonardo,ロナルド
nicchiarelli,ニッキャレッリ
bilello,ビレロ
montanari,モンタナーリ
warner,ワーナー
bentivegna,ベンティヴェーニャ
werther,ウェルテル
germondari,ジェルモンダリ
sabel,サベル
musmeci,ムスメキ
valdi,ヴァルディ
lepore,レポーレ
patriarca,パトリアルカ
siti,シティ
tecla,テクラ
gildoni,ジルドーニ
colotti,コロッティ
frullani,フルラニ
matteuzzi,マッテウッツィ
takagi,タカギ
morucci,モルッチ
pastore,パストーレ
teddy,テディ
telemaco,テレマコ
solli,ソッリ
salvati,サルヴァティ
ghiani,ジアーニ
usuelli,ウズエリ
settimio,セッティーミョ
simonini,シモニーニ
sorani,ソラーニ
sproccati,スプロッカティ
vanna,ヴァンナ
vadim,ヴァディム
brodski,ブロドスキー
trabacchi,トラバッキ
thony,トニー
fabbiano,ファッビアーノ
crocetti,クロチェッティ
tilde,ティルデ
vaturi,バトゥーリ
caro,カロ
villiam,ヴィリアム
ghessa,ゲッサ
cambissa,カンビッサ
razzini,ラッツィーニ
tolmino,トルミーノ
tranquilli,トランクィリ
remy,レミー
prìncipe,プリンチペ
tosatti,トサッティ
caglioti,カリオリティ
christopher,クリストファー
mior,ミオール
vincenza,ヴィンチェンツァ
cacace,カカーチェ
spedalotto,スペダロット
brichetto,ブリケット
sodero,ソデーロ
regazzo,レガッゾ
bellezza,ベレッツァ
ferdinandi,フェルディナンディ
schettino,スケッティーノ
moranzoni,モランゾーニ
trunfio,トルンフィオ
colliva,コリーヴァ
ghirardi,ギラルディ
aiace,アイアーチェ
pedio,ペディオ
ragno,ラーニョ
gai,ガイ
rubino,ルビーノ
chistolini,キストリーニ
dano,ダノ
raffanti,ラファンティ
gianroberto,ジャンロベルト
frederic,フレデリック
zita,ツィータ
fumagalli,フマガッリ
toney,トニー
wolf,ウルフ
pegoretti,ペゴレッティ
kendall,ケンドール
grappasonni,グラッパソンニ
rollandini,ロランディーニ
ucci,ウッチ
spaccesi,スパッチェシ
borioni,ボリオーニ
vigliaturo,ヴィリアトゥーロ
marchini,マルキーニ
mandonico,マンドニコ
uccellari,ウセラリ
patitucci,パティトゥッチ
tomassoni,トマッソーニ
dallospedale,ダロスペダーレ
tormento,セラマロ
tosawi,トサウィ
giovesi,ジョヴェディ
tanassi,タナッシ
annicchiarico,アンニッキアリコ
flick,フリック
sommese,ソンメーゼ
balistrieri,バリストリアーリ
ragona,ラゴーナ
virginie,ヴァージニー
marsan,マルサン
favaro,ファヴァロ
dustin,ダスティン
delucchi,デルーチ
vira,ビラ
silenti,シレンティ
riento,リエント
santin,サンティン
vezzosi,ヴェッツォシ
solvi,ゾルヴィ
stübing,シュトゥービング
uber,ウーベル
bacilieri,バッチリエーリ
moncini,モンチーニ
visenzi,ヴィセンチ
sonig,ソニグ
tchakerian,チャケリアン
schergat,チェルガト
suagher,スアゲル
trevisan,ブリナート
ganassi,ガナッシ
d'amario,ダマリオ
montorsi,モントーシ
edun,エドン
garlisi,ガルリージ
passaro,パッサーロ
plazzotta,プラッツォッタ
sordello,ソルデッロ
pagliai,パリアイ
spugnini,スプニーニ
morosi,モロージ
evelino,エヴェリーノ
pidò,ピド
vecchiato,ヴェッキート
litrico,リトリコ
ambrogi,アンブロジ
borellini,ボレッリーニ
savarese,サヴァレーゼ
concas,コンカス
zilibotti,ジリボッティ
rambelli,ランベッリ
mascarello,マスカレッロ
alberghetti,アルバゲッティ
contarello,コンタレッロ
cavazzoni,カヴァゾーニ
d'orazio,ドラツィオ
bonelli,ボネッリ
d'orsi,ドルジ
frizza,フリッツァ
lecquio,レッキオ
ridolfi,リドルフィ
brachetti,ブラチェッティ
saccomandi,サッコマンディ
demuro,デムーロ
febbi,フェッビ
gianniantonio,ジャンニアントーニオ
domina,ドミーナ
filianoti,フィリアノーティ
chamizo,カミゾ
scalzi,スカルツィ
congia,コンジャ
padella,パデッラ
moioli,モイオリ
cozzella,コッツェラ
bratt,アンドレア
sinclaire,レオナルディ
boffa,ボッファ
frederick,フレデリック
sommer,ソマー
malagò,マラゴ
lancieri,ランチーニ
raffaelli,ラファエッリ
tonioli,トニオーリ
gnecco,ニェッコ
zucca,ズッカ
crociani,クロチャーニ
montori,モントーリ
pistorello,ピストレッロ
mero,メロ
salvai,サルヴァイ
gariglio,ガリーリオ
scandiuzzi,スカンディウッツィ
scanga,スカンガ
seghezzi,セゲッチ
sbardella,スバルデッラ
carol,カロル
bressanutti,ブレッサヌッティ
carola,カローラ
sanipoli,サニポリ
steve,スティーヴ
stigliola,スティリョーラ
d'acampo,ダカンポ
vaccari,バッカーリ
joey,ジョーイ
lamotta,ラモッタ
kasey,ケイシー
olenberger,オレンバーガー
dionisotti,ディオニソッティ
carrossa,カッロッサ
joshua,ジョシュア
furno,フルノ
j,ジョセフ
muccio,ムチオ
mangieri,マンジェリ
pichelli,ピチェリ
oberto,リベルト
airaudi,アイラウド
excella,エクセラ
gionne,ジオンヌ
edmunds,エドマンズ
simonelli,シモネッリ
pinocchio,ピノッキオ
neboli,ネボリ
boverio,ボヴェリオ
riani,リアニ
vinaccia,ヴィナッチャ
jerry,ジェリー
pandolfi,パンドルフィ
edalli,エダッリ
tirri,ティッリ
peppo,ペッポ
biscarini,ビスカリーニ
rinaldi,リナルディ
tacchi,タッチ
piccone,ピッコーネ
porcasi,ポルカシ
tagliapietra,タリアピエトラ
ferrucci,フェルッチ
giacomini,ジャコミーニ
rotoli,ロトリ
caccialanza,カッチャランツァ
selvi,セルヴィ
modesti,モデスティ
cardelli,カーデリ
bonifacci,ボニファッチ
fiamozzi,フィアモッツィ
fraccari,フラッカーリ
cucci,クッチ
sassi,サッシ
celeste,セレステ
sernagiotto,セルナジオット
cumani,クマーニ
dominicis,ドミニチス
giambartolomei,ジャンバルトロメイ
picasso,ピカソ
d'ambrosi,ダンブロージ
maio,マイオ
dematté,デマッテ
piscitelli,ピシテッリ
ragni,ラーニ
santonocito,サントノキート
maffucci,マッフッチ
tea,ティー
tremolada,トレモラーダ
pettinari,ペッティナーリ
ginesi,ジネージ
giovannesi,ジョバンネシ
kingsley,キングスレイ
boateng,ボアテング
cani,カニ
spadoni,スパドーニ
perrella,ペッレーラ
gerard,ジェーラル
ciarcia,チャールチャ
pasciuti,パシューティ
sergas,セルガス
d'elia,デリア
diomante,ディオマンテ
lys,リス
boscaglia,ボスカーリャ
campeggi,カンペッジ
continiello,コンティニエッロ
hazan,ハザン
pianalto,ピアナルト
chigbolu,チグボル
missoni,ミッソーニ
violi,ヴィオッリ
ergas,エルガス
lele,レーレ
marchitelli,マルキテッリ
colombi,コロンビ
fanelli,ファネリ
yadisleidy,ヤディスレイディ
pedroso,ペドロソ
manetti,マネッティ
migliori,ミグリオリ
capicchioni,カピキオーニ
cusin,クズィン
pedroni,ペドローニ
gabellini,ガベリーニ
vigilio,ヴィジリオ
saccomanno,サッコマーノ
falini,ファリーニ
ghiotto,ギオット
sirlen,シルレン
albizzi,アルビッツィ
caria,カリア
macchi,マッキ
cassia,カッシア
rucci,ルッチ
mariangelo,マリアンジェロ
foggiato,フォッジャート
compri,コンプリ
simoncini,シモンチーニ
pajardi,パヤールディ
acquaroli,アクアローリ
muscariello,ムスカリエッロ
marc,マルク
lamacchia,ラマッキア
moscatiello,モスカティエッロ
tristaino,トリスタイノ
montin,モンティン
zambon,ザンボン
marwin,マーウィン
angeles,アンヘレス
farroni,ファロニ
tariq,タリク
spezie,スペシエ
timothy,ティモシー
nocchi,ノッキ
sigala,シガーラ
rolenzetti,ロレンツェッティ
todd,トッド
incantalupo,インカンタルポ
scassellati,スカセラッティ
sinisi,シニッシ
matt,マット
ceriani,チェリアニ
griffero,グリッフォロ
fedeli,フェデリ
hunt,ハント
giupponi,ジュッポーニ
paternoster,パターノスター
rispoli,リスポリ
trasolini,トラソリーニ
quaglia,クアリア
civetta,チヴェッタ
braides,ブライデス
malsiner,マルジナー
guercilena,グエルチレーナ
vallascas,ヴァラスカス
wendel,ウェンデル
meldrum,メルドラム
cavanni,キャヴァンニ
cécile,セシル
kyenge,キエンジェ
viscardi,ヴィスカルディ
orfini,オルフィーニ
speranza,スペランツァ
visintin,ヴィジンティン
questa,クエスタ
villella,ヴィッレッラ
dori,ドリー
dubbini,ドゥビーニ
spagnolo,スパニョーロ
kompatscher,コンパチェール
mr,ミスター
zivago,ジヴァゴ
baldassarri,バルダッサーリ
giogiò,ジョジョ
marianetti,マリアネッティ
spoto,スポト
fava,ファヴァ
calenda,カレンダ
bavagnoli,バヴァニョーリ
bonafede,ボナフェデ
frieda,フリエダ
edallo,エダロ
alia,アリア
guagni,グアンニ
anzaldo,アンザルド
apollonio,アポロニオ
armellino,アルメリーノ
andreoletti,アンドレオレッティ
sarto,サルト
arini,アリーニ
caloiaro,カロイアロ
coppelli,コッペリ
rampelli,ランペッリ
zanussi,ザヌッシ
setti,セッティ
benni,ベニー
atria,アトリア
stefanis,ステファニス
zilioli,ジリオーリ
ciancio,チャンチョ
rosseti,ロッセッティ
ferranti,フェランティ
furlai,フルライ
paglia,パーリャ
lojzka,ロイスカ
bratuž,ブラトゥシュ
garibalda,ガリバルダ
canzio,カンツィオ
nardella,ナルデッラ
saturno,サトゥルノ
meletti,メレッティ
pallaoro,パラオロ
maltempo,マルテンポ
lilian,リリアン
tintori,ティントリ
pacifico,パシフィコ
sotti,ソッティ
antoni,アントーニ
andrè,アンドレ
schuen,シュエン
castagnone,カスタニョーネ
peron,ペロン
d'eramo,デラーモ
pestelli,ペステッリ
cottarelli,コッタレリ
tami,タミー
mauriello,マウリエロ
rumi,ルミ
cavion,カヴィオン
moscheni,モスケーニ
scaldati,スカルダティ
manici,マニチ
pistoni,ピストニ
nugnes,ヌグネス
rapaccini,ラパッチーニ
bonifazio,ボニファツィーノ
violetta,ヴィオレッタ
zironi,ズィローニ
latif,ラティフ
migno,ミニョ
pevarello,ペヴァレッロ
liam,リアム
bertazzo,ベルタッツォ
porcu,ポルク
gragnani,グラニャーニ
campanini,カンパニーニ
dedi,デディ
ristori,リストーリ
montanini,モンタニーニ
gambogi,ガンボージ
scartezzini,スカルテッツィーニ
van,ヴァン
lamsweerde,ラムスヴェルデ
alaimo,アライモ
gabardi,ガバルディ
neve,ネーヴェ
lazzaretti,ラッツァレッティ
emily,エミリー
cera,チェーラ
gaio,ガイオ
maculani,マクラニ
mannucci,マヌッチ
marcaletti,マルカレッティ
ravaglioli,ラヴァリオーリ
sondelli,ソンデーリ
parker,パーカー
luciani,ルチアーニ
oxilia,オクシリア
moccagatta,モッカガッタ
evar,エヴァル
ermete,エルメテ
ronchiato,ロンキアート
timo,ティモ
bertocco,ベルトッコ
viel,ビール
sarazani,サラザーニ
gorio,ゴリオ
monticone,モンティコーネ
bugatty,ブガッティ
milone,ミローネ
stabilini,スタビリーニ
saccardo,サッカルド
acampora,アカンポラ
romanis,ロマニス
eugene,ユージーン
cocuzza,コクッツァ
saccotelli,サッコテッリ
sequi,セクイ
catozzo,カトッツォ
lutz,ルッツ
coletta,コレッタ
brignoli,ブリニョーリ
navarrini,ナヴァリーニ
gusmaroli,グスマローリ
rabassini,ラバシニ
tornabuoni,トルナブオーニ
tavecchio,タヴェッキオ
lisetta,リゼッタ
carmi,カルミ
sagnotti,サニョッティ
pulvirenti,プルヴィレンティ
cantiello,カンティエロ
berlato,ベルラート
caporilli,カポリッリ
griffini,グリフィーニ
cagna,カーニャ
elly,エリー
schlein,シュライン
jakub,ヤクブ
mareczko,マレチュコ
morosini,モロジーニ
garau,ガラウ
mediani,メディアーニ
rodinò,ロディノ
cernuschi,チェルヌースキ
moi,モイ
boattin,ボアッティン
rugnone,ルグノーネ
sidy,シディ
diop,ディオップ
bestetti,ベステッティ
gizzi,ジッツィ
corrà,コラ
cabiati,カビアッチ
nuage,ヌアージュ
cavo,カーボ
dragone,ドラゴーネ
