제임스,ジェームズ
수원우편집중국,ミズハラユウビンシュウチュウキョク
중문중학교,チュウブンチュウガッコウ
중암중학교,チュウイワチュウガッコウ
지구촌고등학교,チキュウムラコウトウガッコウ
영서동,エイサイホラ
인천광역시남부교육지원청,ニガワコウイキシナンブキョウイクシエンチョウ
인천부평소방서,ニガワトミヒラショウボウショ
제주특별자치도의회,サイシュウトクベツジチドウギカイ
신반포로,シンバンウラロ
안동버스터미널,アンドウバスターミナル
광천동,ヒカリガワホラ
괘법동,カケホウホラ
한국바이오마이스터고등학교,カンコクバイオマイスターコウトウガッコウ
한국생명과학고등학교,カンコクセイメイカガクコウトウガッコウ
한국예술연구소,カンコクゲイジュツケンキュウジョ
한국육영학교,カンコクイクエイガッコウ
연서로,ノベアケボノロ
전국고속버스운송사업조합,ゼンコクコウソクバスウンソウジギョウクミアイ
전북고속,ゼンキタコウソク
전주시외버스공용터미널,ゼンシュウシガイバスキョウヨウターミナル
오산시외버스터미널,カラスヤマシガイバスターミナル
진흥고속,ススムオキコウソク
와수시외버스터미널,カワラミズサトシガイバスターミナル
태영운송그룹,タイサカエウンソウグループ
바로타,バロタ
소공로,ショウオオヤケロ
수원역시외버스정류장,ミズハラエキシガイバステイリュウジョウ
수정로,コトブキイロ
시흥대로,ハジメオキオオジ
국립법무병원,コクリツホウムビョウイン
봉영로,ミネレイロ
봉은사로,タテマツオンテラロ
통계교육원,トウケイキョウイクイン
숭의초등학교,タカシギショトウガッコウ
한국산업기술진흥원,カンコクサンギョウギジュツシンコウイン
명필름,ミョンフィルム
기독교한국루터회,キリストキョウカンコクルーテルカイ
온누리교회,オンヌリキョウカイ
지사중학교,タダイサゴチュウガッコウ
서일문화예술고등학교,ミズイッブンカゲイジュツコウトウガッコウ
석관고등학교,イシクシコウトウガッコウ
석정여자고등학교,イシイジョシコウトウガッコウ
선린대학교,ゼンリンダイガク
선유고등학교,センユウコウトウガッコウ
포항제철고등학교,ホコウセイテツコウトウガッコウ
포항제철동초등학교,ホコウセイテツヒガシショトウガッコウ
표선중학교,オモテゼンチュウガッコウ
한강중학교,カンコウチュウガッコウ
수교훈장,シュウコウクンショウ
학군사관,ガクグンシカン
뚜띠,トゥッティ
교동향교,タカシキリサトコウ
개정면,ヒラクイメン
태인면,タイジンメン
덕연동,トクハチスホラ
태전동,オオタホラ
덕적면,トクヅミメン
덕천동,トクガワホラ
덕천면,トクガワメン
칠천량,ウルシカワヤナ
적상면,アカモメン
황금촬영상,オウゴンサツエイショウ
휴천면,キュウカワモ
원남면,トオナンメン
한국산업인력공단,カンコクサンギョウジンリキコウダン
한국세라믹기술원,カンコクセラミックギジュツイン
만촌동,バンソンホラ
구주제약,オウシュウセイヤク
망미동,ノゾミホラ
국가문화유산포털,コッカブンカイサンポータル
서울옥정초등학교,ソウルタマイショトウガッコウ
서울용산초등학교,ソウルタツヤマショトウガッコウ
서울인강학교,ソウルニエガッコウ
서울종암초등학교,ソウルカネイワオショトウガッコウ
서울체육고등학교,ソウルタイイクコウトウガッコウ
서울태릉초등학교,ソウルタイリョウショトウガッコウ
서울학동초등학교,ソウルガクドウショトウガッコウ
서울한서초등학교,ソウルカンニシショトウガッコウ
서울행당초등학교,ソウルアンズドウショトウマナブコウ
서울장충초등학교,ススムチュウショトウガッコウ
연무중학교,ネタケナカガッコウ
팬스타,パンスター
한국방송협회,カンコクホウソウキョウカイ
연화중학교,レンゲチュウガッコウ
부산대신중학교,プサンダイシンチュウガッコウ
대전광역시교육청,オオタコウイキシキョウイクチョウ
상인동,ウエヒトシホラ
한국언론인연합회,カンコクゲンロンジンレンゴウカイ
자유주의연대,ジユウシュギレンタイ
한국여자농구연맹,カンコクジョシバスケットボールレンメイ
대명동,ダイメイホラ
원평동,ハラヒラホラ
아시아나국제단편영화제,アシアナコクサイタンペンエイガサイ
대사동,オオテラホラ
군북면,グンホクメン
아시아문화개발원,アジアブンカカイハツイン
창우초등학교,クラスミショトウガッコウ
초림초등학교,クサリンショトウガッコウ
풀무농업고등기술학교,プルムノウギョウコウトウギジュツガッコウ
잡코리아,ジョブコリア
유덕동,ヤナギイサオホラ
도천면,ミヤコイズミメン
도화면,ドウケメン
수완동,ミズフトイホラ
화수동,ハナミズホラ
이인면,リジンメン
화암면,ガイワメン
산하동,ヤマシタホラ
당감동,ドウアマホラ
국민건강보험,コクミンケンコウホケン
국민건강보험공단,コクミンケンコウホケンコウダン
삼계면,モリケイメン
국민교육헌장,コクミンキョウイクケンショウ
국방부군사편찬연구소,コクボウブグンジヘンサンケンキュウジョ
명륜동,メイリンホラ
매화면,バイカメン
명릉,メイリョウ
천안초등학교,テンヤスショトウガッコウ
춘천중학교,ハルカワチュウガッコウ
북평동,キタツボホラ
환인제약,マルヒトシセイヤク
군포중학교,グンウラナカガッコウ
마크로젠,マクロジェン
명인제약,アキヒトセイヤク
한미약품,カンヨシヤクヒン
검단동,ケンニホラ
수동면,ミズホラメン
부산영어방송재단,プサンエイゴホウソウザイダン
도산동,ミチヤマホラ
명덕육영회,ガッコウホウジンメイトクイクエイカイ
건설기계관리법,ケンセツキカイカンリホウ
두산동,トサンホラ
상모사곡동,ウエケホラ
소사본동,モトスナモトホラ
숭의동,タカシギホラ
시전동,カキタホラ
신가동,シンケイホラ
병천면,ナミカワメン
신안동,シンヤスホラ
고운동,コウンホラ
교방동,コウボウホラ
월곶판교선,ツキクシイタバシセン
군인공제회,グンジンキョウサイカイ
대소면,タイショメン
월등면,ツキトウメン
군포동,グンウラホラ
월명동,ゲツメイホラ
월배차량사업소,ツキセシャリョウジギョウショ
월봉저작상,ツキホウチョサクショウ
아영면,オモネエイメン
수산면,ミズヤマメン
동명동,トウメイホラ
화정동,ハナテイホラ
월영동,ツキカゲホラ
한국스포츠개발원,カンコクスポーツカイハツイン
창업진흥원,ソウギョウシンコウイン
상무동,ショウブホラ
상사면,ウエイサゴメン
수정동,スイショウホラ
고산동,コヤマホラ
경동제약,キョウヒガシセイヤク
무릉도원면,ブリョウトウゲンメン
남부동,ナンブホラ
내당동,ウチトウホラ
변산면,アタリヤマヅラ
대연동,オオフチホラ
동곡동,ヒガシダニホラ
완주중학교,カンシュウチュウガッコウ
울산온산소방서,ユタカサンショウボウショ
원광중학교,エンコウチュウガッコウ
마산여자중학교,ウマサンジョシチュウガッコウ
마산중학교,マヤマチュウガッコウ
명덕여자중학교,メイトクジョシチュウガッコウ
명일중학교,メイイッチュウガッコウ
방원중학교,ハタモトチュウガッコウ
방화중학교,ハタハナチュウガッコウ
도시락,ドシラク
수성동,コトブキジョウホラ
수신면,シュウシンメン
견지동,ケンココロザシホラ
전주풍남중학교,ゼンシュウホウナンチュウガッコウ
중동중학교,チュウトウチュウガッコウ
공항중학교,クウコウチュウガッコウ
