нюша,뉴샤,nyusha,nyusya
российскокитайские,러시아중화인민공화국,rossiyskokitayskie,reosiajunghwainmingonghwagug
российскоисландские,러시아아이슬란드,rossiyskoislandskie,reosiaaiseulrandeu
российсковенгерские,러시아헝가리,rossiyskovengerskie,reosiaheonggari
российскоирландские,러시아아일랜드,rossiyskoirlandskie,reosiaailraendeu
камчатский,캄차카,kamchatskiy,kamcaka
террористический,베슬란,terroristicheskiy,beseulran
акт,학교,akt,haggyo
беслане,사태,beslane,satae
мерькова,메르코바,merkova,mereukoba
эрмитаж,미술관,ermitazh,misulgwan
российскоюгоосетинские,남오세티야러시아,rossiyskoyugoosetinskie,namosetiyareosia
временное,러시아,vremennoe,reosia
российскофинляндские,러시아핀란드,rossiyskofinlyandskie,reosiapinrandeu
солнечногорск,솔네츠노고르스크,solnechnogorsk,solneceunogoreuseukeu
сретенск,스레텐스크,sretensk,seuretenseukeu
российскопольские,러시아폴란드,rossiyskopolskie,reosiapolrandeu
яблоко,야블로코,yabloko,yabeulroko
сланцы,슬란치,slancy,seulranci
таштагол,타시타골,tashtagol,tasitagol
данков,단코프,dankov,dankopeu
долгопрудный,돌로고프룬디,dolgoprudnyy,dolrogopeurundi
троицк,트로이츠크,troick,teuroiceukeu
российскокубинские,러시아쿠바,rossiyskokubinskie,reosiakuba
ессентуки,예센투키,essentuki,yesentuki
кольская,콜라,kolskaya,kolra
сверхглубокая,초깊이,sverhglubokaya,cogipi
скважина,시추공,skvazhina,sicugong
чаплыгин,차플리긴,chaplygin,capeulrigin
российскоавстрийские,러시아오스트리아,rossiyskoavstriyskie,reosiaoseuteuria
националбольшевистская,민족,nacionalbolshevistskaya,minjog
партия,볼셰비키당,partiya,bolsyebikidang
зуевка,주옙카,zuevka,juyebka
сбер,스베르방크,sber,seubereubangkeu
орочи,오로치족,orochi,orocijog
якуты,야쿠트족,yakuty,yakuteujog
деловой,비즈니스,delovoy,bijeuniseu
консерватория,음악원,konservatoriya,eumagweon
албанороссийские,러시아알바니아,albanorossiyskie,reosiaalbania
киселёвск,키세리보스크,kiselyovsk,kiseriboseukeu
российскофинляндская,러시아핀란드,rossiyskofinlyandskaya,reosiapinrandeu
тайфун,태풍,tayfun,taepung
болавен,볼라벤,bolaven,bolraben
оборона,세바스토폴,oborona,sebaseutopol
севастополя,포위전,sevastopolya,powijeon
президент,러시아의,prezident,reosiayi
иркут,이르쿠트,irkut,ireukuteu
нанайцы,나나이족,nanaycy,nanaijog
красноуфимск,크라스노우핌스크,krasnoufimsk,keuraseunoupimseukeu
краснокамск,크라스노캄스크,krasnokamsk,keuraseunokamseukeu
лиски,리스키,liski,riseuki
батово,바스토보,batovo,baseutobo
слобожанщина,슬로보다우크라이나,slobozhanshchina,seulrobodaukeuraina
понтийскокаспийская,폰토스카스피,pontiyskokaspiyskaya,pontoseukaseupi
российскоэстонская,러시아에스토니아,rossiyskoestonskaya,reosiaeseutonia
пеники,페니키,peniki,peniki
математический,스테클로프,matematicheskiy,seutekeulropeu
ран,연구소,ran,yeonguso
преображенское,프레오브라젠스코예,preobrazhenskoe,peureobeurajenseukoye
красноармейский,크라스노아르메이스키,krasnoarmeyskiy,keuraseunoareumeiseuki
барабинский,바라바,barabinskiy,baraba
диалект,방언,dialekt,bangeon
башкирский,바슈키르,bashkirskiy,basyukireu
российскохорватские,러시아크로아티아,rossiyskohorvatskie,reosiakeuroatia
российскосирийские,러시아시리아,rossiyskosiriyskie,reosiasiria
меркурий,머큐리,merkuriy,meokyuri
сити,시티,siti,siti
российскобританские,러시아영국,rossiyskobritanskie,reosiayeonggug
российскокорейская,러시아조선민주주의인민공화국,rossiyskokoreyskaya,reosiajoseonminjujuyiinmingonghwagug
пруссия,프로이센,prussiya,peuroisen
башня,러시아,bashnya,reosia
нивхи,니브흐족,nivhi,nibeuheujog
российскокипрские,러시아키프로스,rossiyskokiprskie,reosiakipeuroseu
болгаророссийские,러시아불가리아,bolgarorossiyskie,reosiabulgaria
архи,아르히,arhi,areuhi
никольск,니콜스크,nikolsk,nikolseukeu
российскомонгольская,러시아몽골,rossiyskomongolskaya,reosiamonggol
российскочешские,러시아체코,rossiyskocheshskie,reosiaceko
гопники,고프닉,gopniki,gopeunig
анучинский,아누친스키,anuchinskiy,anucinseuki
кумоманычская,쿠마마니치,kumomanychskaya,kumamanici
впадина,저지,vpadina,jeoji
явас,야바스,yavas,yabaseu
архангельский,아르한겔스키,arhangelskiy,areuhangelseuki
российскопольская,러시아폴란드,rossiyskopolskaya,reosiapolrandeu
новокуйбышевск,노보쿠이,novokuybyshevsk,nobokui
беловежское,벨라베자,belovezhskoe,belrabeja
соглашение,조약,soglashenie,joyag
герой,러시아,geroy,reosia
санктпетербургская,상트페테르부르크,sanktpeterburgskaya,sangteupetereubureukeu
покров,포크로프,pokrov,pokeuropeu
космонавтики,날,kosmonavtiki,nal
российскогрузинские,러시아조지아,rossiyskogruzinskie,reosiajojia
полуостров,반도,poluostrov,bando
дальнереченский,달네레첸스키,dalnerechenskiy,dalnerecenseuki
воронежсковорошиловградская,보로네시,voronezhskovoroshilovgradskaya,boronesi
михайловский,미하일롭스키,mihaylovskiy,mihailrobseuki
петровичи,페트로비치,petrovichi,peteurobici
ботлих,보틀리흐,botlih,boteulriheu
томский,톰스크,tomskiy,tomseukeu
география,러시아의,geografiya,reosiayi
лазовский,라좁스키,lazovskiy,rajobseuki
ушковский,우시코프스키,ushkovskiy,usikopeuseuki
фк,카마스,fk,kamaseu
море,무궁화,more,mugunghwa
волнуется,꽃이,volnuetsya,ggoci
раз,피었습니다,raz,pieossseubnida
эвены,라무트족,eveny,ramuteujog
родина,로디나,rodina,rodina
сайраново,사이라노보,sayranovo,sairanobo
негидальцы,네기달족,negidalcy,negidaljog
евразия,유라시아,evraziya,yurasia
калевала,칼레발라,kalevala,kalrebalra
порбажин,포르바진,porbazhin,poreubajin
российсконигерийские,나이지리아러시아,rossiyskonigeriyskie,naijiriareosia
гвардия,친위대,gvardiya,cinwidae
динамо,디나모,dinamo,dinamo
российскосербские,러시아세르비아,rossiyskoserbskie,reosiasereubia
копейка,코페카,kopeyka,kopeka
армянороссийские,러시아아르메니아,armyanorossiyskie,reosiaareumenia
островов,섬,ostrovov,seom
аэропорт,예밀야노보,aeroport,yemilyanobo
храброво,공항,hrabrovo,gonghang
черниговский,체르니곱스키,chernigovskiy,cereunigobseuki
чугуевский,추구옙스키,chuguevskiy,cuguyebseuki
кавказ,카프카스항,kavkaz,kapeukaseuhang
нортбрук,노르트브루크섬,nortbruk,noreuteubeurukeuseom
бразильскороссийские,러시아브라질,brazilskorossiyskie,reosiabeurajil
ульчи,울치족,ulchi,ulcijog
шкотовский,시코톱스키,shkotovskiy,sikotobseuki
одон,독립작전임무사단,odon,dogribjagjeonimmusadan
ольгинский,올긴스키,olginskiy,olginseuki
барвиха,바르비하,barviha,bareubiha
корчева,코르체바,korcheva,koreuceba
сырники,시르니키,syrniki,sireuniki
керченскофеодосийская,케르치,kerchenskofeodosiyskaya,kereuci
десантная,반도,desantnaya,bando
кинопоиск,키노포이스크,kinopoisk,kinopoiseukeu
заварной,커스터드,zavarnoy,keoseuteodeu
тарт,타르트,tart,tareuteu
бабаюрт,바바유르트,babayurt,babayureuteu
тернейский,테르네이스키,terneyskiy,tereuneiseuki
российсколитовская,러시아리투아니아,rossiyskolitovskaya,reosiarituania
российскоазербайджанская,러시아아제르바이잔,rossiyskoazerbaydzhanskaya,reosiaajereubaijan
киргизскороссийские,러시아키르기스스탄,kirgizskorossiyskie,reosiakireugiseuseutan
быково,비코보,bykovo,bikobo
саскылах,사스킬라흐,saskylah,saseukilraheu
российскоабхазская,러시아압하지야,rossiyskoabhazskaya,reosiaabhajiya
пожарский,포자르스키,pozharskiy,pojareuseuki
доктор,독토르,doktor,dogtoreu
российскокитайская,러시아중화인민공화국,rossiyskokitayskaya,reosiajunghwainmingonghwagug
казахстанскороссийская,러시아카자흐스탄,kazahstanskorossiyskaya,reosiakajaheuseutan
октябрьский,옥탸브리스키,oktyabrskiy,ogtyabeuriseuki
хорольский,호롤스키,horolskiy,horolseuki
российсколатвийская,라트비아러시아,rossiyskolatviyskaya,rateubiareosia
пуштуны,파슈툰족,pushtuny,pasyutunjog
госфильмофонд,고스필모폰드,gosfilmofond,goseupilmopondeu
российскоамериканская,러시아미국,rossiyskoamerikanskaya,reosiamigug
российсконорвежская,노르웨이러시아,rossiyskonorvezhskaya,noreuweireosia
грузинскороссийская,러시아조지아,gruzinskorossiyskaya,reosiajojia
айнский,아이누,aynskiy,ainu
яковлевский,야코블렙스키,yakovlevskiy,yakobeulrebseuki
партизанский,파르티잔스키,partizanskiy,pareutijanseuki
баковка,바코프카,bakovka,bakopeuka
дельта,마이오티스,delta,maiotiseu
дона,늪,dona,neup
знание,즈나니예,znanie,jeunaniye
ершичи,예르시치,ershichi,yereusici
кадгарон,카드가론,kadgaron,kadeugaron
кижеватово,키제바토보,kizhevatovo,kijebatobo
коркмаскала,코르크마스칼라,korkmaskala,koreukeumaseukalra
кума,쿠마,kuma,kuma
милюково,밀류코보,milyukovo,milryukobo
мираж,신기루,mirazh,singiru
михайловка,미하일롭카,mihaylovka,mihailrobka
осиногай,오시노가이,osinogay,osinogai
овсянка,옵샨카,ovsyanka,obsyanka
толваярви,톨바호,tolvayarvi,tolbaho
петрищево,페트리셰보,petrishchevo,peteurisyebo
полярная,흰올빼미,polyarnaya,hyinolbbaemi
сова,교도소,sova,gyodoso
посольство,주,posolstvo,ju
вьетнама,러시아,vetnama,reosia
москве,대사관,moskve,daesagwan
чиннай,진나이정,chinnay,jinnaijeong
испании,러시아,ispanii,reosia
таиланда,러시아,tailanda,reosia
чили,러시아,chili,reosia
российскоюжноосетинская,남오세티야러시아,rossiyskoyuzhnoosetinskaya,namosetiyareosia
российскояпонская,일본러시아,rossiyskoyaponskaya,ilbonreosia
технологии,및,tehnologii,mic
дизайна,대학교,dizayna,daehaggyo
химикофармацевтическая,화학제약,himikofarmacevticheskaya,hwahagjeyag
сергокала,세르고칼라,sergokala,sereugokalra
свердловское,스베르들롭스크,sverdlovskoe,seubereudeulrobseukeu
высшее,군사정치,vysshee,gunsajeongci
военнополитическое,전차,voennopoliticheskoe,jeonca
танкоартиллерийское,포병,tankoartilleriyskoe,pobyeong
училище,고위학교,uchilishche,gowihaggyo
усухчай,우수흐차이,usuhchay,usuheucai
уркарах,우르카라흐,urkarah,ureukaraheu
хворостянка,흐보로스탼카,hvorostyanka,heuboroseutyanka
хебда,헤브다,hebda,hebeuda
черкутино,체르쿠티노,cherkutino,cereukutino
яруново,야루노보,yarunovo,yarunobo
шиклово,시클로보,shiklovo,sikeulrobo
томарикиси,도마리키시촌,tomarikisi,domarikisicon
постоянный,유엔,postoyannyy,yuen
член,안전,chlen,anjeon
ороки,윌타족,oroki,wiltajog
карафуто,신사,karafuto,sinsa
авиакомпания,스콜,aviakompaniya,seukol
скол,항공,skol,hanggong
российскогамбийские,감비아러시아,rossiyskogambiyskie,gambiareosia
драченино,드라체니노,drachenino,deuracenino
арино,아리노,arino,arino
убийство,보리스,ubiystvo,boriseu
бориса,넴초프의,borisa,nemcopeuyi
немцова,살해,nemcova,salhae
шатнево,샤트네보,shatnevo,syateunebo
бессмертный,불멸의,bessmertnyy,bulmyeolyi
полк,연대,polk,yeondae
символы,러시아의,simvoly,reosiayi
распад,러시아의,raspad,reosiayi
оленегорский,올레네고르스키,olenegorskiy,olrenegoreuseuki
горняк,고르냐크,gornyak,goreunyakeu
гомосексуалов,동성애자,gomoseksualov,dongseongaeja
цифровой,인터넷,cifrovoy,inteones
банк,전문은행,bank,jeonmuneunhaeng
памятник,콘스탄틴,pamyatnik,konseutantin
константину,치올코프스키,konstantinu,ciolkopeuseuki
циолковскому,기념비,ciolkovskomu,ginyeombi
мортёшка,모르테슈카,mortyoshka,moreutesyuka
о,특수,o,teugsu
проведении,군사,provedenii,gunsa
специальной,작전의,specialnoy,jagjeonyi
военной,실행에,voennoy,silhaenge
операции,대하여,operacii,daehayeo
