マツモトユキヒロ,松本行弘,matsumotoyukihiro
ラジョウモン,罗城门,rajoumon
スターフライヤー,星悦航空,sutāfuraiyā
ハツユメ,初梦,hatsuyume
ミヤザワナイカク,宫泽内阁,miyazawanaikaku
ミストウォーカー,雾行者,misutowōkā
ツクバウチュウセンター,筑波宇宙中心,tsukubauchuusentā
オキナワデンリョク,冲绳电力,okinawadenryoku
ヒガシドオリゲンシリョクハツデンショ,东通核电厂,higashidoorigenshiryokuhatsudensho
ナンチョウ,南朝,nanchou
ウエノハライセキ,上野原遗迹,uenoharaiseki
ゴカイグンコウショウ,吴海军工厂,gokaigunkoushou
マイヅルカイグンコウショウ,舞鹤海军工厂,maidzurukaigunkoushou
マイヅルチンジュフ,舞鹤镇守府,maidzuruchinjufu
ダイガクリョウ,大学寮,daigakuryou
トウダイヤスダコウドウジケン,东大安田讲堂事件,toudaiyasudakoudoujiken
ダイリ,内里,dairi
ダイマル,大丸,daimaru
オウジマチ,王寺町,oujimachi
テンピョウタカラジ,天平宝字,tenpyoutakaraji
コウアンチョウサチョウ,公安调查厅,kouanchousachou
タカサキセン,高崎线,takasakisen
ナチカツウラマチ,那智胜浦町,nachikatsuuramachi
タガマチ,多贺町,tagamachi
シタラマチ,设乐町,shitaramachi
コクフ,国府,kokufu
ニッポンゲイジュツイン,日本艺术院,nippongeijutsuin
チュウギンカプセルタワービル,中银胶囊塔,chuuginkapuserutawābiru
ニッポンジョシサッカーリーグ,日本女子足球联赛,nipponjoshisakkārīgu
リュウグチテラ,龙口寺,ryuuguchitera
オオイハツデンショ,大饭发电厂,ooihatsudensho
スギトマチ,杉户町,sugitomachi
ミナノマチ,皆野町,minanomachi
ヒダカカワマチ,日高川町,hidakakawamachi
マクウチ,幕内,makuuchi
ニホンキイン,日本棋院,nihonkiin
ニホンゲンシリョクハツデン,日本原子力发电,nihongenshiryokuhatsuden
ニッポンブッサン,日本物产,nipponbussan
シブヤコウカイドウ,涩谷公会堂,shibuyakoukaidou
チンジュフショウグン,镇守府将军,chinjufushougun
ウラゾエヨウドレ,浦添极乐陵,urazoeyoudore
レンゴウセキグン,联合赤军,rengousekigun
シモヅマハン,下妻藩,shimodzumahan
キツキハン,杵筑藩,kitsukihan
スンプハン,骏府藩,sunpuhan
モリハン,森藩,morihan
フルカワハン,古河藩,furukawahan
クロハハン,黑羽藩,kurohahan
シノヤマハン,筿山藩,shinoyamahan
ミヤヅハン,宫津藩,miyadzuhan
シオヤグン,盐谷郡,shioyagun
オオタキマチ,大多喜町,ootakimachi
テンレキ,天历,tenreki
カミツガグン,上都贺郡,kamitsugagun
シンメイワコウギョウ,新明和工业,shinmeiwakougyou
カミザトマチ,上里町,kamizatomachi
ナガトロマチ,长瀞町,nagatoromachi
ヨコゼマチ,横濑町,yokozemachi
オガノマチ,小鹿野町,oganomachi
インノシマオオハシ,因岛大桥,innoshimaoohashi
シセンドウ,诗仙堂,shisendou
カブキチョウビルカサイ,歌舞伎町大楼火灾事故,kabukichoubirukasai
ツブラヤプロダクション,圆谷制作,tsuburayapurodakushon
コウダイジ,高台寺,koudaiji
ニホンデンキホンシャビル,日本电气总部大楼,nihondenkihonshabiru
ツルガハツデンショ,敦贺发电厂,tsurugahatsudensho
ヒガシシミズヘンデンショ,东清水变电所,higashishimizuhendensho
ヒノミサキジンジャ,日御埼神社,hinomisakijinja
ホクトセイ,北斗星号列车,hokutosei
イヌヨウナイカク,犬养内阁,inuyounaikaku
タイカンミツテラ,大观密寺,taikanmitsutera
ニッポンニオケルドウセイアイ,日本同性恋史,nipponniokerudouseiai
ホープ,希望公司,hōpu
コウジカタゴジョウショ,公事方御定书,koujikatagojousho
ハンキュウキョウトホンセン,京都本线,hankyuukyoutohonsen
ニンテンドウキカクカイハツホンブ,任天堂企划开发本部,nintendoukikakukaihatsuhonbu
オゼ,尾濑,oze
ヒガシアジアハンニチブソウセンセン,东亚反日武装战线,higashiajiahannichibusousensen
ニッポンバスケットボールリーグ,日本篮球联赛,nipponbasukettobōrurīgu
ヒジリロカガーデン,圣路加花园,hijirirokagāden
カンコウ,宽弘,kankou
ウラガ,浦贺,uraga
ニイミハン,新见藩,niimihan
タカラ,特佳丽,takara
ニシオオヒラハン,西大平藩,nishioohirahan
タカナベハン,高锅藩,takanabehan
ヒタチシシドハン,宍户藩,hitachishishidohan
アドバンテスト,爱德万测试,adobantesuto
アカイワグン,赤磐郡,akaiwagun
イナサヤマ,稻佐山,inasayama
ドウガコウボウ,动画工房,dougakoubou
ダイゴマチ,大子町,daigomachi
アイショウマチ,爱庄町,aishoumachi
ヘグリマチ,平群町,hegurimachi
コウリョウマチ,广陵町,kouryoumachi
カワゴエマチ,川越町,kawagoemachi
タルイマチ,垂井町,taruimachi
トヨヤママチ,丰山町,toyoyamamachi
ミナカミマチ,水上町,minakamimachi
ハンキュウイタミセン,伊丹线,hankyuuitamisen
ハンキュウコウヨウセン,甲阳线,hankyuukouyousen
キンキシャリョウ,近畿车辆,kinkisharyou
イネマチ,伊根町,inemachi
カツラギマチ,葛城町,katsuragimachi
ビッチュウマツヤマハン,松山藩,bitchuumatsuyamahan
リキシ,力士,rikishi
ウダマツヤマハン,松山藩,udamatsuyamahan
オギハン,小城藩,ogihan
ウトハン,宇土藩,utohan
カンペイ,宽平,kanpei
シナツルセン,品鹤线,shinatsurusen
ホーンテッドマンション,幽灵公馆,hōnteddomanshon
コマザワオリンピックコウエン,驹泽奥林匹克公园,komazawaorinpikkukouen
コウダマチ,幸田町,koudamachi
ユアサマチ,汤浅町,yuasamachi
ミナベマチ,南部町,minabemachi
アリタカワマチ,有田川町,aritakawamachi
カサマハン,笠间藩,kasamahan
フナイハン,府内藩,funaihan
ヒタチフチュウハン,府中藩,hitachifuchuuhan
ヒトヨシハン,人吉藩,hitoyoshihan
ヒラドハン,平户藩,hiradohan
フクエハン,福江藩,fukuehan
ハスイケハン,莲池藩,hasuikehan
カシマハン,鹿岛藩,kashimahan
ハマダハン,滨田藩,hamadahan
シモニタマチ,下仁田町,shimonitamachi
コザガワマチ,古座川町,kozagawamachi
オサワマチ,长和町,osawamachi
タテシナマチ,立科町,tateshinamachi
カミトミダマチ,上富田町,kamitomidamachi
トウキョウゲートブリッジ,东京门户大桥,toukyougētoburijji
タカノマチ,高野町,takanomachi
マニュライフセイメイホケン,宏利金融,manyuraifuseimeihoken
スミトモゴムコウギョウ,住友橡胶,sumitomogomukougyou
クルシマカイキョウオオハシ,来岛海峡大桥,kurushimakaikyouoohashi
モッタイナイ,勿体无,mottainai
キサラヅヒガシインターチェンジ,木更津东交流道,kisaradzuhigashiintāchenji
ヌリカベ,涂壁,nurikabe
クマゲシチョウ,熊毛支厅,kumageshichou
バンサカイデンキキドウ,阪堺电气轨道,bansakaidenkikidou
マンガタイショウ,漫画大奖,mangataishou
イシヅチサン,石锤山,ishidzuchisan
カツオウジ,胜尾寺,katsuouji
ヨミズエン,依水园,yomizuen
ツワノハン,津和野藩,tsuwanohan
トクシマハン,德岛藩,tokushimahan
タテバヤシハン,馆林藩,tatebayashihan
ヤナカワハン,柳河藩,yanakawahan
ワタナベエンターテインメント,渡边娱乐,watanabeentāteinmento
キタンカイキョウ,纪淡海峡,kitankaikyou
シンバシ,新桥,shinbashi
ミナミカワチグン,南河内郡,minamikawachigun
スサミマチ,周参见町,susamimachi
マシコマチ,益子町,mashikomachi
マツブシマチ,松伏町,matsubushimachi
ナメカワマチ,滑川町,namekawamachi
タジリマチ,田尻町,tajirimachi
ミノワマチ,箕轮町,minowamachi
タダオカマチ,忠冈町,tadaokamachi
オオイシダマチ,大石田町,ooishidamachi
フナガタマチ,舟形町,funagatamachi
カワマタマチ,川俣町,kawamatamachi
シマモトマチ,岛本町,shimamotomachi
クマトリマチ,熊取町,kumatorimachi
カワキタマチ,川北町,kawakitamachi
ハンキュウアラシヤマセン,岚山线,hankyuuarashiyamasen
シントウカイカク,新党改革,shintoukaikaku
ハンシンムコガワセン,武库川线,hanshinmukogawasen
ヒバクアオギリ,被爆青桐,hibakuaogiri
テヅカプロダクション,手冢制作,tedzukapurodakushon
カイタマチ,海田町,kaitamachi
チュウザンマチ,中山町,chuuzanmachi
イイデマチ,饭丰町,iidemachi
ムラタマチ,村田町,muratamachi
ユウサマチ,游佐町,yuusamachi
ヨウノマチ,洋野町,younomachi
キソマチ,木曾町,kisomachi
タツノマチ,辰野町,tatsunomachi
フッコウダイジン,复兴大臣,fukkoudaijin
ビワコソスイ,琵琶湖疏水,biwakososui
オダワラヤド,小田原宿,odawarayado
タカナワ,高轮,takanawa
オカベマチ,冈部町,okabemachi
トウゼンデラ,东禅寺,touzendera
オオイガワテツドウイカワセン,井川线,ooigawatetsudouikawasen
フトウエホウオウ,太上法皇,futouehouou
エンキョウテラ,圆教寺,enkyoutera
プリンスジドウシャコウギョウ,王子汽车,purinsujidoushakougyou
トビコシジシン,飞越地震,tobikoshijishin
マギ,间切,magi
ショウデンシャ,祥传社,shoudensha
サセボカイグンコウショウ,佐世保海军工厂,sasebokaigunkoushou
センポクコウソクテツドウセン,泉北高速铁道线,senpokukousokutetsudousen
トウブオゴセセン,越生线,toubuogosesen
キソグン,木曾郡,kisogun
トウベツマチ,当别町,toubetsumachi
シズクイシマチ,雫石町,shizukuishimachi
コダイラマチ,小平町,kodairamachi
タキノウエマチ,泷上町,takinouemachi
タカスマチ,鹰栖町,takasumachi
ヨイチマチ,余市町,yoichimachi
オコッペマチ,兴部町,okoppemachi
アジヶサワマチ,鲹泽町,ajiヶsawamachi
イタヤナギマチ,板柳町,itayanagimachi
ミナミエツゼンマチ,南越前町,minamietsuzenmachi
ジャパンアクションエンタープライズ,日本动作娱乐公司,japanakushonentāpuraizu
フジナガタゾウセンショ,藤永田造船所,fujinagatazousensho
ヤマグチケンコクサイソウゴウセンター,山口县国际综合中心,yamaguchikenkokusaisougousentā
コウミョウジ,光明寺,koumyouji
ツウジュンキョウ,通润桥,tsuujunkyou
オオミネヤマデラ,大峰山寺,oomineyamadera
マツアキラ,松本玲子,matsuakira
ヤジロウ,弥次郎,yajirou
タテヒロシ,馆广司,tatehiroshi
モリノリヒサ,森训久,morinorihisa
ニッコウ,日兴,nikkou
エイサイ,荣西,eisai
ブライアン,布莱恩,buraian
ティー,李,tī
イモトヨウコ,井本蓉子,imotoyouko
エンニ,圆尔辨圆,enni
ツツミツヨシ,堤刚,tsutsumitsuyoshi
スミス,史密斯,sumisu
タキミノル,泷实,takiminoru
タムリン,塔姆琳,tamurin
レイン,莱恩,rein
カジヒデキ,加地秀基,kajihideki
ニコラ,尼古拉,nikora
フォルミケッティ,福米切蒂,forumiketti
シャド,莎朵,shado
スコーピオン,蝎子,sukōpion
ヤナギミワ,柳美和,yanagimiwa
ネコヂル,猫吉尔,nekodjiru
タニルミコ,谷留美子,tanirumiko
ミハエル,米海尔,mihaeru
コーガン,柯刚,kōgan
キョン,阿虚,kyon
モリカオリ,森加织,morikaori
ナツイトグチ,夏绪,natsuitoguchi
サンファイア,太阳火,sanfaia
コトリッチ,古都光,kotoritchi
ヒラン,飞兰,hiran
ツジコノリコ,藤子纪子,tsujikonoriko
ボーチャン,阿呆,bōchan
イシダアユミ,石田良子,ishidaayumi
ダミオン,达迈,damion
スコット,斯科特,sukotto
ヤス,泰,yasu
ヤノベケンジ,矢延宪司,yanobekenji
アヤネ,绫音,ayane
ビートキヨシ,荒川良友,bītokiyoshi
エレノア,艾莉诺,erenoa
ハヤシヒカリ,林光,hayashihikari
ドナ,唐娜,dona
バーク,柏克,bāku
モリチャック,暴力熊,morichakku
タニトオル,谷彻,tanitooru
タナカエリ,田中绘里,tanakaeri
カヒミ,卡希米,kahimi
カリィ,凯莉,kariィ
ヤスホウ,安法法师,yasuhou
ショウハク,肖柏,shouhaku
リンタロウ,林重行,rintarou
シンケイ,心敬,shinkei
ダンカン,邓肯,dankan
ナカニシアヤ,中西礼,nakanishiaya
タムラパン,田村步美,tamurapan
ロミ,罗米,romi
デイムス,达姆斯,deimusu
ジム,吉姆,jimu
アベナギサ,阿部渚,abenagisa
ミチイノチ,道命阿阇梨,michiinochi
ガイ,居伊,gai
ツジジュン,辻淳,tsujijun
ナルケミチコ,成毛美智子,narukemichiko
ケニー,肯尼,kenī
オメガ,奥美加,omega
イズミコナタ,泉此方,izumikonata
アイザワハルカ,逢沢遥,aizawaharuka
ニンショウ,忍性,ninshou
マンチカイ,满誓,manchikai
オノデラユキ,奥诺黛拉,onoderayuki
リリィ,镰田小惠子,ririィ
フウコ,风子,fuuko
コザキユースケ,小崎祐介,kozakiyūsuke
ナカヤマアキラ,中山明,nakayamaakira
ツヨシコブシ,刚拳,tsuyoshikobushi
カサミタダシ,嵩忠,kasamitadashi
クーデンホーフ,青山,kūdenhōfu
カワカイタロウ,忘,kawakaitarou
タシゲル,田繁,tashigeru
キムイズル,金出,kimuizuru
マルキ,丸木,maruki
キノチョウ,纪长,kinochou
タニツヨシ,谷雄,tanitsuyoshi
キセキ,其碛,kiseki
タオハタケ,垰畑,taohatake
ホウドウ,法道,houdou
ミマサヒロ,见昌弘,mimasahiro
オイタ,笈田,oita
ゼンケイ,全庆,zenkei
シトウト,士贵,shitouto
モリヒサシ,森恒,morihisashi
ユウタ,雄太,yuuta
ケンヤ,贤也,kenya
コッコウ,国光,kokkou
カジメ,梶芽,kajime
ボウノカイ,房之介,bounokai
コンクラ,今仓,konkura
イノサタケ,猪佐武,inosatake
トウビ,东美,toubi
サヒダリ,佐佐,sahidari
キトシオ,木俊郎,kitoshio
ダイジロウ,大治郎,daijirou
キョウドウ,兴道,kyoudou
ヨシタロウ,芳太郎,yoshitarou
ハニ,羽仁,hani
ハナワ,花轮,hanawa
ニシジマ,西嶋,nishijima
イサ,井佐,isa
カワホヅミ,惠穗积,kawahodzumi
ヒロシドオリ,熙通,hiroshidoori
タカイワ,高岩,takaiwa
ツネイシ,常石,tsuneishi
タツナンジ,辰尔,tatsunanji
ヒデミツ,英光,hidemitsu
ナオフミ,直文,naofumi
レイミチコ,礼道子,reimichiko
ヨシトモヒコ,美知彦,yoshitomohiko
ガイシ,外史,gaishi
リリョウ,李良,riryou
ワタリアキラ,渡哲,watariakira
ナカサト,中里,nakasato
ムクヤ,向谷,mukuya
ドモン,土门,domon
タスクサトゴ,佑里子,tasukusatogo
キウケタマワシュウ,木承周,kiuketamawashuu
トクシゲ,德重,tokushige
フユシバ,冬柴,fuyushiba
サケホン,酒本,sakehon
マキセ,牧瀬,makise
ゴーマンビ,戈尔曼美,gōmanbi
ヘイシン,平信,heishin
ナオノリ,尚徳,naonori
ノベワ,延和,nobewa
ホタルユキ,萤雪,hotaruyuki
ツギオ,次生,tsugio
イズミヤ,泉谷,izumiya
ソウドウ,宋道,soudou
ミネタロウ,峰太郎,minetarou
コウナイ,幸内,kounai
クニセイ,久仁生,kunisei
ナスエ,为末,nasue
ハヤシヒ,林火,hayashihi
シュンタカ,俊贵,shuntaka
ヒロコトブキ,弘寿,hirokotobuki
シャリン,车轮,sharin
タキモト,滝本,takimoto
ニンケンサカエ,仁贤栄,ninkensakae
マスナガ,増永,masunaga
ショダイ,竹田,shodai
タケダイズモ,出云,takedaizumo
ミッシェル,米歇尔,missheru
イサムカイ,勇介,isamukai
テラフ,原步,terafu
