stefano,스테파노,seutepano
chinnici,킨니치,kinnici
gavoglio,가볼리오,gabolrio
tabanelli,타바넬리,tabanelri
aura,오라,ora
rolenzetti,롤렌제티,rolrenjeti
myriam,미리암,miriam
sylla,실라,silra
agostinelli,아고스티넬리,agoseutinelri
anedda,아네다,aneda
heinrich,하인리히,hainrihi
forer,포러,poreo
formolo,포르몰로,poreumolro
banzi,반지,banji
braides,브라이데스,beuraideseu
prat,프랫,peuraes
bonafede,보나페데,bonapede
buttazzo,부타초,butaco
ferrarini,페라리니,perarini
bettiol,베티올,betiol
alia,알리아,alria
guagni,구아니,guani
lilian,릴리안,rilrian
tintori,틴토리,tintori
ascani,아스카니,aseukani
zardini,차르디니,careudini
egidi,에지디,ejidi
mazzucato,마추카토,macukato
giammaria,잠마리아,jammaria
tuccillo,투칠로,tucilro
giogiò,지오지오,jiojio
franchini,프란키니,peurankini
centinaio,센티나이오,sentinaio
scaglia,스칼리아,seukalria
brando,브란도,beurando
pacitto,파치토,pacito
palazzotto,팔라초토,palracoto
cottarelli,코타렐리,kotarelri
rampelli,람펠리,rampelri
gribaudo,그리바우도,geuribaudo
dincà,딩카,dingka
nunzia,눈치아,nuncia
catalfo,카탈포,katalpo
bravi,브라비,beurabi
dadone,다도네,dadone
carnevali,카르네발리,kareunebalri
malpezzi,말페치,malpeci
gualmini,괄미니,gwalmini
martusciello,마르투시엘로,mareutusielro
piernicola,피에르니콜라,piereunikolra
pedicini,페디치니,pedicini
agea,아제아,ajea
beghin,베긴,begin
tamburrano,탐부라노,tamburano
miccolis,미콜리스,mikolriseu
marcora,마르코라,mareukora
pistoni,피스토니,piseutoni
zampetti,참페티,campeti
criscitiello,크리스치티엘로,keuriseucitielro
matino,마티노,matino
frusone,프루소네,peurusone
patuano,파투아노,patuano
adelaide,아델라이데,adelraide
raschini,라스키니,raseukini
reitani,레이타니,reitani
ottonello,오토넬로,otonelro
rizzetto,리체토,riceto
cantiello,칸티에로,kantiero
avanti,아반티,abanti
salamon,살라몬,salramon
vasta,바스타,baseuta
curatoli,쿠라톨리,kuratolri
melidoni,멜리도니,melridoni
sanga,상가,sangga
biffoni,비포니,biponi
moratelli,모라텔리,moratelri
ceran,체란,ceran
rugnone,루그논,rugeunon
fratoianni,프라토이안니,peuratoianni
gaio,가이오,gaio
cerlino,체를리노,cereulrino
boattin,보아틴,boatin
parigini,파리지니,parijini
celiento,칼리엔토,kalriento
immacolata,임마콜라타,immakolrata
parker,파커,pakeo
luciani,루치아니,ruciani
cernoia,체르노이아,cereunoia
catozzo,카토초,katoco
giugliano,줄리아노,julriano
bergamaschi,베르가마스키,bereugamaseuki
sigismondi,시지스몬디,sijiseumondi
annamaria,안나마리아,annamaria
serturini,세르투리니,sereuturini
lisetta,리세타,riseta
carmi,카르미,kareumi
quartapelle,콰르타펠레,kwareutapelre
vasoli,바솔리,basolri
nogarin,노가린,nogarin
oriani,오리아니,oriani
mondi,몬디,mondi
tarenzi,타렌치,tarenci
bonaccini,보나치니,bonacini
rabassini,라바시니,rabasini
bottiroli,보티롤리,botirolri
adelchi,아델키,adelki
virgili,비르질리,bireujilri
brugnaro,브루냐로,beurunyaro
perconti,페르콘티,pereukonti
mandracoca,만드라고라,mandeuragora
buccellato,부첼라토,bucelrato
benifei,베니페이,benipei
minelli,미넬리,minelri
danti,단티,danti
gunn,군,gun
prandin,프란딘,peurandin
moratto,모랏트,morasteu
adinolfi,아디놀피,adinolpi
gliozzi,글리오치,geulrioci
calosso,칼로소,kalroso
mormorio,모르모리오,moreumorio
rescigno,레시뇨,resinyo
rina,리나,rina
macrelli,마크렐리,makeurelri
dell'anna,델안나,delanna
vedovati,베도바티,bedobati
ermal,에르말,ereumal
ruperto,루페르토,rupereuto
banterle,반테를레,bantereulre
sheffield,셰필드,syepildeu
bagnai,바냐이,banyai
emmanuello,엠마누엘로,emmanuelro
casalino,카살리노,kasalrino
chiazzese,치아제,ciaje
capizzano,카피차노,kapicano
paolini,파올리니,paolrini
neva,네바,neba
davoli,다볼리,dabolri
mustapha,무스타파,museutapa
kanit,카니트,kaniteu
brighenti,브리겐티,beurigenti
fioramonti,피오라몬티,pioramonti
favazza,파바차,pabaca
dolly,돌리,dolri
sinatra,시나트라,sinateura
caregaro,카레가로,karegaro
coppo,코포,kopo
giovanardi,조바나르디,jobanareudi
gaia,가이아,gaia
trussardi,트루사르디,teurusareudi
petrelluzzi,페트렐루치,peteurelruci
magi,마지,maji
ludovica,루도비,rudobi
rampoldi,카램폴디,karaempoldi
jean,진,jin
regeni,레제니,rejeni
tucci,투치,tuci
ascanio,아스카니오,aseukanio
tealdi,테알디,tealdi
colmegna,콜메냐,kolmenya
arconti,아르콘티,areukonti
guia,귀아,gwia
risari,리사리,risari
lodovichi,로도비키,rodobiki
appendino,아펜디노,apendino
claretta,클라레타,keulrareta
giovagnoli,조바뇰리,jobanyolri
meco,메코,meko
speranza,스페란차,seuperanca
scappucci,스카푸치,seukapuci
boccia,보차,boca
biraschi,비라스키,biraseuki
ciocca,초카,coka
risaliti,리살리티,risalriti
sernicola,세미콜라,semikolra
ghiglione,길리오네,gilrione
will,윌,wil
artino,아티노,atino
gorgerino,고르제리노,goreujerino
cruciani,크루차니,keurucani
palvetti,팔베티,palbeti
burioni,부리오니,burioni
theodoli,테오돌리,teodolri
strizzolo,스트리촐로,seuteuricolro
travaglioli,트라바리올리,teurabariolri
soldo,솔도,soldo
boschero,보스케로,boseukero
cox,콕스,kogseu
cito,시토,sito
filomarino,필로마리노,pilromarino
braucci,브라우치,beurauci
bianchimano,비안키마노,biankimano
cuttica,쿠티카,kutika
rosatello,로사텔로,rosatelro
caroletti,카롤레티,karolreti
iocolano,이오콜라노,iokolrano
willie,윌리,wilri
peyote,페요테,peyote
eloisa,엘로이사,elroisa
coiro,코이로,koiro
vavassori,바바소리,babasori
jordan,조르당,joreudang
bardella,바르델라,bareudelra
giannetta,잔네타,janneta
caccamo,카카모,kakamo
candellone,칸델로네,kandelrone
aguilar,아귈라,agwilra
girardello,기라르델로,girareudelro
ciurria,추리아,curia
morise,모리세,morise
pierucci,피에루치,pieruci
licitra,리치트라,riciteura
senatore,세나토레,senatore
alverà,알베라,albera
tardiolo,타르디올로,tareudiolro
pizio,피치오,picio
saraniti,사란티니,sarantini
giacometti,자코메티,jakometi
delai,델라이,delrai
sardone,사르도네,sareudone
cocciaretto,코차레토,kocareto
agnese,아녜세,anyese
bonfantini,본판티니,bonpantini
trenta,트렌타,teurenta
lancini,란치니,rancini
trancassini,트란카시니,teurankasini
carniti,카르니티,kareuniti
jannik,야니크,yanikeu
sinner,지너,jineo
azzolina,아촐리나,acolrina
milleri,밀레리,milreri
julian,율리안,yulrian
ocleppo,오클레포,okeulrepo
patuanelli,파투아넬리,patuanelri
raphael,라파엘,rapael
raduzzi,라두치,raduci
giusi,주시,jusi
cynthia,신시아,sinsia
mascitto,마시토,masito
giuseppina,주세피나,jusepina
occhionero,오키오네로,okionero
pasquinelli,파스퀴넬리,paseukwinelri
fascina,파시나,pasina
ciaburro,차부로,caburo
fusacchia,푸사키아,pusakia
masciangelo,마시안젤로,masianjelro
pierpaolo,피에르파올로,piereupaolro
sileri,실레리,silreri
galeazzo,갈레아초,galreaco
bignami,비냐미,binyami
maistro,마이스트로,maiseuteuro
casellati,카셀라티,kaselrati
brusaferro,브루사페로,beurusapero
giarrusso,자루소,jaruso
aurelia,아우렐리아,aurelria
bubisutti,부비수티,bubisuti
marrocco,마로코,maroko
orcel,오르첼,oreucel
ceccardi,체카르디,cekareudi
valietti,발리에티,balrieti
vogliacco,볼리아코,bolriako
noa,노아,noa
zatta,자타,jata
checchetto,케케토,keketo
fasoli,파졸리,pajolri
bises,비세스,biseseu
lantieri,란티에리,rantieri
dobrovic,도브로빅,dobeurobig
navarra,나바라,nabara
zucconi,추코니,cukoni
renna,렌나,renna
siracusano,시라쿠사노,sirakusano
mencarelli,멘카렐리,menkarelri
ylenja,일레니아,ilrenia
lucaselli,루카셀리,rukaselri
pigato,피가토,pigato
frezza,프레자,peureja
annaelsa,안나엘사,annaelsa
tartaglione,타르탈리오네,tareutalrione
venezi,베네치,beneci
calabro,칼라브로,kalrabeuro
tardino,타르디노,tareudino
battistella,바티스텔라,batiseutelra
milazzo,밀라초,milraco
vercellone,베르첼로네,bereucelrone
varchi,바르키,bareuki
franconi,프랑코니,peurangkoni
berizzi,베리치,berici
carmela,카르멜라,kareumelra
bucalo,부칼로,bukalro
lamorgese,라모르제세,ramoreujese
calcinaro,칼치나로,kalcinaro
roni,로니,roni
ronchi,론치,ronci
roberti,로베르티,robereuti
ariberto,아리베르토,aribereuto
lazza,라짜,rajja
fiorin,피오린,piorin
caretta,카레타,kareta
gemmato,젬마토,jemmato
silvestroni,실베스트로니,silbeseuteuroni
migliozzi,밀리오치,milrioci
tovaglieri,토발리에리,tobalrieri
manzari,만차리,mancari
tornambene,토르남베네,toreunambene
fulminacci,풀미나치,pulminaci
rivetti,리베티,ribeti
ielapi,이엘라피,ielrapi
mollicone,몰리코네,molrikone
pazzagli,파찰리,pacalri
arlotti,아를로티,areulroti
palmerini,팔메리니,palmerini
savoini,사보이니,saboini
fanelli,파넬리,panelri
nadalini,나달리니,nadalrini
filippi,필리피,pilripi
faustini,파우스티니,pauseutini
random,무작위의,mujagwiyi
hell,헬,hel
raton,라톤,raton
bertinetto,베르티네토,bereutineto
fabozzi,파보치,paboci
bronzetti,브론체티,beuronceti
iuculano,이우쿨라노,iukulrano
nuria,누리아,nuria
brancaccio,브랑카초,beurangkaco
verena,베레나,berena
meliss,멜리스,melriseu
tarro,타로,taro
coviello,코비엘로,kobielro
torterolo,토르테롤로,toreuterolro
casadilego,카사딜레고,kasadilrego
lebboroni,레보로니,reboroni
imas,이마스,imaseu
germanò,제르마노,jereumano
floriani,플로리아니,peulroriani
paracchini,파라키니,parakini
berrettoni,베레토니,beretoni
victoria,빅토리아,bigtoria
ethan,에단,edan
torchio,토키오,tokio
carratelli,카라텔리,karatelri
mignone,미뇨네,minyone
jolie,버버리,beobeori
gonano,고나노,gonano
cognoli,코뇰리,konyolri
rebecca,레베카,rebeka
edogamhe,에도감헤,edogamhe
alicia,알리시아,alrisia
ann,앤,aen
graziella,그라치엘라,geuracielra
leyla,레일라,reilra
ciagà,차가,caga
secco,세코,seko
minutolo,미누톨로,minutolro
zampelli,참펠리,campelri
donnino,도니노,donino
rumi,루미,rumi
misciagna,미시아냐,misianya
alla,스칼라,seukalra
cerignola,세리뇰라,serinyolra
elva,엘바,elba
fossano,포사노,posano
agliè,알리에,alrie
hellas,엘라스,elraseu
margarita,마르가리타,mareugarita
bardonecchia,바르도넥키아,bareudonegkia
caldiero,칼디에로,kaldiero
caluso,카루조,karujo
montebelluna,몬테벨루나,montebelruna
robbio,로비오,robio
chiesanuova,키에사누오바,kiesanuoba
roddi,로디,rodi
cirié,치리에,cirie
ruffia,루피아,rupia
bernalda,베르날다,bereunalda
laino,라이노,raino
lombarda,요리,yori
portogruaro,포르토그루아로,poreutogeuruaro
grandate,그란다테,geurandate
arzignano,아르치냐노,areucinyano
moncalieri,몬칼리에리,monkalrieri
orbassano,오르바사노,oreubasano
oulx,울륵스,ulreugseu
ruoti,루오티,ruoti
perrero,페레로,perero
pinerolo,피네롤로,pinerolro
porte,포르테,poreute
armeno,아르메노,areumeno
valdobbiadene,발도비아데네,baldobiadene
peglio,펠리오,pelrio
uboldo,우볼도,uboldo
rosasco,로사스코,rosaseuko
livo,리보,ribo
rorà,로라,rora
salbertrand,살베르트랑,salbereuteurang
seregno,세레뇨,serenyo
gattico,가티코,gatiko
staranzano,스타란차노,seutarancano
giussano,주사노,jusano
villafranca,빌라프랑카,bilrapeurangka
momo,모모,momo
parè,파레,pare
susa,수사,susa
musso,무소,muso
spilimbergo,스필림베르고,seupilrimbereugo
broni,브로니,beuroni
albizzate,알비차테,albicate
fagagna,파가냐,paganya
gurro,구로,guro
omegna,오메냐,omenya
tregnago,트레냐고,teurenyago
dumenza,두멘차,dumenca
fabriano,파브리아노,pabeuriano
buggianese,부지아네제,bujianeje
muggiò,무조,mujo
crescentino,크레셴티노,keuresyentino
gattinara,가티나라,gatinara
lodigiano,로디지아노,rodijiano
teor,테오르,teoreu
rassa,라사,rasa
albino,알비노,albino
pila,필라,pilra
asola,아솔라,asolra
borgia,보르자,boreuja
rossa,로사,rosa
rive,리베,ribe
lamezia,라메치아,ramecia
terme,테르메,tereume
varallo,바랄로세시아,baralrosesia
provincia,이탈리아의,italriayi
dosolo,도솔로,dosolro
suzzara,수차라,sucara
magenta,마젠타,majenta
bosaro,보사로,bosaro
popoli,포폴리,popolri
spezzano,스페차노,seupecano
pontelongo,폰텔롱고,pontelronggo
rho,로,ro
crema,크레마,keurema
camino,카미노,kamino
moggio,모조,mojo
campidoglio,캄피돌리오,kampidolrio
châtillon,샤티용,syatiyong
paullo,파울로,paulro
soresina,소레시나,soresina
merate,메라테,merate
gavi,가비,gabi
lu,루,ru
pontestura,폰테스투라,ponteseutura
somaglia,소말리아,somalria
morgex,모르제,moreuje
cuggiono,쿠조노,kujono
siderno,시데르노,sidereuno
lomagna,로마냐,romanya
curtatone,쿠르타토네,kureutatone
marzano,마르자노,mareujano
valenza,발렌차,balrenca
pero,페로,pero
sedrina,세드리나,sedeurina
montedinove,몬테디노베,montedinobe
parre,파레,pare
serina,세리나,serina
cancello,칸첼로,kancelro
ed,에,e
arnone,아르노네,areunone
falciano,팔치아노,palciano
massico,마시코,masiko
sannitica,산니티카,sannitika
giano,지아노,jiano
vetusto,베투스토,betuseuto
pignataro,피냐타로,pinyataro
mignano,미냐노,minyano
lungo,루뇨,runyo
taggia,타자,taja
vairano,바리아노,bariano
patenora,파테노라,patenora
vimercate,비메르카테,bimereukate
sessa,세사,sesa
aurunca,오룬카,orunka
pomarance,포마란체,pomarance
follo,폴로,polro
fossombrone,포솜브로네,posombeurone
alassio,알라시오,alrasio
egna,에내,enae
pollena,폴레나,polrena
trocchia,트로치아,teurocia
ome,오메,ome
rovereto,로베레토,robereto
correggio,코레조,korejo
mr,미스터,miseuteo
gay,게이,gei
world,월드,weoldeu
gadoni,가도니,gadoni
belpasso,벨파소,belpaso
mineo,미네오,mineo
riposto,리포스토,riposeuto
castelvetrano,카스텔베트라노,kaseutelbeteurano
arancia,블러드,beulreodeu
scamorza,스카모르차,seukamoreuca
serie,레가,rega
c,프로,peuro
copparo,코파로,koparo
venoste,알프스,alpeuseu
internazionali,로마,roma
buccheri,부케리,bukeri
cogoleto,코골레토,kogolreto
stromboli,스트롬볼리섬,seuteurombolriseom
campomorone,캄포모로네,kampomorone
lavagna,라바냐,rabanya
recco,레코,reko
anchiano,안키아노,ankiano
caravaggio,카라바조,karabajo
castro,카스트로,kaseuteuro
invasione,연합군의,yeonhabgunyi
alleata,이탈리아,italria
cinema,이탈리아의,italriayi
gazzetta,가제타,gajeta
grattacielo,피렐리,pirelri
stampa,스탐파,seutampa
astra,아스트라,aseuteura
milanese,방언,bangeon
foggiano,방언,bangeon
pegli,펠리,pelri
canne,칸나에,kannae
sistema,알프스히말라야,alpeuseuhimalraya
alpinohimalayano,조산대,josandae
dell'opera,국립,gugrib
ferrovie,라치오,racio
laziali,철도,ceoldo
boglia,보글리아,bogeulria
rinascimento,이탈리아,italria
strage,폰타나,pontana
borgoratti,보르고라티,boreugorati
fleshgod,플레시갓,peulresigas
apocalypse,아포칼립스,apokalribseu
fontego,폰다코,pondako
anconitana,공화국,gonghwagug
vibram,비브람,bibeuram
lirico,오페라,opera
areniano,축제,cugje
miss,미스,miseu
südtirol,쥐트티롤,jwiteutirol
portus,포르투스,poreutuseu
monteaperti,몬테아페르티,monteapereuti
rubygate,루비게이트,rubigeiteu
provolone,프로볼로네,peurobolrone
gilmar,아이스버그,aiseubeogeu
velleia,벨레이아,belreia
cultura,이탈리아의,italriayi
persol,페르솔,pereusol
buscoldo,부스콜도,buseukoldo
dolcelatte,돌체라테,dolcerate
lanuvium,라누비움,ranubium
amaro,아마로,amaro
lucano,루카노,rukano
liceo,리체오,riceo
classico,클라시코,keulrasiko
d'azeglio,다제글리오,dajegeulrio
energia,에네르지아,enereujia
antignano,안티냐노,antinyano
cucinelli,쿠치넬리,kucinelri
buonfornello,부온포르넬로,buonporeunelro
contane,콘타네,kontane
figini,피지니,pijini
formaggio,포르마지오,poreumajio
satiro,단잔테,danjante
danzante,박물관,bagmulgwan
navacchio,나바키오,nabakio
trassilico,트라실리코,teurasilriko
tuttomondo,토투몬도,totumondo
belmond,벨몬드,belmondeu
ltd,리미티드,rimitideu
corneliani,꼬르넬리아니,ggoreunelriani
theodulhorn,테오둘호른,teodulhoreun
migliore,이탈리아,italria
calciatore,올해의,olhaeyi
aic,선수,seonsu
wikimedia,위키미디어,wikimidieo
d'acqua,온천,onceon
genovese,공화국,gonghwagug
barberis,바르베리스,bareuberiseu
canonico,까노니꼬,gganoniggo
nostrum,작전,jagjeon
stignano,스티냐노,seutinyano
acf,피오렌티나,piorentina
ferroviario,열차,yeolca
andriacorato,사고,sago
goose,구스,guseu
deste,데스테,deseute
bligny,블리니,beulrini
offwhite,오프화이트,opeuhwaiteu
alphatauri,알파타우리,alpatauri
premier,동맹,dongmaeng
partito,파티토,patito
ita,이탈리아,italria
airways,항공운수,hanggongunsu
centro,센터레이크,senteoreikeu
racing,스쿠데리아,seukuderia
bulls,알파타우리,alpatauri
turin,투린,turin
naples,나폴리,napolri
milan,밀라노,milrano
genoa,제노바,jenoba
florence,피렌체,pirence
sardinia,사르데냐,sareudenya
