françois,弗朗索瓦
bertinotti,贝尔蒂诺蒂
giroix,吉鲁瓦
venceslas,文塞斯拉斯
kruta,克吕塔
vandooren,范多伦
diémer,迪耶梅
anger,安热
désormière,德索米耶
greenwood,格林伍德
leflore,利福勒
grégori,格雷戈里
dérangère,德朗杰尔
cherif,谢里夫
léonétienne,莱昂艾蒂安
bruckner,布鲁克纳
delmer,代尔梅尔
françoiséric,法兰西斯艾瑞克
cestac,塞斯塔克
corvisart,科维萨尔
beaufret,博弗雷
lubtchansky,吕伯康斯基
monféry,蒙弗里
moïsi,莫瓦希
bayen,巴扬
malletjoris,马勒乔里斯
sallette,萨莱特
rolin,罗兰
nourissier,努里西尔
morillon,莫里永
pagny,帕尼
téry,泰里
cain,卡安
sclavis,斯克拉维斯
florey,弗洛里
lautner,洛特内
baudmugnier,博
thuret,蒂雷
dusautoir,蒂索图瓦
benedetti,贝内代蒂
tomatis,托玛迪斯
curtis,屈尔蒂斯
alessandrini,阿历辛迪尼
bouchardat,布夏达
marta,玛尔塔
pan,潘
gamblin,甘布林
aillet,艾耶
bérulle,贝吕勒
gallois,加卢瓦
hoepfner,霍普夫纳
préjean,普雷让
pley,佩利
glovacki,格洛瓦茨基
tachard,塔沙尔
chanute,沙努特
elkaïm,艾肯
érick,埃瑞克
zonca,宗卡
idir,伊迪尔
ouali,欧亚利
joerg,约尔格
kalt,卡尔特
dyrek,迪雷克
guybet,盖伊贝特
rieder,里代尔
detienne,黛蒂安
carzou,卡祖
araud,阿罗
broussonet,布鲁索内
grandizo,格兰迪佐
munis,穆尼斯
baudlot,瓦格纳
keitaruel,凯塔鲁埃尔
nattiez,纳提耶
carasso,卡拉素
portal,波特
aperghis,阿珀斯
pallegoix,巴拉盖尔
suaudeau,叙奥多
roume,鲁姆
pichard,皮查德
ignace,伊尼亚斯
wendel,文德尔
gohier,戈耶
dane,丹
rudhyar,鲁德海尔
jeaneudes,让尤德
fourastié,富拉斯蒂埃
maurin,莫兰
philipot,菲利波
nanteuil,南特伊
fitzmaurice,菲茨莫里斯
lecoin,勒库安
cressoy,克雷斯索伊
guez,桂兹
devoyon,德瓦永
deshayes,德赛
varenne,瓦雷纳
endre,恩德雷
rozsda,罗兹达
toudoire,图杜瓦尔
beer,比尔
gustaveadolphe,古斯塔夫阿道夫
hirn,希恩
allio,阿里奥
sangnier,桑尼
gondet,戈德特
bonvin,邦万
erlanger,厄尔兰格
sauveur,索弗尔
pernety,佩尔内蒂
lucenzo,卢森佐
coustou,库斯图
peck,佩克
rosmer,罗斯默
abkarian,阿布卡瑞安
goven,戈文
irka,伊尔卡
bochenko,波琴科
celea,塞拉
quarteron,奎特龙
bens,班斯
mosjoukine,莫兹尤辛
autran,奥特朗
winslow,温斯洛
nigg,尼格
garvarentz,加瓦伦茨
massart,马萨
soupe,苏普
albertmarie,阿尔伯特玛丽
schmidt,施密特
kerbrat,科布拉特
karole,卡罗尔
auxiette,奥谢特
pierreoctave,皮埃尔奥克塔夫
ferroud,费鲁
melki,梅尔基
schuppen,舒邦
dacqmine,达克米纳
cottet,科特
goulon,古隆
charrier,查里尔
boissy,布瓦西
d'anglas,当格拉
bonnaud,博诺
bonnière,邦尼尔
révy,海薇
nathanaël,纳撒内尔
berthon,博森
saintgelais,圣热莱
herlin,赫林
broussier,布鲁西尔
nisard,尼萨尔
benarbia,贝纳比亚
dordain,多尔丹
archainbaud,阿切因鲍德
dumonceau,迪蒙索
demaison,德梅松
dean,迪恩
buzot,比佐
naillac,纳亚克
soumanou,苏曼努
vieyra,维埃拉
alber,阿尔伯
cazalé,卡扎莱
gallay,加莱
oukidja,乌基贾
boisrond,博伊西罗德
lob,勒布
bégaudeau,贝戈多
lanoux,朗努西
somm,索姆
dupeyron,杜贝宏
descurain,德斯屈兰
broussais,布鲁塞
pills,皮尔斯
marcillat,马尔西亚
oudin,乌丹
belolo,贝洛洛
nicolet,尼可列特
porcile,波西勒
younousse,尤努斯
sankharé,桑卡雷
ocelot,欧斯洛
nelson,纳尔逊
panciatici,潘恰蒂奇
edet,埃代
lissner,利斯纳
didot,迪多
fléchier,弗莱希耶
pozner,波兹涅尔
leguat,卢古阿
marthouret,马图赫
spinosi,斯皮诺西
chipiez,齐皮兹
spiesser,斯皮埃塞
missoffe,米索非
boulin,布兰
christoph,克里斯托夫
blon,布隆
pius,皮尤斯
n'diefi,恩迪亚菲
decaë,达西
proisy,普罗瓦西
tahitiens,大溪地岛原住民
pisani,皮萨尼
louismichel,路易米歇尔
lepeletier,勒佩勒捷
saintfargeau,圣法尔若
rühl,鲁尔
charette,沙雷特
saintbonnet,圣博内
toiras,图瓦拉斯
tulli,图利
antiga,安蒂嘉
poulet,普莱特
holt,霍尔特
anglès,昂格莱斯
parrocel,帕罗塞尔
larcenet,拉西内
hugueslambert,兰伯特
larminat,拉米纳特
vairelles,瓦雷勒斯
hantaï,韩岱
allen,艾伦
hachette,哈谢特
louiss,路易斯
jeangène,让杰尼
vilmer,维尔默
montmorencylaval,蒙莫朗西拉瓦尔
séchan,塞尚
nomy,诺米
glavieux,格拉维厄
fleuriotlescot,弗勒里奥莱斯科
piéron,皮埃隆
rapin,拉品
taillibert,塔利伯特
boch,博赫
quenedey,肯内代
riceys,里塞特
eyraud,埃罗
prouhet,普罗海特
bretton,布雷顿
arendt,阿伦特
darcos,达尔科
soprano,索普拉诺
charef,夏黑夫
barraud,巴劳
abrioux,阿布里乌
cremmer,克勒默
grumberg,格伦伯格
averty,阿韦蒂
payart,佩亚特
balland,巴朗
rabemananjara,拉贝马南贾拉
theallet,提阿莱
jouffroy,茹弗鲁瓦
bourgoing,布尔古安
boivineau,布瓦维诺
videau,维度
talgorn,塔格恩
thoraval,托拉瓦尔
bachelet,巴什莱
mézières,马兹尔斯
servier,斯维耶
hercule,赫丘勒
charnacé,沙尔纳希
leleux,利雷
damour,达穆尔
ciccolini,西科利尼
klippel,克利佩尔
josephhenri,约瑟夫亨利
léveillé,莱韦莱
bédénik,贝代尼克
pierreandré,皮埃尔安德烈
taguieff,塔吉耶夫
hocquenghem,欧肯延姆
nathaniel,纳瑟尼尔
méchaly,麦克哈利
rochard,罗沙尔
perrey,佩里
clieu,克利乌
raffin,拉凡
pitof,皮托夫
wallemme,华勒姆
voulland,屋唷得
falciani,法尔恰尼
schwint,施温特
giuseppe,朱塞佩
lechi,莱基
petisné,佩蒂斯内
hayer,海耶
rochette,罗切斯特
schivardi,斯瓦迪
tulou,图鲁
merzak,莫扎克
allouache,阿洛维奇
solal,索拉
bussmann,布斯曼
paulangevin,波朗之万
clermonttonnerre,克莱蒙托内尔
archinard,阿希纳
pleyel,普勒耶尔
deshouillers,德苏耶
herbreteau,埃尔布勒托
béroud,贝鲁德
souffrin,苏夫兰
laheurte,拉厄尔特
boco,博科
bambuck,邦比克
jeannicolaslouis,让尼古拉斯路易
houchard,乌沙尔
arbez,阿尔贝兹
stofflet,斯托夫莱
riff,里夫
darras,达拉斯
krebs,克雷布
ponnelle,蓬内尔
spon,斯彭
cottret,科特雷
tribout,特里布特
wimille,维米耶
gardin,加尔丁
carraz,卡拉兹
paullouis,保罗路易
halley,阿莱
manitas,曼尼达斯
plata,普拉塔
entremont,昂特蒙
aumer,奥默
massillon,马西永
callon,卡隆
blaizot,布莱佐
lambourde,兰顺德
bonnel,博内尔
jeanrodolphe,让鲁道夫
lequatre,勒卡特尔
philippeaux,菲利波
malassez,马拉色
zo,佐
jeandesboz,让德博兹
guillain,格林
dancigers,丹西杰
place,普拉斯
danjou,丹茹
castaldi,斯塔尔迪
barney,巴尼
d'achery,达歇里
dussuyer,杜苏耶
solo,索洛
guétary,盖塔里
verriest,韦里耶斯特
chaunu,肖尼
lew,列夫
kowarski,科瓦尔斯基
géret,盖瑞特
amiel,阿米埃尔
hognon,奥尼翁
bich,比盖
delhaye,德拉埃
vergnole,韦尔尼奥勒
mauric,莫里斯
karmitz,卡米兹
martenot,马特诺
verdet,韦尔代
pruvôt,普吕沃
denarnaud,德纳尔诺
louisefélicité,路易丝费利西泰
kéralio,凯拉里奥
finet,菲内
demenÿ,德门尼
besle,贝勒
françoisxaviermarcantoine,弗朗索瓦格扎维埃马克安托万
montesquioufézensac,孟德斯鸠费藏萨克
marcelpaul,马塞尔保罗
schützenberger,许成贝格
moutonduvernet,穆顿迪韦内
grémillon,格雷米林
hubeau,于博
surgère,苏盖尔
trarieux,特拉里奥
francen,弗伦奇
elleinstein,艾伦斯坦
druillet,德吕耶
saintraymond,圣雷蒙德
lanher,拉内尔
dongois,东格斯
legeay,勒吉
iossif,约瑟夫
levaillant,勒瓦扬
rollinat,罗利纳
castaner,卡斯塔内
courtilz,库尔蒂
reubell,勒贝尔
langelaan,朗格兰
lolita,洛丽塔
chammah,夏马
rottner,罗特纳
krabal,克拉巴尔
julienne,朱利安
berthault,路易斯
o'rell,奥雷尔
enrico,恩里科
mauro,毛罗
ilan,伊兰
piveteau,皮韦托
teixeira,塔克薛拉
jeankarl,让卡尔
vernay,韦尔奈
laurant,洛朗
vignon,维尼翁
didihuberman,迪迪胡伯曼
rivier,里维埃
valée,瓦莱
zvunka,兹武卡
heulot,厄洛
errard,埃拉尔
divo,迪沃
maheu,马厄
chaplain,沙普兰
planquette,普朗凯特
poli,波莉
hauteclocque,奥特克洛克
hauriou,欧里乌
corre,科雷
tulard,图拉
huchon,于雄
vieussens,维尤森
bouzou,布祖
aviner,阿维纳
krzysztof,克日什托夫
gawędzki,盖维茨基
tignonville,蒂尼翁维尔
andy,安迪
delort,迪洛特
imorou,伊莫鲁
nouma,努马
préaubert,博列奥伯特
landeau,兰道
conversi,康弗西
d'alveydre,达勒维德
rœderer,勒德雷尔
carlini,卡尔利尼
torreton,托雷顿
eugènecasimir,欧仁卡西米尔
villatte,维拉特
leval,勒瓦尔
bramly,布拉姆利
bozzuffi,博祖菲
decoust,迪科斯特
salvadori,沙尔瓦多利
dorsenne,多尔塞纳
berthillot,贝尔蒂约
rogerlacan,罗吉拉康
djeyhun,杰宏
hadjibeyli,哈策贝育夫
modo,莫多
causeur,科瑟尔
meyendorff,梅延多夫
martineau,玛尔提诺
arasse,阿拉斯
ruhl,鲁尔
rony,罗尼
martias,马蒂亚斯
virally,维拉利
leblond,莱伯翁
chappey,沙佩
lalouette,拉卢埃特
zofia,索非娅
romanowicz,古尔斯卡
uytterhoeven,厄伊特胡芬
amigorena,阿米戈雷纳
rodagil,罗达吉尔
ennemond,里昂的埃德蒙
rochefoucauld,罗什福科
zoko,佐科
gayant,加扬
charlesandré,夏尔安德烈
merda,梅尔达
tomas,托马
vovelle,沃韦勒
rossif,罗西夫
thévenet,西维内
bernet,伯纳特
cambacérès,冈巴塞雷斯
moret,莫雷
massimiliano,马克西米利安
spinola,史宾诺拉
louisémile,路易斯埃米利
mimi,咪咪
coutelier,康蒂利耶
khatissian,哈蒂西扬
rideau,里多
desmarets,德斯马瑞斯
madinier,马蒂尼耶
delle,代勒
bretonnière,布雷东尼尔
pantaloni,庞塔洛尼
lafleur,拉夫勒
fechner,费希纳
malzieu,马极尔
jaime,贾瓦米
i,伊
d'armagnac,迪雅马邑
angellier,安杰利尔
lalumière,拉吕米埃
djombo,丹尼
rouillé,鲁耶
josephmichel,约瑟夫
dutens,迪唐斯
roure,鲁特
lorjou,洛尔茹
touvron,图夫隆
lim,林
bezançon,贝占松
d'hautpoul,多普尔
negouai,内古维
berrier,贝里尔
nadjim,纳季姆
d'anselme,当塞尔姆
mouhamadounaby,穆罕默杜拿比
mondkopf,蒙德科普夫
exodus,埃索德克斯
mercié,梅尔西
laudenbach,劳登巴赫
ménélik,梅内利克
correa,科雷亚
gwladys,格拉迪丝
nocera,诺西拉
scherk,谢克
moriergenoud,莫里尔热努
mouskes,莫斯凯斯
lewin,勒文
d'argout,阿古
gayardon,戈亚尔顿
kruger,克鲁格
rondot,朗多
rombi,罗比
alexandru,亚历山德鲁
proca,普罗喀
marconnet,马尔科内
sédir,塞迪
lumière,卢米埃
jeangirard,让热拉尔
lacuée,拉屈埃
jobard,乔拔
cohade,科哈德
gayssot,盖索
bourcier,布尔西耶
o'connor,奥康纳
guiomar,吉约马尔
freiss,弗雷斯
taberd,戴比尔德
lorànt,洛杭
josephsiffred,约瑟夫
choinet,舒瓦内
tielrooy,蒂尔罗伊
nalini,娜莉妮
anantharaman,阿南萨拉曼
philibertlouis,菲利贝尔路易斯
debucourt,迪布库
montfort,孟福尔
perbet,佩比
estre,埃斯特
marsac,玛尔萨克
boutang,布当
groppi,格罗皮
dognin,多尼安
gamelon,加默隆
charlesange,夏尔昂热
ginésy,吉内西
kapone,卡彭
alonzo,阿隆佐
marqueste,马凯斯特
loche,洛奇
recouderc,雷库德尔克
auvergne,奥弗涅
rhônexpress,罗讷特快
husserenleschâteaux,于瑟朗莱沙托
béhoust,贝乌斯特
villierssaintfrédéric,维利耶圣弗雷德里克
reutenbourg,勒唐布尔
boutifarre,米血糕
domats,多马
vézère,韦泽尔谷
boulouparis,布卢帕里
bélep,贝莱普
ponthieu,蓬蒂厄
pouébo,普埃博
for,法律汇编
poum,普姆
sarraméa,萨拉梅亚
thio,蒂奥
ouvéa,乌韦阿
saintpourçain,圣普尔桑
boulonnais,布洛涅
boudoir,手指饼干
avoriaz,阿沃里亚
hochfelden,奥克费尔登
corse,科西嘉
cerdagne,塞尔达尼亚
vallespir,瓦耶斯皮尔
capcir,卡普希尔
fenouillèdes,弗努耶德
sainthilairedevillefranche,圣伊莱尔德维勒弗朗什
vermandois,韦尔芒杜瓦
hispanosuiza,西班牙瑞士
mafate,马法特
rumersheimlehaut,上鲁默赛姆
dauphiné,多菲内
l'étale,埃塔勒山
matra,马特拉
beux,伯村
ley,莱村
les,莱斯
inconnus,伊康努斯乐队
laneuvevilleensaulnois,索尔努瓦地区拉纳弗维尔
nexans,耐克森
fennec,欧直耳廓狐直升机
faurecia,佛吉亚
zarafa,扎拉法
cern,欧洲核子研究组织
mecachrome,梅卡克罗姆
hogshead,猪头
chassigny,夏夕尼陨石
riondeslandes,里永德朗德
carrefour,家乐福
vaux,沃村
plouigneau,普卢伊尼欧
nicematin,尼斯晨报
limogesfourches,利摩日富尔什
saintecatherinedufraisse,圣卡特琳
girondins,吉伦特派
préfecture,法国行政区划
dammarielèslys,达马里莱利斯
montegrosso,蒙泰格罗索
tollaincourt,托兰库尔
vouziers,武济耶
saintgermainenlaye,圣日耳曼昂莱
hellfest,地狱盛宴音乐节
zénith,泽尼特演艺中心
rhônepoulenc,罗纳普朗克公司
ri,里村
assemblage,特酿
montparnasse,蒙帕纳斯
chazeybons,沙泽邦
parissaclay,巴黎萨克雷
saintangeleviel,圣昂日勒维耶勒
beaulieusurdordogne,多尔多涅河畔博略
jouarspontchartrain,茹阿尔蓬沙尔特兰
sondersdorf,松德尔斯多夫
lacq,拉克
boissymauvoisin,布瓦西莫瓦森
decauville,德考维尔
rebberg,勒贝尔格
zigliara,齐利亚拉
grésivaudan,格雷西沃当
aspirant,候补军官
ballot,巴洛
montaillou,蒙塔尤
beuvry,伯夫里
gigondas,日贡达斯
lirac,利拉克
berck,贝尔克
tavel,塔韦勒
saintmartind'ardèche,阿尔代什河畔圣马丹
roiffieux,鲁瓦菲约
villevocance,维勒沃康斯
vanosc,瓦诺斯克
vocance,沃康斯
saintjulienvocance,圣于连沃康斯
valentinois,瓦朗蒂努瓦
vernosclèsannonay,韦尔诺斯克莱萨诺奈
briennesuraisne,埃纳河畔布列讷
parnasse,高蹈派
roizy,鲁瓦济
montereausurlejard,雅尔河畔蒙特罗
talencieux,塔朗雪
saintemarguerite,圣玛格丽特
saintsébastiensurloire,卢瓦尔河畔圣塞巴斯蒂安
eysus,埃叙斯
étuz,埃蒂
lumbin,兰班
milhacdenontron,米亚克德农特龙
passavantenargonne,阿戈讷地区帕萨旺
lucésousballon,卢塞苏巴隆
binsonetorquigny,班松和奥尔基尼
saintmartindeslais,圣马丹德莱
évron,埃夫龙
viger,维热
pullay,皮莱
cézallier,塞扎利耶
corbère,科贝尔
cézac,塞扎克
brossac,布罗萨克
aignesetpuypéroux,艾涅和皮佩鲁
battigny,巴蒂尼
pact,帕克特
lonnes,洛讷
hornaing,奥尔南
sauverny,索韦尔尼
grilly,格里伊
izenave,伊兹纳沃
flamarens,弗拉马朗
versonnex,韦尔索内
roissard,鲁瓦萨尔
néfiach,内菲亚克
accolans,阿科朗
camjac,康雅克
rochesson,罗谢松
wickersheimwilshausen,维凯尔桑维尔索桑
sion,锡永
accolay,阿科莱
lionensullias,利翁昂叙利亚斯
mézièresenvexin,韦克桑地区梅济耶尔
frédéricfontaine,弗雷德里克方丹
boulleville,布勒维尔
chamboulive,尚布利沃
achèreslaforêt,阿谢尔拉福雷
adamlèspassavant,阿当莱帕萨旺
acquigny,阿基尼
aclou,阿克卢
gaillac,加亚克
adamlèsvercel,阿当莱韦尔塞勒
saintjeand'angély,圣让当热利
adast,阿达斯
neyron,内龙
thil,蒂勒
xamontarupt,沙蒙塔吕
charraix,沙赖
manziat,芒济亚
armagnacs,阿马尼亚克派
trappes,特拉普
sucyenbrie,布里地区叙西
trizac,特里扎克
bécherel,贝什雷勒
illzach,伊尔扎克
cambonetsalvergues,康邦和萨尔韦格
adoma,阿多玛
tardetssorholus,塔尔代茨索罗吕斯
cernay,塞尔奈
chenonceaux,舍农索
auteviellesaintmartinbideren,欧特维耶勒圣马丹比德朗
éleuditleauwette,埃勒迪洛韦特
bessas,贝萨
mervillefrancevilleplage,梅维尔弗朗斯维尔普拉日
saintvincentdesalers,圣樊尚德萨莱尔
vendeuvre,旺德夫尔
livarot,利瓦罗
desges,代日
jasseron,雅瑟龙
mézidoncanon,梅济东卡农
lionsurmer,滨海利翁
falkwiller,法尔克维莱尔
givenchyengohelle,日旺希昂戈埃勒
vicq,维克
bourbachlebas,下布尔巴克
saintbonnetlechastel,圣博内勒沙斯泰勒
reyssouze,雷苏兹
bugarach,比加拉什
buethwiller,比特维莱尔
bazens,巴藏
brinckheim,布林凯姆
entrevaux,昂特勒沃
bennwihr,本维尔
cauterets,科特雷
beauvain,博万
garravet,加拉韦
mionnay,米奥奈
abrest,阿布雷
baldersheim,巴尔德赛姆
condélèsherpy,孔代莱埃尔皮
marboz,马尔博
cagne,是什么意思啊
orlyval,奥利机场内线
queyssac,凯萨克
crespyleneuf,克雷斯皮莱纳
joncourt,容库尔
aubenton,欧邦通
aulnaysurmarne,马恩河畔欧奈
buschwiller,比什维莱尔
meillerie,梅耶里
brélès,布雷莱斯
beuil,伯伊
cartignyl'épinay,卡尔蒂尼莱皮奈
saintferréold'auroure,圣费雷奥勒多鲁尔
bellicourt,贝利库尔
domeyrat,多梅拉
saintpauldevarax,圣保罗德瓦拉克斯
glénat,格莱纳
saintéloylaglacière,圣埃卢瓦拉格拉西耶尔
cazoulsd'hérault,卡祖勒代罗
poigny,普瓦尼
garéoult,加雷乌
altier,阿尔捷
fontaineaupire,方丹欧皮尔
beaurevoir,博雷瓦尔
brunstatt,布伦什塔特
marcq,马克
bouberslèshesmond,布贝尔莱埃斯蒙
éloise,埃卢瓦斯
bruebach,布吕巴克
altillac,阿尔蒂亚克
éloyes,埃卢瓦
menoncourt,默农库尔
chamaléa,占族
pontaudemer,蓬托德梅尔
botmeur,博特默尔
aspachlebas,下阿斯帕克
amage,阿马日
burnhauptlebas,下比诺普特
appenaisousbellême,阿珀奈苏贝莱姆
carbonblanc,卡尔邦布朗
dietwiller,迪特维莱尔
ouvrouerleschamps,乌夫鲁埃尔莱尚
bardos,巴尔多斯
méricourtsursomme,索姆河畔梅里库尔
carignandebordeaux,卡里尼昂德波尔多
diefmatten,迪夫马滕
lesneven,莱斯讷旺
alénya,阿莱尼亚
fervaques,费尔瓦克
éloie,埃卢瓦
aroueithorotsolhaïby,阿鲁伊托罗茨奥拉伊比
chaspuzac,沙斯皮扎克
écuelles,埃屈埃勒
donzac,栋扎克
harnes,阿尔讷
allineuc,阿利讷克
pleumeurbodou,普勒默尔博杜
magnylefreule,马尼勒弗勒勒
breitenbachhautrhin,布雷唐巴克奥兰
davignac,达维尼亚克
roquetoire,罗克图瓦尔
saintrenan,圣勒南
listracmédoc,利斯特拉克梅多克
émagny,埃马尼
saintcastleguildo,圣卡勒吉尔多
soliers,索利耶
colombierssurseulles,瑟勒河畔科隆比耶
chéraute,谢罗特
saintprojet,圣普罗热
bréchaumont,布雷绍蒙
darnets,达尔内
troarn,特罗阿恩
vittel,维泰勒
cauchyàlatour,科希阿拉图尔
ouistreham,维斯特雷阿姆
bursard,比尔萨尔
curemonte,屈尔蒙特
mons,蒙斯
échouboulains,埃舒布兰
saintlégerenyvelines,伊夫林地区圣莱热
saintjulienengenevois,圣于连昂热讷瓦
touvre,图夫尔
berryaubac,贝里欧巴克
molesme,莫莱姆
larchant,拉尔尚
fronville,弗龙维尔
espagnac,埃斯帕尼亚克
pringy,普兰日
établessurmer,滨海埃塔布勒
bonneval,博讷瓦勒
bavent,巴旺
chuffillyroche,许菲利罗什
estréelles,埃斯特雷勒
amance,阿芒斯
algolsheim,阿尔戈尔赛姆
frôlois,弗罗卢瓦
altenach,阿尔特纳克
jœuf,热夫
sommery,索姆里
serazereux,瑟拉兹勒
génissac,热尼萨克
bellocq,贝洛克
saintjeandeniost,圣让德尼奥斯特
matignon,马蒂尼翁
amancey,阿芒塞
boissettes,布瓦塞特
vaudoyenbrie,布里地区沃杜瓦
rampillon,朗皮永
kerlaz,凯尔拉兹
arrancourt,阿朗库尔
choisyenbrie,布里地区舒瓦西
condat,孔达
saintmartinlapatrouille,圣马丹拉帕特鲁耶
taninges,塔南日
pierrefort,皮埃尔福
chassiecq,沙谢克
aguilcourt,阿吉尔库尔
villeneuvesaintgeorges,新城圣乔治
villeneuvelagarenne,新城拉加伦
arcueil,亚捷
gérardmer,热拉尔德梅
herblay,埃尔布莱
rungis,兰吉
rivedegier,里夫德比耶
orsay,奥赛
pontàmousson,蓬阿穆松
noisylesec,诺瓦西勒塞克
fossurmer,滨海福斯
fleurylesaubrais,弗勒里莱奥布赖
l'islesurlasorgue,拉索尔居厄河畔利斯勒
brétignysurorge,奥尔日河畔布雷蒂尼
bourgdepéage,布尔德佩阿格
mauguio,莫吉奥
chambraylèstours,尚布赖莱图尔
chamalières,沙马利埃
cenon,瑟农
carquefou,卡尔屈埃富
dourdan,杜尔当
balma,巴尔马
wasquehal,瓦斯凯勒
vitrylefrançois,维特里勒弗朗索瓦
villerslèsnancy,维莱尔莱南西
villefontaine,维莱丰坦
lesquin,莱斯坎
laxou,拉克苏
arpajon,阿尔帕容
andrézieuxbouthéon,昂德雷齐厄布泰翁
lacroixsaintouen,拉克鲁瓦圣乌昂
labège,拉贝格
l'aigle,莱格尔
cogolin,科戈兰
chennevièressurmarne,马恩河畔谢内维埃
châteaurenard,沙托雷纳尔
châteauneuflesmartigues,沙托纳莱马尔蒂盖
châteaugontier,沙托贡蒂耶
guérande,盖朗德
graulhet,格罗耶
juvisysurorge,奥尔日河畔于维西
joigny,茹瓦尼
jaunayclan,若奈克朗
halluin,阿吕安
saintquentinfallavier,圣屈昂坦法拉维耶
saintpriestenjarez,雅雷地区圣普里耶斯
saintpierremontlimart,圣皮耶尔蒙特利马尔
saintpierredescorps,圣皮耶尔代科尔普
saintpaullèsdax,圣波莱达
saintmax,圣马
saintmartindecrau,圣马丹德克罗
saintlaurentblangy,圣洛朗布朗日
saintjustsaintrambert,圣瑞斯圣朗贝尔
saintjunien,圣瑞尼安
saintjeandemonts,圣热昂德蒙特
saintjeandelaruelle,圣让德拉吕埃尔
