ana,アナ
arapiles,アラピレス
valdeprado,バルデプラド
puértolas,プエルトラス
fontellas,フォンテリャス
crevillente,クレヴィジェント
sesma,セスマ
orcoyen,オルコイエン
sartaguda,サルタグーダ
lluc,リュック
anguciana,アングシアーナ
pesquera,ペスケラ
cebolla,セボーリャ
villasabariego,ビジャサバリエゴ
zaldivia,サルディビア
randa,ランダ
olaberría,オラベリア
motiloa,ムティロア
maladeta,マラデータホウ
gaztelugatxe,ガステルガチェ
sacedón,サセドン
cizúrquil,シスルキル
cistérniga,システルニガ
idiazábal,イディアサバル
cestona,セストア
nules,ヌレス
juarros,フアーロス
asteasu,アステアス
atáun,アタウン
pollentia,ポリェンティア
villarta,ビジャルタ
catalana,ペセタ
salto,サルト
encomienda,エンコミエンダ
villanubla,ビリャヌブラ
s'albufera,アルブフェラ
des,デル
tobarra,トバーラ
valdediós,バルデディオスキョウカイ
maroma,マローマサン
superliga,リーガ
tarajal,タラハル
montalvos,モンタルボス
renovables,レノバブレス
armenteros,アルメンテロス
bayuela,バユエラ
valderredible,バルデレディブレ
tormón,トルモン
viso,ビソ
d'estats,ダスタツ
pacha,パチャ
orcheta,オルチェタ
iregua,イレグア
rubielos,ルビエロス
riglos,リグロス
montán,モンタン
burgo,ブルゴ
antzuola,アンツオラ
alcañices,アルカニセス
aizarnazábal,アイサルナサバル
independiente,インデペンディエンテ
alcón,アルコン
beizama,ベイサマ
campeán,カンペアン
alcorisa,アルコリサ
arzobispo,アルソビスポ
vinalopó,ビナロポー
ardales,アルダレス
monda,モンデ
sax,サクス
trabuco,トラブコ
arama,アラマ
do,ド
gozo,ゴゾ
haquetía,ハケティア
villarramiel,ビジャラミエル
épila,エピラ
costera,コステラ
falces,ファルセス
arga,アルガ
berrobi,ベロビ
pajares,パハレス
lampreana,ランプレアナ
ezcabarte,エスカバルテ
olazagutía,オラサグティア
teleférico,タラフェリック
caparroso,カパロソ
ezprogui,エスプロンギ
elgorriaga,エルゴリアガ
tobía,トビア
carranque,カランケ
gaztelu,ガステル
eulate,エウラテ
oropesa,オロペサ
cigales,シガレス
augusta,エミレタ
emerita,アウグスタ
dicastillo,ディカスティーリョ
haría,アリア
príncipe,プリンシペ
abalcisqueta,アバルツィスケタ
cáliz,グラアル
gumiel,グミエル
ciutadilla,シウタディーリャ
manganeses,マンガネセス
sombría,ソンブリア
valdeolea,バルデオレア
sotonera,ソトネラ
gelves,ヘルベス
castellserá,カスタイサラー
fuliola,フリオーラ
villamedianilla,ビリャメディアニーリャ
zuera,スエラ
bormujos,ボルムホス
ruanes,ルアネス
berrellén,ベレリェン
castilnuevo,カスティルヌエボ
marchamalo,マルチャマーロ
fuentelahiguera,フエンテライゲーラ
albatages,アルバタヘス
ayllón,セゴビアケン
villaseca,ビジャセカ
atalaya,アタラジャ
cañavate,カニャバテ
turleque,トゥルレケ
pruna,プルナ
trevejo,トレベホ
claras,クララス
guadamur,グアラサール
guillena,ギリェナ
villablino,ビリャブリノ
ibahernando,イバエルナンド
chiloeches,チロエーチェス
toranzo,トランソ
cirat,シラット
enguera,エンゲーラ
campanario,カンパナリオ
cistierna,システィエルナ
ibertren,イベルトレン
benilloba,ベニリョーバ
lobios,ロビオス
benquerencia,ベンケレンシア
quinta,キンタ
buitre,ブイトレ
madrigalejo,マドリガレホ
embolado,アンブラード
caudete,カウデテ
almusafes,アルムサフェス
somolinos,ソモリノス
aýna,アイナ
tamurejo,タムレホ
bertizarana,ベルティサラナ
garde,ガルデ
guardo,グアルド
alcardete,アルカルデテ
illescas,イリェスカス
albocácer,アルボカセル
yeles,イェレス
panticosa,パンティコーサ
puentedura,プエンテドゥラ
carcagente,カルカイクセント
seca,セカ
villamediana,ビジャメディアーナ
agoncillo,アゴンシージョ
montánchez,モンタンチェス
retamosa,レタモサ
íscar,イスカル
bielsa,ビエルサ
cubillos,クビーリョス
griñón,グリニョン
mesegar,メセガル
riogordo,リオゴルド
gotor,ゴトール
nerva,ネルバ
estarás,エスタラス
alcarrás,アルカラス
veo,ベオ
benisanó,ベニサノ
riaza,リアサ
macharaviaya,マチャラビアヤ
casabermeja,カサベルメハ
monteagudo,モンテアグド
murchante,ムルチャンテ
cenicero,セニセロ
lecumberri,レクンベリ
cuende,クエンデ
garayoa,ガライオア
ossó,ウソー
sió,シオー
lezáun,レサウン
vallbona,バイボーナ
monjas,モンジャス
fustiñana,フスティニャーナ
argecilla,アルヘシーリャ
fitero,フィテーロ
jadraque,ハドラケ
fruto,フルト
araiz,アライツ
pizarra,ピサーラ
monóvar,モノベル
abanto,アバント
aceral,アセラル
mengíbar,メンギバル
jérica,ヘリカ
carazo,カラッソ
lizoáinarriasgoiti,リソアイン
villadiego,ビリャディエゴ
condesa,コンデサ
siles,シレス
brieva,ブリエバ
pidio,ピディオ
arbizu,アルビス
azoague,アソアグエ
alcorón,アルコロン
instituto,インスティトゥット
arruazu,アルアス
arróniz,アロニス
aras,アラス
aranarache,アラナラチェ
aberin,アベリン
rena,レーナ
berbinzana,ベルビンサナ
barillas,バリーリャス
izagaondoa,イサガオンドア
berriozar,ベリオサル
artajona,アルタホナ
barásoain,バラソアイン
azuelo,アスエロ
aya,アイア
daimiel,ダイミエル
pancorbo,パンコルボ
alamedilla,アラメディージャ
belascoáin,ベラスコアイン
cogeces,コヘセス
bedmar,ベドマル
garcíez,ガルシエス
ocean,オーシャン
technology,テクノロジー
sorribas,ソリバス
junta,シュンタ
alaitz,アライツ
eta,エタ
dial,ディアル
callosa,カリョサ
rodezno,ロデスノ
agramunt,アグラムント
ibargoiti,イバルゴイティ
cetme,トクシュソザイギジュツケンキュウセンター
esgueva,エスゲバ
castalla,カスタージャ
arroyomolinos,アロヨモリノス
anglesola,アングラゾーラ
larga,ラルガ
muchamiel,ムチャメル
geria,ゲリア
peñalén,ペニャレン
odón,オドン
pedreguer,ペドラゲール
parques,パルケス
reunidos,レユニドス
yébenes,イェベネス
turdetania,トゥルデタニア
cercedilla,セルセディリャ
loeches,ロエチェス
mancio,マンシオ
hotels,ホテルズ
hotel,ホテル
bali,バリ
challenge,チャレンジ
ciclista,ブエルタ
ciordia,シオルディア
genevilla,ヘネビーリャ
año,アニョ
logrosán,ログロサン
almenar,アルメナラ
lillo,リーリョキョウカイ
tibi,ティビ
argamasilla,アルガマシーリャ
regulares,セイキグン
alía,アリーア
cañamero,カニャメロ
petrel,ペトレル
carrascalejo,カラスカレホ
aitona,アイトナ
alfarrás,アルファラス
puigvert,プッチバール
pardillo,パルディーリョ
almaraz,アルマラス
molar,モラル
gimileo,ヒミレオ
público,プブリコ
añorga,アニョルガ
pinoso,ピノーソ
ciempozuelos,シエンポスエロス
ollauri,オリャウリ
yanci,イガンツィ
tierras,テール
romana,ロマーナ
yebes,イェベス
valdeiglesias,バルデイグレシアス
estena,エステナ
titulcia,ティトゥルシア
fuentespreadas,フエンテスプレアダス
bélgida,ベルギダ
almenara,アルメナーラ
estartit,レスタルティット
lottusse,ロトゥーセ
luarca,ルアルカ
briñas,ブリニャス
fuentespina,フエンテスピーナ
horra,オラ
olmillos,オルミージョス
urdiáin,ウルディアイン
úcar,ウカル
lomo,ロモ
embuchado,エンブチャード
mahou,マオウ
orendáin,オレンダイン
cerralbo,セラルボ
morga,モルガ
cuzcurrita,カズクリータ
tirón,ティロン
alfahuir,アルファウイル
luquin,ルキン
legaria,レガリア
urnieta,ウルニエタ
lizarza,リサルツァ
broto,ブロート
bota,ボタ
escoriaza,エスコリアツァ
usúrbil,ウスルビル
orbara,オルバラ
riaño,リアーニョ
palmariana,カトリックキョウカイ
pedroñeras,ペドニェーラス
oco,オコ
orísoain,オリソアイン
oláibar,オライバル
garínoain,ガリノアイン
vidaurreta,ビダウレタ
grajera,グラヘラ
albastar,アルバスター
sorlada,ソルラーダ
guirguillano,ギルギリャーノ
araquil,アラキル
ilion,イリオン
animation,アニメーション
studios,スタジオズ
leache,レアーチェ
alborache,アルボラチェ
bañares,バニャーレス
fuentesoto,フエンテソト
nazar,ナサル
cihuri,シウリ
bacáicoa,バカイク
vía,ビア
arganzón,アルガンソン
pedra,ペドラ
bargota,バルゴタ
olius,ウリウス
maldá,マルダー
becerro,ベセロ
alaejos,アラエッホス
cehegín,セエヒン
camargo,カマルゴ
chivert,シヴェルト
salares,サラレス
allo,アーリョ
preixana,プラシャーナ
belianes,バリアーネス
artazu,アルタス
prádena,プラデナ
raval,ラバル
orbaizeta,オルバイセタ
barbarin,バルバリン
azagra,アサグラ
larraona,ララオナ
morentin,モレンティン
torreblanca,トーレブランカ
arive,アリベ
vegacervera,ベガセルベラ
allín,アリン
bigastro,ビカストロ
benlloch,ベンリョック
alcora,ラルコラ
moncófar,モンコファ
añorbe,アニョルベ
santacara,サンタカーラ
olejua,オレフア
vilagrasa,ビラグラサ
metauten,メタウテン
piedramillera,ピエドラミリェラ
ribaforada,リバフォラーダ
ergoyena,エルゴイエナ
abáigar,アバイガル
codés,コデス
arguedas,アルゲダス
almedíjar,アルメディハル
liédena,リエデナ
mombuey,モンブエイ
carche,カルチェ
lana,ラーナ
larraga,ララガ
larráun,ララウン
erasun,エラツン
lazagurría,ラサグリーア
ituren,イトゥレン
imoz,イモッツ
sayago,サジャーゴ
fuentesaúco,フエンテスサウコ
urraúl,ウラウル
saldías,サルディアス
murieta,ムリエタ
leiza,レイツァ
mirafuentes,ミラフエンテス
urzainqui,ウルサウインキ
marcilla,マルシーリャ
mendigorría,メンディゴリア
carboneros,カルボネーロス
beas,ベアス
améscoa,アメスコア
cárcar,カルカル
anué,アヌエ
castillonuevo,カスティリョヌエボ
lastrilla,ラストリージャ
torlaordesa,トルラ
torremontalbo,トレモンタルボ
siétamo,シエタモ
cortes,コルテス
burgui,ブルギ
cadreita,カドレイタ
torredelcampo,トーレデルカンポ
cáseda,カセダ
fuentelespino,フエンテレスピノ
mendavia,メンダビア
casalarreina,カサラレイナ
cabredo,カブレド
carcastillo,カルカスティーリョ
quemado,ケマード
ezcaray,エスカライ
alagón,アラゴン
peras,ペラス
cintruénigo,シントゥルエニゴ
guadamejud,グアダメフド
basa,バサ
molledo,モリェド
navacerrada,ナバセラダ
malva,マルヴァ
buitrago,ブイトラゴ
lozoya,ロソヤ
villalobar,ビジャローバル
almácera,アルマセラ
villacastín,ビリャカスティン
valdepero,バルデペロ
urriés,ウリエス
caldearenas,カルデアレナス
lapoblación,ラポブラシオン
sudanell,スダネイ
polaciones,ポラシオネス
trambaix,トランバイシュ
mongol,モンゴル
avispa,アビスパ
music,レコード
lezo,レソ
paseo,パセオ
channel,チャンネル
nickelodeon,ニコロデオン
portalet,ポルタレットトウゲ
beulas,ビューラス
cega,セガ
africa,アフリカ
race,エコレース
firebats,ファイアーバッツ
prisa,グルーポ
tv,プリサ
frago,フラゴ
godella,バレンシア
amontillado,アモンティリャード
boomerang,ブーメラン
pikolín,ピコリン
tizona,カルペ
nacionalcatolicismo,ナショナルカトリシスモ
montilivi,モンティリビ
banús,バヌス
encinacorba,エンシナコルバ
polideportivo,ポリデポルティーボ
gachupín,ガチュピン
ponsa,ポンサ
trega,トレガ
cimadevilla,シマデビージャ
jable,ハブレ
mercurysteam,マーキュリースチーム
sacramenia,サクラメニア
remondo,レモンド
aldeatejada,アルデアテハダ
bermillo,ベルミーリョ
católica,アントニオ
rfef,フェデラシオン
taranes,タラネス
vulturó,ブルトゥローサン
maliaño,マリアーニョ
luanco,ルアンコ
hoyas,オヤス
aoiz,アオイス
l'hemisfèric,レミスフェリック
lasesarre,ラセサーレ
òmnium,オムニウム
cristianos,クリスティアーノス
rambla,ランブラ
port,ポルト
ainé,アイネー
esquí,エスキー
besiberri,ベシベリサン
siega,シエガ
verde,ベルデ
hércules,エルクレスヒロバ
oceanogràfic,オセアノグラフィック
bacalao,バカラオ
ajoarriero,アホアリエロ
antiguoko,アンティグオコ
aezcoano,アエスコアホウゲン
l'umbracle,ルンブラクレ
caserío,バセリ
jaurrieta,ハウリエタ
sanet,サネト
negrals,ネグラルス
alcázares,アルカサレス
pestiño,ペスティーニョ
rafelbuñol,ラフェルブニョル
gallega,ガレガ
tranvía,トランビア
balerdi,バレルディ
olaeta,オラエタ
tabacalera,タバカレラ
goyerri,ゴイェリ
púbol,プボル
sortu,ソルトゥ
ozaeta,オサエタ
arroyabe,アロジャベ
portonovo,ポルトノボ
leonés,パラモ
patatas,パタタス
importancia,インポルタンシア
tías,ティアス
aria,アリア
yaiza,ジャイサ
salinillas,サリニーリャス
buradón,ブラドン
suroeste,スロエステ
cope,コーペ
valnera,バルネラサン
provincias,プロビンシアス
errazu,エラス
fuerteventura,フエルテヴェントゥラ
boí,ボイー
taüll,タウイ
resort,リゾート
somatén,ソマテン
herri,エリ
estivella,エスティベリャ
premios,スペイン
iris,テレビアカデミーショウ
tuéjar,トゥエハル
conejo,コネホ
salmorejo,サルモレッホ
acantilados,アカンティラドス
gigantes,ヒガンテス
acció,アクシオー
valencià,バレンシア
acesur,エースル
chella,チェラ
meliana,メリアーナ
valldoreix,バイドレーシュ
alarcos,アラルコス
aizcolari,アイスコラリ
palancia,パランシア
alcalatén,ラアルカラテン
aldaz,アルダツ
alcossebre,アルコセブレ
colegio,コレシオ
fadrí,ファドリ
tramontana,トラモンターナ
clan,クラン
trambesòs,トランベソス
penáguila,ペナギラ
planeta,プラネタ
deagostini,デアゴスティーニシャ
benzú,ベンス
insular,インスラール
alluitz,アリュイツ
millenium,ミレニアム
tanda,タンダ
equipo,エキポ
xorret,ショレト
catí,カティ
velilla,ベリーリャ
oloroso,オロローソ
