douglas,道格拉斯
groszmann,格罗兹曼
barbeau,巴博
roxann,罗克斯山
d'angelo,德安姬罗
nikolas,尼古拉斯
badler,包德勒
pickler,皮克雷
castro,卡斯特罗
olstead,欧丝黛
hoblit,霍里
vitamin,科里
kelpius,克皮乌斯
izabella,伊莎贝拉
miko,美高
veraellen,维拉艾伦
gade,盖德
jorgensen,约根森
klaudia,克劳迪娅
kovacs,科瓦奇
arbus,阿伯斯
nikka,妮卡
herseth,赫塞斯
sandlin,桑德林
mcelroy,麦克罗伊
astrid,阿斯特丽德
varnay,瓦尔奈
pettis,佩蒂斯
montag,蒙塔格
tawny,托妮
cypress,赛普里斯
wilke,威尔克
christensen,克丽丝唐森
tuten,图腾
bozzio,博莉齐奥
merrin,梅伦
dungey,唐姬
dumont,杜蒙
spring,斯普林
byington,白灵顿
aggeliki,阿格里奇
suzi,苏西
quatro,奎特萝
dillin,迪林
alberta,阿尔伯塔
tenskwatawa,邓斯克瓦塔瓦
cleef,克里夫
turco,图尔科
lyna,妮基
bonasera,瑞德
alla,阿拉
nazimova,纳济莫娃
brande,布兰蒂
teegarden,提贾丹
alexandria,亚历珊卓
williamspaisley,威廉斯帕斯莱
zola,佐拉
biberi,比贝利
safire,沙费尔
sibbett,西贝特
goalby,盖比
mädchen,梅晨
amick,阿米克
googoosh,古戈什
whitt,惠特
acuff,阿克夫
jacek,雅瑟克
jędruch,耶德鲁赫
malvina,马尔维娜
detmer,达特曼
paglia,帕利亚
tartt,塔特
gaston,加斯顿
strobino,斯特罗宾诺
tatiana,塔季扬娜
proskouriakoff,普洛斯库里亚科娃
marais,玛莱斯
bissett,比赛特
movita,莫维塔
klinghoffer,克林霍夫
viorst,佛伊奥斯特
sokoloff,索科洛芙
mitzi,美芝
madigan,麦迪根
losey,罗西
herschel,赫歇尔
daugherty,多尔蒂
mastrantonio,玛斯楚汤妮奥
terrell,泰瑞尔
kaczmarek,卡兹玛拉克
ouspenskaya,乌斯本斯卡亚
sothern,萨森
shiflett,沙弗利特
zona,佐纳
uris,乌里斯
cava,卡瓦
compson,康姆逊
neile,尼尔
sergio,塞尔希奥
cresto,克雷斯托
gridley,格里德利
jymn,林恩
magon,马戈
verna,薇娜
hesseman,海瑟曼
campeau,坎波
saliers,萨利尔斯
cloke,克洛克
madisonbartoletta,巴尔托莱塔
blanchard,布兰查德
muldaur,穆德
illeana,伊里纳
lagravenese,拉格文斯
resor,瑞索
susana,苏珊娜
dilfer,迪尔弗
sabrina,萨布里娜
july,裘丽
akinradewo,艾姬拉迪禾
najimy,纳吉米
traylor,特蕾勒
marielle,梅莉儿
clunie,科鲁尼
greczyn,格蕾岑
mamet,马美德
trunk,托克
allie,亚历山德里娅
deberry,德伯里
eszterhas,伊斯特哈斯
bahar,巴哈儿
soomekh,舒米克
bangs,班恩斯
canyon,坎宁
garza,嘉莎
lezley,蕾丝莉
scialfa,史凯法
carteris,卡特里斯
busy,碧西
philipps,飞利浦
benari,班阿里
portnoy,波特诺
eggert,埃格特
zdrok,泽德
foch,弗彻
fallin,费林
cerina,席瑞娜
miličević,米莉瑟维克
kirsch,克希
rude,鲁德
meara,米拉
lissie,莉丝
lewton,鲁顿
newsted,纽斯特德
meagan,梅根
marcheline,玛丝琳
annalynne,安娜琳
mccord,麦考德
seidelman,塞德尔曼
tia,蒂娅
texada,德克萨达
aj,阿曼达
normand,诺曼
fairchild,费尔切尔德
porco,波尔科
gianna,吉安娜
holzer,霍尔泽
kaysen,凯森
mazursky,莫索斯基
sable,赛贝尔
chon,钟
germano,吉尔马诺
ziskin,吉斯金
justina,袓特娜
machado,马查德
phillis,菲丽丝
whetley,惠特蕾
antin,安廷
kener,肯尔
jelena,洁琳娜
troche,崔奇
trafton,弗拉夫顿
devendra,德凡德拉
banhart,班哈特
riesgraf,涅斯格拉夫
osterloh,奥斯特洛
zuniga,祖尼加
witt,威特
o'grady,欧葛瑞迪
marilu,马利卢
henner,亨纳尔
denmark,丹玛
cch,希
pounder,庞德
stacie,史黛西
orrico,奥瑞克
massaro,马萨罗
matraca,玛玛卡
thaxter,德丝达
cholodenko,蔻洛丹柯
shanna,珊娜
moakler,莫克勒
harnell,哈奈尔
phair,菲尔
varian,瓦里安
sawaya,萨瓦亚
pasco,帕斯科
nicholle,妮可
kosofsky,科索夫斯基
kubert,库伯特
strain,斯特兰
dot,多特
cue,克尤
mashona,马绍那
partch,帕奇
'anwar,安瓦尔
alawlaqi,奥拉基
roszak,罗斯札克
maribel,玛莉贝儿
vinson,文森
pointer,珀伊特
kristinia,克莉丝蒂妮亚
debarge,迪巴奇
deshannon,德莎朗
gretsch,格拉什
ester,艾丝特
kyes,卢米斯
autumn,奥图姆
reeser,瑞瑟
ronee,罗尼
conchita,康奇塔
alonso,阿隆索
bostaph,波斯塔夫
roeper,洛普
hedda,赫达
bagby,巴格比
jami,洁米
gertz,格尔兹
raines,雷恩斯
sandahl,桑达
nestor,内斯特
o'dea,奥迪
hagerty,哈格提
miliza,米莉莎
korjus,科犹斯
vassilieva,瓦西里耶娃
wretzky,雷兹基
grantlee,格兰特李
prentiss,普林蒂丝
varon,瓦伦
chaiken,柴肯
susteren,苏斯特伦
misipeka,米西佩卡
newmar,纽玛
broccoli,布洛柯里
glasser,葛拉瑟
yasbeck,扬斯贝克
guaty,古阿蒂
vilma,维尔玛
bánky,班基
maffia,麦菲亚
kia,柯雅
katelyn,凯特琳
tarver,塔弗
scoggins,斯科金斯
perabo,佩拉博
stringfield,斯蒂琳费尔德
eboli,伊波利
niemi,尼米
marta,玛塔
marymargaret,马利玛格丽特
humes,胡姆斯
ona,欧娜
stiers,施蒂尔斯
anika,阿尼哥
noni,诺丽
lieberson,利伯森
o'quinn,奥奎因
big,威利
mama,梅
sutta,雪蒂
bonita,博妮塔
maiara,玛雅拉
kiley,基利
jobeth,乔贝丝
haylie,海莉
maila,迈拉
nurmi,鲁米
fleiss,弗莱斯
haven,哈芬
severance,塞韦朗斯
raymund,雷蒙德
daveigh,黛薇
kitaen,基坦
kavanaugh,卡瓦纳夫
villegass,维利加斯
feldon,费登
tishler,提什勒
krasner,克拉斯纳
bowersox,宝儿赛丝
alaina,阿拉纳
saberi,萨贝里
varsi,华斯
diage,帝亚吉欧
gbandi,格本迪
culea,古莉
embeth,艾伯斯
davidtz,戴维斯
chaunté,尚泰
shawna,萧娜
lenee,莉内
jeanna,珍娜
dunnock,邓露克
fuzzy,富齐
zoeller,佐勒
earlene,厄尔琳
swisten,史威斯顿
brickell,布凯尔
käsebier,卡瑟比尔
tamia,塔蜜雅
tanith,塔妮丝
dyanna,黛娜
leick,蕾克
tura,图拉
satana,萨塔纳
sheri,雪莉
bourkewhite,伯克怀特
della,德拉
shoup,斯普
tylo,泰萝
steal,史迪尔
chiles,奇利斯
halen,海伦
schleper,施莱珀
lien,丽恩
raven,雷文
keibler,姬伯乐
bambi,班比
hack,哈克
cristine,克瑞丝汀
bridgette,布里吉特
yeston,叶斯顿
stables,史达洛丝
savanna,莎凡娜
lindemulder,琳德穆德
cytherea,赛希莉亚
myrtelle,梅泰尔
canavan,卡纳万
veadov,维多夫
tamiia,塔米娅
rain,瑞恩
ecker,艾克尔
surya,苏利亚
bonaly,包娜丽
tammi,塔米
stenholm,斯坦霍姆
hetrick,赫特里克
knowlton,诺尔顿
lorrie,罗丽
dinah,黛娜
uffie,俄菲
sierra,茜耶拉
luner,露娜
boorem,波瑞姆
mazar,梅瑟
loos,露丝
gershon,格申
asbille,周
nicksonsoul,尼克森
terra,泰拉
bobbie,芭比
gentry,金特莉
moniz,莫尼兹
kuroda,垮罗达
starhawk,斯塔霍克
shanks,山克斯
sternhagen,史坦海根
haver,哈弗
cardillo,卡迪罗
ksenia,克谢尼娅
golden,戈尔登
hoffs,霍夫斯
kimya,金雅
zinka,津卡
milanov,米拉诺夫
crouse,克洛斯
harsanyi,夏仙义
orlean,奥尔良
matula,玛图拉
higdon,希格顿
rebozo,雷博佐
ghostley,古斯利
kaylee,凯莉
defer,黛弗
schucman,舒曼
talore,塔洛埃
mcpeak,麦克帕克
julee,朱莉
marisol,玛莉索
ellefson,艾利弗森
upshaw,厄普萧
bruckner,布鲁克纳
scout,丝柯
taylorcompton,泰勒考普顿
espenson,艾斯本生
cho,赵
ramm,瑞姆
saundra,桑德拉
mooney,慕尼
bravo,博拉沃
syleena,席琳娜
mantegna,曼特加
menke,门克
stabler,史塔布勒
telma,泰尔玛
lasser,拉塞尔
bibb,毕柏
faustosterling,丝达琳
rinna,里纳
tilton,蒂尔顿
marks,马克斯
wahlgren,华格伦
falana,法拉娜
schachter,斯坎特
hansell,汉塞尔
soraya,索拉雅
laveau,拉冯
zea,齐尔
shahrnush,沙努什
parsipur,帕西普尔
catlett,卡特莱特
audrina,奥德琳娜
patridge,帕特里奇
kathrine,凯萨琳
narducci,纳杜奇
rihanna,安柏
galliquio,萝丝
chrisette,克莉瑟
lawvere,洛维尔
togo,坦戈
damarcus,迪马克思
yount,杨特
wohlstetter,沃尔斯泰特
rocket,罗基特
garwood,嘉伍德
blossom,布洛瑟姆
lalaurie,拉劳里
nivea,妮维雅
stieglitz,斯蒂格利兹
maryon,玛丽恩
pittman,皮特曼
flower,佛洛尔
isaak,艾塞克
yothers,约瑟斯
obie,奥比
trice,特赖斯
havoc,夏霍
melroy,梅尔罗伊
zaillian,泽里安
seppala,瑟帕拉
arvizu,亚维佐
crystle,克莱斯托
lightning,赖特宁
charmane,沙尔曼
ferreira,芙蕾拉
goodhue,古德西
krutch,克鲁奇
eshoo,埃斯
shanté,尚特
shavers,萨维尔斯
woolsey,伍尔西
sander,桑德
smolensky,斯莫林斯基
tionne,缇盎
hollister,霍利斯特
pressel,普蕾索
genesis,洁芮西丝
santigold,桑迪戈德
darla,达拉
inara,依娜拉
funicello,富尼切洛
queen,昆
mamo,马莫
bauchens,鲍切恩斯
beek,比克
tatyana,塔季扬娜
evanovich,埃万诺维奇
albina,阿尔比娜
osipowich,奥西波维奇
stinson,斯廷森
barone,巴罗内
richelle,蕾夏尔
riskin,里斯金
ole,奥莱
provine,普罗文妮
pfaff,普法夫
leven,利文
rambin,兰宾
bari,巴里
keel,基尔
gaby,盖比
siple,斯普勒
swizz,骗子
beatz,贝茨
emory,埃默里
chaffee,查菲
delta,德尔塔
taymor,泰莫
ellyson,艾莉森
mulcahy,麦卡伊
loktev,罗克铁夫
salenger,萨拉格尔
mandrell,曼德雷尔
shalala,夏莱拉
blandick,布兰迪克
mcraney,麦雷尼
shumway,沙姆韦
sidora,西德拉
spiegelman,施皮格尔曼
lyudmila,柳德米拉
alexeyeva,阿列克谢耶娃
sillas,西拉
greenglass,格林格拉斯
bordallo,博尔达洛
lenski,伦斯基
florencia,弗洛伦西亚
lozano,洛萨诺
strassman,斯特拉斯曼
haiduk,海达克
achmed,阿基米德
harl,哈尔
mathilde,玛希德
bonnefoy,波妮佛
nagelsen,内格尔森
pamelia,彭美娜
kurstin,却斯汀
torricelli,托里切利
heldman,赫尔德曼
bolin,波林
liston,里斯顿
mcgovney,麦克福尼
ahrens,阿伦斯
vonda,冯达
hildebrand,希尔德布兰德
hoya,霍亚
marj,玛姬
dusay,杜赛
rasheeda,拉希达
milonakis,米罗内基斯
subkoff,苏博科夫
mezz,梅兹
mezzrow,梅兹洛
gilby,吉尔比
arpad,阿尔帕德
elo,埃洛
markie,玛基
dreamer,卓门
latsabidze,拉察比泽
massi,麦西
kirilenko,基里连科
roughead,拉夫黑德
kelis,凯莉丝
sardy,撒瑞地
ruttan,拉坦
tedeschi,塔德琪
tama,塔玛
janowitz,贾诺威茨
weiss,魏斯
alejandro,亚利桑德罗
buell,布林
increase,克里斯
radley,拉德利
metzger,梅茨格
allred,艾瑞特
aki,阿基
aleong,阿莱格
stefano,史蒂法诺
charbonneau,夏博诺
crahan,克拉汗
meštrović,梅斯特罗维奇
ahman,阿赫曼
seabury,西伯里
grgich,格吉奇
domhoff,多姆霍夫
scardino,斯卡迪诺
duesenberry,杜森贝瑞
seagrave,西格莱夫
stoddard,斯托达德
armetta,阿尔梅塔
spybey,斯派比
mintz,敏兹
cermak,瑟马克
kuchel,基克尔
medill,梅迪尔
mcgiver,麦克吉弗尔
sheetal,茜多
sheth,塞丝
lubin,卢宾
yordan,约尔丹
snitz,史尼兹
alpert,亚伯特
shae,雪伊
d'lyn,德林恩
fres,菲斯
oquendo,欧克多
lehman,雷曼
professor,艾米尔
lead,利德
belly,贝利
balan,巴兰
vroom,弗鲁姆
komisarz,科米萨兹
anspach,安斯帕奇
leisen,雷森
pollan,宝兰
zavagnin,扎瓦宁
salling,萨林
mendel,孟德尔
ad,阿德
hodkinson,霍奇金森
evel,埃芙尔
knievel,克尼芙尔
zagarino,扎加里诺
poons,彭斯
trivas,特里瓦斯
arcel,阿赛尔
anselmo,安塞尔莫
lombardi,隆巴迪
proof,普鲁夫
dooley,都利
neufeld,纽菲尔
hartwell,哈特韦尔
childs,柴尔斯
laeta,莱塔
kalogridis,卡罗格里迪斯
emond,伊蒙
tanisha,塔尼莎
toppert,托珀特
széchenyi,塞切尼
venable,维纳布林
guffey,加菲
brame,布拉姆
rocco,罗科
petrone,彼得罗内
zakrzewska,扎克热夫斯卡
sumter,萨姆特
kiana,杰安娜
tover,托佛
onorati,欧诺拉提
gazzara,戈扎那
macomb,马科姆
egbert,艾格伯特
mirrione,米瑞恩
faison,法森
maverick,马维里克
simeon,西米恩
jocko,乔科
frakes,佛瑞克斯
abruzzo,艾布鲁斯佐
porcaro,波尔卡罗
bachardy,贝查迪
shurna,舒尔那
stealey,斯蒂利
eulace,雷斯
wilkeson,威尔克森
goldenberg,戈登伯格
firstenberg,弗斯滕泊格
ezekiel,伊泽克尔
durang,杜兰
lerangis,勒朗吉斯
ondine,昂丁
mandelbaum,曼德尔鲍姆
sarsgaardd,赛斯嘉
bam,班
margera,马杰拉
birdwhistell,伯怀斯特尔
jacqueslouis,雅克路易
monod,莫诺
wansbrough,万斯伯勒
liberace,列勃拉斯
wistar,威斯塔
zimmerman,齐默曼
falchuk,法查克
sober,索伯
ivie,伊维
feliciano,费利西亚诺
skai,丝凯
wasson,华生
andranik,安德兰尼克
ozanian,沃赞尼安
gaynes,盖因斯
volman,沃曼
silliphant,西利芬特
elswit,艾斯维特
kehinde,凯德
daveyfitzpatrick,戴维菲茨帕特里克
brackett,布拉克特
landreth,兰德雷斯
whit,维特
poindexter,彭德克斯特
olivieri,欧利维利
lackey,拉基
po,波
umaga,乌玛嘎
omidyar,欧米迪亚
tieri,泰里
scalise,斯卡莱斯
fehn,费恩
norm,诺姆
bonderman,邦德曼
buntline,邦特兰
solowitz,索洛维茨
myung,明
benrubi,本鲁比
blade,布雷德
kantner,坎特纳
beame,贝姆
frager,弗雷杰
califia,卡利菲雅
rabinowitch,拉宾诺维奇
taub,托布
duritz,杜里兹
dziewonski,齐文斯基
gerome,杰罗姆
ragni,罗格尼
mcgoohan,麦古汉
rabe,拉贝
bitzer,比策
hubley,哈伯利
kontos,康托斯
afrika,阿非利加
bambaataa,班巴塔
dejohnette,德约翰内特
kostal,科斯塔尔
hanneman,韩尼曼
puente,普恩特
am,戈斯坦
lyttle,里托
metzenbaum,梅岑鲍姆
vadis,瓦迪斯
jaffee,杰菲
fick,菲克
ebbin,艾宾
dorn,多恩
kermit,科密
earnie,厄尔尼
kurtwood,寇特伍德
harpo,哈勃
polis,波里斯
quillan,昆伊伦
hannbyrd,哈恩伯德
browner,布朗纳
rado,雷达
kleiner,克莱纳
polonsky,鲍伦斯基
dinning,丹宁
ignazio,伊格纳齐奥
lupo,卢波
nickels,尼克尔斯
swicord,斯维库德
cedeño,塞德尼奥
zapruder,泽普鲁德
chubby,恰比
checker,却克
blanc,布兰科
tunie,图尼
schele,舍勒
perlich,佩利希
anu,阿努
garg,加格
malkmus,马克摩斯
brandis,布兰戴斯
graycabey,格雷凯贝
crowninshield,克劳宁希尔德
endicott,恩迪科特
rozin,罗津
binder,班德
carolee,卡罗里
schneemann,施妮曼
tafolla,塔佛拉
alexandros,亚历山大
onassis,欧纳西斯
horan,霍兰
attell,阿特尔
forer,佛瑞
tillis,提尔斯
horgan,豪根
pompez,庞培兹
tsongas,聪格斯
aviva,阿维娃
felder,费尔德
gobel,戈贝尔
karrin,凯琳
cantillo,坎蒂罗
mayweather,梅威瑟
papp,帕普
upatnieks,乌帕特尼克斯
sondra,桑德拉
reles,雷尔斯
larriva,拉里瓦
denucci,德努奇
colve,科夫
valory,瓦洛里
tent,坦特
harte,哈得
lamberg,拉姆伯格
myrick,迈里克
yayo,亚尤
santos,桑托斯
sipple,斯普尔
goran,哥云
višnjić,维斯尼治
o'donis,奥多尼斯
deems,迪姆斯
vikki,薇琪
kashkashian,什卡茜安
kullman,库尔曼
miracle,米勒克尔
guzikowski,葛兹考斯基
merce,梅尔斯
kanigher,卡尼格
karyn,卡林
sagemiller,赛格米勒
putnam,帕特南
adorée,阿多莉
dombasle,唐贝索
krickstein,克里克斯坦
ry,雷
cooder,库德
kernis,科尔尼斯
przeworski,普沃斯基
tabitha,塔比纳
hernandez,赫南德兹
mcinnis,麦克尼斯
buchman,布切曼
diante,迪安特
fern,费恩
saldívar,萨尔迪瓦
laz,赖斯
seeberger,西伯格
modjeski,莫杰斯基
rowles,罗尔斯
largent,拉根特
leipold,莱普德
lukather,路卡瑟
tyner,泰纳
tamberelli,塔贝瑞利
argota,艾儿高妲
bubba,巴巴
talib,塔利布
kweli,奎利
zolotin,佐罗汀
seltzer,赛尔策
bilbray,比尔布雷
fehrman,费夏曼
schiavelli,斯克亚维利
stine,史坦恩
kesel,凯塞尔
levitz,莱维茨
lissauer,里斯奥尔
atom,阿滕姆
peyroux,蓓荷
zigman,齐格曼
cuatrecasas,夸特雷卡萨斯
freundlich,弗伦德里希
schaefer,谢弗
aarti,阿缇
alworth,阿尔沃思
kinison,基尼森
burbank,贝本
bosley,博斯利
negulesco,尼古拉可
hackworth,哈克沃斯
delee,德李
ordway,奥德威
lashelle,拉什勒
brownell,布劳内尔
miers,米尔斯
renaud,雷纳德
carrere,卡瑞拉
deavere,迪佛
castellano,卡斯特兰诺
cugat,库加
cassaday,卡塞迪
sufjan,萨真史
jello,洁洛
biafra,比亚弗拉
hassett,哈塞特
mccarroll,麦凯罗
html,超文本标记语言
breighton,布瑞顿
dundonald,邓唐纳德
comber,康伯
chard,查德
wansdyke,万斯堤
windermere,文德米尔
husvik,胡斯维克
keston,凯斯顿
strathdon,斯特拉斯登
leamouth,利茅斯
blackwall,布莱克沃尔
poplar,波普勒
farringdon,法灵顿
dechmont,迪克德曼
kilcoo,基尔库
bushey,布希
corbridge,科布里奇
tring,特灵
dromore,德罗莫尔
kilmaurs,基尔茅尔斯
downe,道恩
crufts,克芙特
railtrack,英国铁道公司
aberdyfi,阿伯多维
aberfeldy,艾柏迪
topsham,托普瑟姆
aberporth,阿伯朴
aboyne,阿博恩
atholl,阿索尔
blakeney,布莱克尼
wednesbury,韦恩斯伯里
radlett,拉德雷特
strontian,斯托申
mod,摩斯族
dorchester,多切斯特
hibu,希布
whitworth,惠特沃思
wagamama,哇尬妈妈
dunbartonshire,敦巴顿郡
greyabbey,格雷阿比谷
coniston,科尼斯顿
budgie,鹦鹉
penwortham,潘韦顿
achnacarry,爱克纳凯利协定
acle,阿克尔
cardross,卡特罗斯
rochester,罗彻斯特
marlow,马洛
binham,边咸
mackem,桑德兰方言
tokyngton,托京顿
barnehurst,巴内赫斯特
gsk,葛兰素史克
cotterstock,科特斯托克
keyworth,基沃思
audible,有声版本
sylheti,锡尔赫特文
sudbury,萨德伯里
blendon,布兰登
stonebridge,石桥
queensbury,昆斯伯里
bexley,贝克斯利
waterloo,滑铁卢
rosneath,罗森尼
gorlestononsea,戈尔斯顿
elstree,伊斯卓
ibstock,艾伯斯多克
millom,米勒姆
wheathampstead,伟汉斯坦德
uig,威格
colindale,科林达
hansard,汉萨德
stonehaugh,斯通霍定居点
parkham,帕克汉姆
whirlwind,韦斯特兰旋风式直升机
beauly,比尤利
arkley,阿克利
sainsbury's,森宝利
gleneagles,格兰伊格尔斯
rossendale,罗森代尔
kincardineshire,金卡丁郡
shipstononstour,斯托尔河畔希普斯顿
knebworth,奈柏华兹
cartmel,卡特梅尔
wareham,韦勒姆
tideswell,泰兹韦尔
itv,英国独立电视台
inveraray,因弗拉里
clavering,克莱维林
orchy,奥奇
perranporth,佩伦波斯
marlborough,马尔伯勒
polstead,波尔斯特德
puzzlewood,拼图木
bangor,班戈
norbury,诺伯里
millport,米尔波特
kircubbin,基尔宾宾
buteshire,比特郡
reading,雷丁
kirkliston,柯克利斯顿
spurn,斯伯恩
killyleagh,基利莱
dunadd,冬纳
farnborough,法恩伯勒
stockbridge,斯托克布里奇
brockworth,布洛克沃斯
airdrie,埃尔德里
corinium,赛伦尼姆
dobunnorum,多布尼姆
benllech,本莱赫
duns,邓斯
tobermory,托伯莫里
montrose,蒙绰斯
wigtownshire,威格敦郡
loughinisland,湾岛村
poyntzpass,波因茨帕斯
decca,迪卡唱片公司
annan,安嫩
codemasters,代码大师
tenby,滕比
arabchristians,阿拉伯基督徒
anstruther,安斯特鲁瑟
ringway,灵韦
bala,巴拉
aldermaston,奥尔德玛斯顿
saxondale,撒克逊代尔
simtek,斯密泰克
toleman,托勒曼
sneaton,斯尼顿
alva,阿尔瓦
lafonia,拉佛尼亚
pathfinder,寻路中队
haverhill,哈福希尔
dairsie,达尔瑟
sandwich,桑威治
sounds,声响
torksey,托克西
woolsack,上院议长席
marton,马顿村
bnfl,英国核燃料公司
machair,砂质低地
ralt,拉尔特
ilmor,伊尔摩
vanwall,温沃尔车队
arrows,飞箭车队
ravenglass,拉文格拉斯
prees,普里斯
lydiard,迪亚德
tregoze,特雷戈兹
rothbury,罗斯伯里
weslake,韦斯特莱克
falmouth,法尔茅斯
amlwch,阿姆卢赫
treforest,翠佛瑞
wolverton,沃佛顿
narberth,纳伯斯
malton,莫尔顿
defford,德福
evesham,伊夫舍姆
amstrad,阿姆斯特拉德
bombe,炸弹
trebah,特雷巴
mexborough,梅克斯伯勒
pricewaterhousecoopers,普华永道
tesco,乐购
ceres,克瑞斯
sunsilk,夏士莲
chenies,区尼斯
lagonda,拉贡达
sandwell,桑德韦尔
earley,厄雷
blaby,布莱比
sawbridgeworth,绍布里吉沃斯
benington,贝宁顿
asda,阿斯达
madresfield,马德雷斯菲尔德
sonning,桑宁
rumford,阿瑟
medal,舒斯特
majorgeneral,少将
carbodies,伦敦国际出租车公司
kimmeridge,启莫里
stokesley,斯多克斯雷
mundesley,曼斯利
shoeburyness,舒伯里内斯
medmenham,梅德曼哈姆
boxley,博克斯利
medlarwithwesham,梅德拉与韦斯汉姆
ledbury,莱德伯里
shenfield,仙非尔
faringdon,法林登
menston,门斯顿
mercian,麦西亚方言
aballava,阿巴拉瓦
fishcake,煎鱼饼
treorchy,特雷奥奇
coalport,柯尔波
typhoon,霍克台风式
dunwich,邓里奇
beinn,贝恩
narnain,纳尔纳恩
roxburghshire,罗克斯堡郡
droylsden,德罗伊尔斯登
harrietsham,哈里特舍姆
boscombe,博斯科姆
helmsdale,赫尔姆斯代尔
abbotsbury,阿伯兹伯里
wigmore,威格莫尔
hathersage,哈瑟西奇
antrim,安特里姆
newtown,纽敦
kidsgrove,基兹格罗夫
ivinghoe,艾温霍
aughton,奥顿
annandale,安嫩代尔
halesowen,哈尔索温
barmouth,巴茅斯
kingstonuponthames,泰晤士河畔京士顿
tenterden,坦特登
mossley,莫斯利
grangemouth,格兰蒂茅斯
painshill,潘斯希尔
polruan,波尔鲁安
eton,伊顿
machynlleth,马汉莱斯
physorg,物理学家网
woodstock,伍德斯托克
athenaeum,雅典娜
hurricane,飓风战斗机
strand,河岸街
bozeat,布扎特
beer,皮尔
malvern,马尔文
scrabster,斯克拉布斯特
adamstown,亚当斯敦
arriva,爱瑞发
auchtermuchty,奥赫特马赫蒂
auchtertool,奥克特托尔
boldre,博尔德雷
nazareth,拿撒勒
