陈定,チンサダ
伊利沙伯体育馆,クイーンエリザベススタジアム
陶寺遗址,トウテラ
中远海运能源运输股份有限公司,ナカウミハッテン
济南轻骑,ケイキ
蜗牛数字,カギュウスウジ
吉州窑,ヨシシュウカマ
岗日嘎布山脉,カンリガルポ
泽当街道,ザダン
军都山,グンミヤコサン
凯里组,ヒラキサトルイソウ
宋陵,ソウリョウ
圣母无原罪主教座堂,セイボムゲンザイシキョウザドウ
屯门,タムロモン
中国宝武钢铁集团有限公司,チュウゴクタカラタケシコウテツシュウダン
滘西洲,キョウイリジマ
宏观调控,ホウカツテキトウセイ
真觉寺,シンカクジ
灵江,レイコウ
娘子关,ムスメコセキ
盐井圣心圣母堂,シオイテンシュドウ
中国金字塔,チュウゴクピラミッド
太原卫星发射中心,フトゲンエイセイハッシャセンター
东方既白,トウホウスンデシロ
聂当乡,ニェタン
国家网球中心,ペキンコッカテニスセンター
库布其沙漠,クブチサバク
帽天山页岩,スミエドウブツグン
北京东方君悦大酒店,グランドハイアットペキン
台风悟空,ウーコン
叠溪大地震,シゲケンジシン
中国人民保险集团股份有限公司,チュウゴクジンミンホケンシュウダン
永定门,エイサダモン
辽宁日报,リョウネイニッポウ
地王国际商会中心,チオウコクサイショウカイチュウシン
中国驻叙利亚大使列表,チュウカジンミンキョウワコクチュウシリアタイシ
多吉扎寺,ドルジェタクテラ
东滩,ヒガシナダ
井陉县,イケイケン
实际控制线,ジッコウシハイセン
入境事务处,ニュウサカイジムショ
濉溪县,スイケイケン
天龙山石窟,テンリュウサンセックツ
天宁禅寺,テンネイジ
天津普利司通女排,テンシンブリヂストンジョシバレーボールクラブ
圆玄学院,エンゲンガクイン
涞源县,ライミナモトケン
安定门,アンテイモン
云南奔牛,ウンナンブルズ
平安保险,チュウゴクヘイアンホケン
万州长江大桥,マンシュウチョウコウオオハシ
中欧班列,チュウオウハンレツ
中国国家女子水球队,スイキュウジョシチュウゴクダイヒョウ
云南红塔足球俱乐部,ウンナンベニトウアシダマクラブ
上海大鲨鱼,シャンハイシャークス
苏宁易购,ソヤスシデンキ
曼日寺,メンリソウイン
长春电影节,チョウシュンエイガサイ
天台山国清寺,テンダイザンコクセイジ
灵山大佛,リョウゼンダイブツ
深圳东海商务中心,トウカイショウムヒロバ
香港法定古迹,ホウテイコセキ
金安桥大坝,カネヤスキョウダム
龙泉窑,リュウセンカマ
萨雷阔勒岭,サリコルサン
富春江,トミハルエ
中印边界,ナカインコッキョウ
万部华严经塔,マンブケゴンキョウトウ
万寿岩遗址,マンスイワイセキ
春丕河谷,チュンビタニ
雍布拉康,ユムブラカンキュウデン
中国华电集团有限公司,チュウゴクハナデンシュウダン
南海舰队,ナンカイカンタイ
中央文化革命小组,チュウオウブンカカクメイショウグミ
无锡苏宁广场主塔,ムスズソヤスシヒロバ
无锡茂业中心,ムスズシゲギョウジョウヨロズツヨシコクサイシュテン
中国中央电视台财经频道,チュウゴクチュウオウデンシダイザイケイチャンネル
斯吉尔布鲁木峰,スキルブルム
银山塔林,ギンザントウリン
深井,フカイ
时代金融中心,ジダイキンユウチュウシン
程阳永济桥,ホドヒエイワタルキョウ
尉迟寺遗址,ジョウオソテラノコシ
西阴村遗址,ニシカゲムライセキ
加拉白垒,ギャラペリ
同山加布峰,トングシャンジアブ
江苏龙,コウソドラゴンズ
工夫茶,クフウチャ
居庸关云台,キョイサオセキクモダイ
长春观,チョウシュンカン
青岛雄鹰,チンタオイーグルス
山东麒麟,サントウコウソクキリンクラブ
山西猛龙,サンセイドラゴンズ
浙江雄狮,セッコウライオンズ
辽宁飞豹,リョウネイダイナソアス
广东华南虎,カントンサザンタイガース
江阴长江大桥,コウカゲチョウコウキョウ
北京鸭,ペキンダックス
故宫博物院,コミヤハクブツイン
马鞍山,マグラサン
泉山街道,イズミヤマカイドウ
吉林东北虎,キツリンノースイーストタイガース
古格王国遗址,ツァパラン
全国花样滑冰锦标赛,チュウゴクフィギュアスケートセンシュケン
广东省江门监狱,カントンショウエモンカンゴク
长沙摩天轮,チョウイサゴマテンワ
凤凰寺,ボウジ
米拉热巴修行洞,ミラレパシュギョウホラ
中国石油化工集团有限公司,チュウゴクセキユカコウシュウダン
皇泽寺摩崖造像,スメラギサワテラセックツ
色林错,シリンコ
郏县,コウケン
中国科学院计算技术研究所,チュウゴクカガクインケイサンギジュツケンキュウジョ
恭王府,キョウオウフ
中国航空工业集团有限公司,チュウゴクコウクウコウギョウシュウダンコウシ
港岛东中心,ミナトジマヒガシチュウシン
门隆则峰,メルンツェ
上海大众汽车,シャンハイフォルクスワーゲン
润扬长江公路大桥,ジュンアゲチョウコウオオハシ
香港乙组足球联赛,ホンコンセカンドディビジョンリーグ
清净寺,セイジョウテラ
力帆汽车,チカラホシュウダン
名门世家加义,メイモンヨカカギ
东华医院,ヒガシハナイイン
寄畅园,ヤドリキトオルエン
马蹄寺石窟群,バテイテラセックツグン
钧窑,ヒトシカマ
余家碑坊,ヨカヒボウ
隆兴寺,リュウキョウテラ
苏莽囊杰则寺,スルマンソウイン
上海飞机制造有限公司,シャンハイコウクウキセイゾウ
高黎贡山,コウハジムミツグサン
洪泽湖大堤,ベニサワコセキダム
小浪底水利枢纽工程,コナミソコダム
香港铁路有限公司,ホンコンテツロ
厦门国际马拉松,アモイマラソン
志莲净苑,ココロザシハチスキヨシエン
柳州地王国际财富中心,ヤナギシュウチオウコクサイザイトミチュウシン
国家统计局,コッカトウケイキョク
国家外汇管理局,コッカガイカカンリキョク
桂江,カツラコウ
纳塘寺,ナルタンテラ
国美电器,クニビデンキ
中国中央电视台科教频道,チュウゴクチュウオウデンシダイカキョウチャンネル
深圳深长城中心,ナカスヒカエマタチュウシン
公共专业联盟,コウキョウセンギョウレンメイ
中国中央电视台社会与法频道,チュウゴクチュウオウデンシダイシャカイトホウチャンネル
解放日报,カイホウニッポウ
中国中央电视台电视剧频道,チュウゴクチュウオウデンシダイドラマチャンネル
电影频道,チュウゴクチュウオウデンシダイエイガチャンネル
西安城墙,シーアンジョウヘキ
贵州茅台酒股份有限公司,キシュウカヤダイシュ
上海应用技术学院,シャンハイオウヨウギジュツダイガク
渑池县,ベンイケケン
灵光塔,レイコウトウ
联华影业公司,レンハナカゲギョウコウシ
吕梁山,リョヤナサンミャク
中国兵器工业集团有限公司,チュウゴクホッポウコウギョウコウシ
北京鼓楼和钟楼,ペキンコロウワシュロウ
王建墓,エイリョウ
团派,ダンハ
中国航天科技集团有限公司,チュウゴクコウテンカギシュウダンコウシ
实验系列卫星,ジッケン
中国中央电视台综艺频道,チュウゴクチュウオウデンシダイソウゲイチャンネル
沅陵县,ゲンリョウケン
瓦乡话,カワラサトバナシ
黑水国遗址,クロミズコクノコシ
中仓街道,ナカクラカイドウ
亚运村街道,アウンムラカイドウ
上海马拉松,シャンハイコクサイマラソン
大栅栏,ダイシガラミラン
天和国际中心,テンワコクサイチュウシン
雪谦寺,シェチェンソウイン
解州关帝庙,カイシュウセキテイビョウ
上海歌剧院,シャンハイカゲキイン
格力电器,カクリョクデンキ
罪槐,ツミカタマリ
永祚寺,ソウトウデラ
行政会议,ギョウセイカイギ
苏州体育中心,ソシュウシタイイクチュウシン
铁门关,テツモンセキ
唐顺陵,ジュンリョウ
香港机场核心计划,ホンコンクウコウコアプログラム
打虎亭汉墓,ダトラテイカンボ
邗沟,カンミゾ
教育部中外语言交流合作中心,チュウゴクキョウイクブチュウガイゴゲンコウリュウガッサクチュウシン
香港演艺学院,ホンコンブタイゲイジュツアカデミー
沈阳茂业中心,シンヨウシゲギョウセンター
雅砻河谷,ヤルルンケイコク
妙应寺,ミョウオウテラ
瓦赫吉尔山口,ワフジールトウゲ
公务员事务局,コウムインジムキョク
卫生署,エイセイショ
民政事务总署,ミンセイジムキョク
环境局,カンキョウキョク
教育局,キョウイクキョク
世界之窗,セカイノマド
松山缆车,マツヤマトモヅナシャ
浙江金牛,セッコウゴールデンブルズ
长春天主教堂,チョウシュンテンシュキョウドウ
发展局,ハッテンキョク
海宝塔,カイホウトウ
南盘江,ミナミバンコウ
别迭里山口,ベデルトウゲ
昂坪,ノボルツボ
金杯汽车,キンパイ
太符观,フトシフカン
苏州国际博览中心,ソシュウコクサイハクランセンター
深圳汉国城市商业中心,カンゴクジョウシチュウシン
香港甲组足球联赛,ホンコンファーストディビジョンリーグ
红旗,ベニハタ
阿依拉尼什雪山,チャグラギル
司徒拔道,ツカサトヌケミチ
兰桂坊,ランカツラボウ
深圳欢乐谷,シンセンカンラクタニ
苏木,スム
运输署,ウンユショ
科尔沁沙地,ホルチンサバク
济南清真南大寺,スミミナミキヨザネミナミオオテラ
食物环境卫生署,ショクモツカンキョウエイセイショ
新民晚报,シンミンバンホウ
卫生防护中心,エイセイボウゴチュウシン
西安方济各主教座堂,シーアンキヨシフランシスコダイセイドウ
中国与联合国关系,チュウゴクトコクサイレンゴウ
河北北方学院,カワキタホッポウガクイン
舟山岛架空电缆,フナヤマトウソウデンセン
政务司司长,ホンコントクベツギョウセイクセイムツカサツカサチョウ
梳士巴利道,ソールズベリードウロ
路政署,ミチセイショ
荣威,サカエイ
长虹,チョウニジ
中国人民政治协商会议全国委员会副主席,チュウゴクジンミンセイジキョウショウカイギゼンコクイインカイフクシュセキ
威尔斯亲王医院,コウリツプリンスオブウェールズビョウイン
花都区体育中心,ハナトタイイクジョウ
中国精神疾病分类方案与诊断标准,チュウゴクセイシンショウガイブンルイトシンダンキジュン
西藏自治区监狱,ラサケイムショ
溆浦县,ジョウラケン
新疆独立运动,ヒガシトルキスタンドクリツウンドウ
士课街教堂,ハルビンキヨシアレクセーエフキョウカイ
攻击,サイバーコウゲキ
宝翠园,タカラミドリエン
中国科学院高能物理研究所,チュウゴクカガクインダカエネルギーブツリケンキュウジョ
陆海国际中心,リクカイコクサイセンター
崇基学院,タカシモトガクイン
新亚书院,シンアショイン
联合书院,レンゴウショイン
律政中心,リツセイチュウシン
民政总署大楼,ミンセイソウショダイロウ
央然康日峰,ヤングラ
上海越剧院,シャンハイエツゲキイン
花山岩画,ハナヤマヘキガ
香港体育学院,ホンコンタイイクガクイン
澳门电讯,マカオテレコム
何厚铧,ナニアツカ
爱国街道,アイコクカイドウ
藏,ツァン
巴尔鲁克山,バルルクサン
大元帅,チュウカジンミンキョウワコクダイゲンスイ
皋兰县,サツキアララギケン
阿尔卡特,アルカテル
长江平原常绿林,ナガエヘイゲンジョウリョクジュリン
虎门大桥,トラモンオオハシ
玛那山口,マナトウゲ
中国女子排球联赛,チュウゴクバレーボールリーグ
香港机场管理局,ホンコンクウコウカンリキョク
中华人民共和国名誉主席,チュウカジンミンキョウワコクメイヨシュセキ
全国人民代表大会常务委员会副委员长,ゼンコクジンミンダイヒョウタイカイジョウムイインカイフクイインチョウ
中越边界,ナカゴエコッキョウ
保险界,ホケン
中国生物圈保护区网络,チュウゴクセイブツケンホゴクネットワーク
中国国际象棋甲级联赛,チュウゴクチェスリーグ
中国土木工程集团公司,チュウゴクドボクコウテイシュウダンユウゲンコウシ
中国通信服务,チュウゴクツウシンフクム
国家行政学院,コッカギョウセイガクイン
中国国核海外铀资源开发公司,チュウゴクコッカカクカイガイウランシゲンカイハツコウシ
中国电力国际发展,チュウゴクデンリョクコクサイハッテンユウゲンコウシ
广东省人民政府,カントンショウジンミンセイフ
克什克腾世界地质公园,ヘシグテンセカイチシツコウエン
梅县客家足球俱乐部,ウメケンキャクカアシダマクラブ
梅关古道,ウメセキフルミチ
珍珠滩瀑布,チンタマナダバクフ
美国国际学校,アメリカコクサイガッコウ
光明日报,コウミョウニッポウ
德瑞国际学校,ドイツコクサイガッコウ
汉基国际学校,カンモトコクサイガッコウ
中国港湾工程有限责任公司,チュウゴクコウワンコウテイ
中国历史地理信息系统,チュウゴクレキシチリジョウホウシステム
