セッシュウ,셋슈,sesshuu,sessyu
ブケ,무가,buke,muga
チカン,치한,chikan,cihan
バウムクーヘン,바움쿠헨,baumukūhen,baumkuhen
コヤマイケ,고야마못,koyamaike,goyamamos
カナンマチ,가난정,kananmachi,gananjeong
ツルタマチ,쓰루타정,tsurutamachi,sseurutajeong
サンエックス,산엑스,sanekkusu,sanegseu
シバコウエン,시바공원,shibakouen,sibagongweon
クマノガワマチ,구마노가와정,kumanogawamachi,gumanogawajeong
オマエザキ,오마에곶,omaezaki,omaegoj
ヨシモトコウギョウホールディングス,요시모토흥업,yoshimotokougyouhōrudingusu,yosimotoheungeob
シキブショウ,식부성,shikibushou,sigbuseong
オチアイヤド,오치아이주쿠,ochiaiyado,ociaijuku
ハカタワン,하카타만,hakatawan,hakataman
テイキョウレキ,조쿄력,teikyoureki,jokyoryeog
テツドウジョウホウシステム,철도정보시스템,tetsudoujouhoushisutemu,ceoldojeongbosiseutem
アジムマチ,아지무정,ajimumachi,ajimujeong
ヒョウブショウ,병부성,hyoubushou,byeongbuseong
ヌマクママチ,누마쿠마정,numakumamachi,numakumajeong
ダイニッポンセイネントウ,대일본청년당,dainipponseinentou,daeilbonceongnyeondang
シモカワマチ,시모카와정,shimokawamachi,simokawajeong
タカシママチ,다카시마정,takashimamachi,dakasimajeong
アベノミクス,아베노믹스,abenomikusu,abenomigseu
メマンベツマチ,메만베쓰정,memanbetsumachi,memanbesseujeong
オウショウセン,왕장전,oushousen,wangjangjeon
カミナリモン,가미나리몬,kaminarimon,gaminarimon
タダノ,타다노,tadano,tadano
リュウボシセン,용성전,ryuuboshisen,yongseongjeon
コトウマチ,고토정,kotoumachi,gotojeong
クッチャロコ,굿차로호,kutcharoko,guscaroho
クママチ,구마정,kumamachi,gumajeong
ジュディ,웽,judi,weng
オング,쥬디,ongu,jyudi
マゴマサヨシ,손정의,magomasayoshi,sonjeongyi
エイサイ,에이사이,eisai,eisai
シルバー,실버,shirubā,silbeo
チャールズ,찰스,chāruzu,calseu
ペダーセン,피더슨,pedāsen,pideoseun
ハナコ,하나코,hanako,hanako
ソウギ,소기,sougi,sogi
ヨシハルイン,마쓰,yoshiharuin,masseu
カゼカオリ,후카,kazekaori,huka
キョン,쿈,kyon,kyon
ヨシムラサトエ,미무라,yoshimurasatoe,mimura
ダーブロウユウシャ,아리사,dāburouyuusha,arisa
ヒダリ,히다리,hidari,hidari
ツボミ,쓰보미,tsubomi,sseubomi
サクラダネネ,한유리,sakuradanene,hanyuri
カザマトオル,김철수,kazamatooru,gimceolsu
サトウマサオ,이훈이,satoumasao,ihuni
グレート,그레이트,gurēto,geureiteu
ムトウユウギ,유희,mutouyuugi,yuhyi
ミツオカマサミ,미즈카,mitsuokamasami,mijeuka
アシャビ,아사미,ashabi,asami
エレノア,엘리너,erenoa,elrineo
アジサト,미사토,ajisato,misato
キムカクエイ,김학영,kimukakuei,gimhagyeong
サージ,서지,sāji,seoji
ショウハク,쇼하쿠,shouhaku,syohaku
チョウシュウリョク,곽광웅,choushuuryoku,gwaggwangung
ダンカン,단칸,dankan,dankan
シブエチュウサイ,시부에추사이,shibuechuusai,sibuecusai
マドモアゼル,마드모아젤,madomoazeru,madeumoajel
リリィ,리리,ririィ,riri
ツヨシコブシ,고우켄,tsuyoshikobushi,gouken
アンマタカヨシ,출장안마,anmatakayoshi,culjanganma
ヘイゼン,헤이센,heizen,heisen
マチイヒサユキ,정건영,machiihisayuki,jeonggeonyeong
ドクター,닥터,dokutā,dagteo
ライト,라이트,raito,raiteu
トリ,토리,tori,tori
レインボー,레인보우,reinbō,reinbou
エリアナ,기리시마,eriana,girisima
パヴロワ,에리코,pavurowa,eriko
ルロオ,루로오,ruroo,ruroo
ナメカワヤスオ,강남,namekawayasuo,gangnam
ダイシ,다이시,daishi,daisi
ダンス,댄스,dansu,daenseu
ウィルソン,윌슨,wiruson,wilseun
アナレイブン,쿵링원,anareibun,kungringweon
マゴイ,쑨웨이,magoi,ssunwei
ジュンニョ,쥰뇨,junnyo,jyunnyo
カタナ,카타나,katana,katana
ユミット,위미트,yumitto,wimiteu
ヨズダー,외즈다으,yozudā,oejeudaeu
ウメザワ,우메자와,umezawa,umejawa
ドウジョウ,도노우에,doujou,donoue
チョクリン,나오미치,chokurin,naomici
カツコ,가쓰코,katsuko,gasseuko
ホンリョウ,혼료,honryou,honryo
サチシュウ,요시히데,sachishuu,yosihide
カイタケシ,시나,kaitakeshi,sina
タシゲル,시게루,tashigeru,sigeru
イタルゾウ,닷소,itaruzou,dasso
ウジャク,우자쿠,ujaku,ujaku
ケンヤ,겐야,kenya,genya
ミノリ,미노리카와,minori,minorikawa
カワノブヒデ,노부히데,kawanobuhide,nobuhide
ヒエタ,히에다노,hieta,hiedano
アレイ,아레,arei,are
ウメキ,우메키,umeki,umeki
クラユウ,구라오,kurayuu,gurao
カツノリ,가쓰노리,katsunori,gasseunori
タケハル,다케하루,takeharu,dakeharu
ウキョウ,우쿄,ukyou,ukyo
キヨカワ,기요카와,kiyokawa,giyokawa
オオスガ,오스가,oosuga,oseuga
アクサト,아구리,akusato,aguri
ユウチ,유지,yuuchi,yuji
トラノカイ,도라노스케,toranokai,doranoseuke
コッコウ,구니미쓰,kokkou,gunimisseu
リュウサトシホ,다키,ryuusatoshiho,daki
ヒロヤ,히로야,hiroya,hiroya
テラシン,데라카도,terashin,derakado
トアキラ,료,toakira,ryo
ダイセツ,다이세쓰,daisetsu,daisesseu
ヤスゲイ,아키노우미,yasugei,akinoumi
ノウミセツオ,세쓰오,noumisetsuo,sesseuo
サルワレ,신고,saruware,singo
イノサタケ,이사무,inosatake,isamu
イフク,이후쿠베,ifuku,ihukube
ブアキラ,아키라,buakira,akira
コンクラ,이마쿠라,konkura,imakura
ヨシタロウ,요시타로,yoshitarou,yositaro
ジャハナ,자하나,jahana,jahana
イブセ,이부세,ibuse,ibuse
ハラシゲル,시게루,harashigeru,sigeru
ヒラテ,히라테,hirate,hirate
ヒラウマ,헤이마,hirauma,heima
ミメイ,미메이,mimei,mimei
ミヤヒデノリ,히데노리,miyahidenori,hidenori
ホンブ,모토부,honbu,motobu
アサイサム,조유,asaisamu,joyu
カワホヅミ,호즈미,kawahodzumi,hojeumi
チョウシゲル,조모,choushigeru,jomo
マサアキラ,마사아키,masaakira,masaaki
トクトミ,도쿠토미,tokutomi,dokutomi
ソホウ,소호,sohou,soho
アイサ,아이사,aisa,aisa
ムタアキコ,아키코,mutaakiko,akiko
イヌイエ,이누이,inuie,inui
ライデン,라이덴,raiden,raiden
タツナンジ,타쓰미,tatsunanji,tasseumi
ヨウダケ,히로타카,youdake,hirotaka
ナルクン,요시히로,narukun,yosihiro
ナオミチ,나오미치,naomichi,naomici
イモチ,이보,imochi,ibo
ヨシエ,요시에,yoshie,yosie
ヒロシダカ,히로타카,hiroshidaka,hirotaka
ミネミユキ,미네,minemiyuki,mine
ヒロシタダ,유이,hiroshitada,yui
ハマナカ,하마나카,hamanaka,hamanaka
コウナイ,고치,kounai,goci
アサゴエ,아사고에,asagoe,asagoe
カワトウハク,도하쿠,kawatouhaku,dohaku
モリウチ,모리우치,moriuchi,moriuci
ツギオ,쓰기오,tsugio,sseugio
エイリュウ,히데타쓰,eiryuu,hidetasseu
ミヤオ,미야오,miyao,miyao
ケンモツ,겐모쓰,kenmotsu,genmosseu
マブン,마부니,mabun,mabuni
ニンケンサカエ,겐에이,ninkensakae,genei
ミヤダイラ,미야히라,miyadaira,miyahira
ナスエ,다메스에,nasue,dameseue
モリオ,모리오,morio,morio
ミッシェル,미셸,missheru,misyel
ワカタ,와카타,wakata,wakata
ホシイズル,호시데,hoshiizuru,hoside
ミヤノヤツ,미야타니,miyanoyatsu,miyatani
ブヤスオ,야스오,buyasuo,yaseuo
ヒサトシ,구리,hisatoshi,guri
コマタ,코마타,komata,komata
ノムラヨロズヒトシ,만사이,nomurayorozuhitoshi,mansai
デメ,데메,deme,deme
スウデン,스덴,suuden,seuden
ミチガミ,미치가미,michigami,micigami
ゴーマンビ,미키,gōmanbi,miki
チョクシ,데시가하라,chokushi,desigahara
ジョウキチ,조키치,joukichi,jokici
スエオ,스에오,sueo,seueo
ガッツ,갓츠,gattsu,gasceu
ソウメイ,소메이,soumei,somei
ナンポ,난포,nanpo,nanpo
イトス,이토스,itosu,itoseu
ヤスツネ,안코,yasutsune,anko
モロノブ,모로노부,moronobu,moronobu
サカクラ,사카쿠라,sakakura,sakakura
トサ,도사,tosa,dosa
ジュンヒロシ,노부히로,junhiroshi,nobuhiro
イチダ,이치다,ichida,icida
モリアゲ,모리가미,moriage,morigami
ゼンマモル,요시에,zenmamoru,yosie
ビザン,비잔,bizan,bijan
カワハラアオフウ,소후,kawaharaaofuu,sohu
オオトリジョウ,고카미,ootorijou,gokami
ヒサゴ,구고,hisago,gugo
スナダ,스나다,sunada,seunada
ミマ,비바,mima,biba
マキカイ,신스케,makikai,sinseuke
ツツミツヨシ,쓰쓰미,tsutsumitsuyoshi,sseusseumi
キシガミ,기시노우에,kishigami,gisinoue
カマキチ,가마키치,kamakichi,gamakici
ヒムロ,히무로,himuro,himuro
マンショ,만쇼,mansho,mansyo
サンヤ,야마타니,sanya,yamatani
ヤマザ,야마자,yamaza,yamaja
エンジロウ,엔지로,enjirou,enjiro
ミギワオンナ,데이조,migiwaonna,deijo
ユキオット,유키오,yukiotto,yukio
トノイケ,도노이케,tonoike,donoike
キョライ,교라이,kyorai,gyorai
ススムカイ,신스케,susumukai,sinseuke
ヤナギテイ,다네히코,yanagitei,danehiko
タネヒコ,류테이,tanehiko,ryutei
セキカズ,세키와,sekikazu,sekiwa
キミョウ,아키라,kimyou,akira
キタモリ,기타,kitamori,gita
カワテ,가와테,kawate,gawate
ミトヨ,미토요,mitoyo,mitoyo
コメタニ,마이타니,kometani,maitani
ミク,요시히사,miku,yosihisa
エンヤカタ,엔다테,enyakata,endate
キム,킨,kimu,kin
ハニヤ,하니야,haniya,haniya
ユウダカ,유타카,yuudaka,yutaka
ツネアサ,쓰네토모,tsuneasa,sseunetomo
ハケイ,나미가타,hakei,namigata
ジュンリ,준리,junri,junri
オカタ,오가타,okata,ogata
ヨリユキノリ,요시쓰네,yoriyukinori,yosisseune
ゴキ,미키모토,goki,mikimoto
モトコウキチ,고키치,motokoukichi,gokici
オトヒコ,오토히코,otohiko,otohiko
キヌエ,기누에,kinue,ginue
メト,메도루마,meto,medoruma
マシュン,슌,mashun,syun
カメクラ,가메쿠라,kamekura,gamekura
サダアカツキ,사다아키,sadaakatsuki,sadaaki
イケナカ,이케나카,ikenaka,ikenaka
トシロウ,도시로,toshirou,dosiro
イシウチ,이시우치,ishiuchi,isiuci
アユウコ,아유코,ayuuko,ayuko
ナガト,나가토,nagato,nagato
マック,맥,makku,maeg
マツゾノ,우에무라,matsuzono,uemura
ヤスキチ,안키치,yasukichi,ankici
アギ,아키,agi,aki
ホリタツ,호리,horitatsu,hori
ミズト,미즈토,mizuto,mijeuto
アクア,아쿠아,akua,akua
タニアンナ,안나,tanianna,anna
ジュリン,아기,jurin,agi
ベイ,요네,bei,yone
デキ,데키스키,deki,dekiseuki
レイハナ,아야카,reihana,ayaka
イマアサコ,게사코,imaasako,gesako
ツネシ,쓰네후미,tsuneshi,sseunehumi
ジョウヒカリ,조코,jouhikari,joko
ヤブシタ,야부시타,yabushita,yabusita
クニハハ,고쿠보,kunihaha,gokubo
カイコウ,가이코,kaikou,gaiko
ジェイアール,제이아르,jeiāru,jeiareu
ウチカオル,가오루,uchikaoru,gaoru
ジンマク,진마쿠,jinmaku,jinmaku
マンサク,만사쿠,mansaku,mansaku
サド,사도,sado,sado
ユウヒ,유히,yuuhi,yuhi
サエコウ,사야카,saekou,sayaka
ケンヒロシ,다카키,kenhiroshi,dakaki
ユメハナ,사하라,yumehana,sahara
アイヶセ,아이가세,aiヶse,aigase
リョウジ,류지,ryouji,ryuji
マサナ,마사나,masana,masana
ボクゾウ,보쿠소,bokuzou,bokuso
マツトモ,마쓰모토,matsutomo,masseumoto
ヨシサキ,미사키,yoshisaki,misaki
アキラノリ,아키노리,akiranori,akinori
ワカ,와카,waka,waka
サワマツ,사와마쓰,sawamatsu,sawamasseu
カシノ,카시노,kashino,kasino
ニシカク,니시카도,nishikaku,nisikado
イシオカ,이시오카,ishioka,isioka
キヨシコレ,스미유키,kiyoshikore,seumiyuki
カツノ,카츠노,katsuno,kaceuno
マタジロウ,마타지로,matajirou,matajiro
タカシアキラ,미쓰아키,takashiakira,misseuaki
ウザキ,우자키,uzaki,ujaki
リュウワラベ,류도,ryuuwarabe,ryudo
チョコボール,초코볼,chokobōru,cokobol
ヒロミチ,히로미치,hiromichi,hiromici
ミエ,요시에,mie,yosie
シバヤマ,시바야마,shibayama,sibayama
シュウツツミ,히데카네,shuutsutsumi,hidekane
カクノ,가도노,kakuno,gadono
カワミヤコウジジョオウ,여왕,kawamiyakoujijoou,yeowang
アラマサル,아라카쓰,aramasaru,arakasseu
ブンサク,분사쿠,bunsaku,bunsaku
タケユタカ,타케,takeyutaka,take
オカマツ,오카마쓰,okamatsu,okamasseu
チュウバチ,주바치,chuubachi,jubaci
ラサール,라,rasāru,ra
アブラヤ,아부라야,aburaya,aburaya
タカハシ,유,takahashi,yu
カド,가토,kado,gato
ホマレオット,다카오,homareotto,dakao
ニンケンカズ,겐와,ninkenkazu,genwa
ナリヒサ,기타시라카와,narihisa,gitasirakawa
オウヒフサコナイシンノウ,후사코,ouhifusakonaishinnou,husako
アリウミ,우미,ariumi,umi
フカノ,후카노,fukano,hukano
ムタナオコ,나오코,mutanaoko,naoko
オツジ,오쓰지,otsuji,osseuji
サキガケエビス,가이이,sakigakeebisu,gaii
ハヤシタロウ,다로,hayashitarou,daro
ヨサトル,료우고,yosatoru,ryougo
アリサカ,아리사카,arisaka,arisaka
オオウエ,오우에,ooue,oue
エイヒメ,에이히,eihime,eihi
カゼタロウ,후타로,kazetarou,hutaro
ヒロシアツシ,히로아쓰,hiroshiatsushi,hiroasseu
イシノ,이시노,ishino,isino
タッキュウ,탓쿄,takkyuu,taskyo
トチヒガシ,도치아즈마,tochihigashi,dociajeuma
ダイヒロシ,다이스케,daihiroshi,daiseuke
キタオ,기타오,kitao,gitao
ハナミキシ,간지,hanamikishi,ganji
ツネコ,쓰네코,tsuneko,sseuneko
サンヤミギエモン,다니에몬,sanyamigiemon,daniemon
タニカゼ,다니카제,tanikaze,danikaje
カジノスケ,가지노스케,kajinosuke,gajinoseuke
シガノスケ,시가노스케,shiganosuke,siganoseuke
ユウヨシコ,유미코,yuuyoshiko,yumiko
フタバ,후타바야마,futaba,hutabayama
ヤマサダツギ,사다지,yamasadatsugi,sadaji
イマダ,이마다,imada,imada
キンサクラ,고토자쿠라,kinsakura,gotojakura
キヨオカ,기요오카,kiyooka,giyooka
アホ,아보,aho,abo
タケタカシ,타케루,taketakashi,takeru
テッシュウ,뎃슈,tesshuu,dessyu
エイエン,토와,eien,towa
ケイタマ,케이쥬,keitama,keijyu
コウヒロシ,다카히로,kouhiroshi,dakahiro
イシクラ,이시쿠라,ishikura,isikura
キタオカ,기타오카,kitaoka,gitaoka
ササヌマ,사사누마,sasanuma,sasanuma
ツネノハナ,쓰네노하나,tsunenohana,sseunenohana
オクイズミ,오쿠이즈미,okuizumi,okuijeumi
ヨシミヨウ,요시히로,yoshimiyou,yosihiro
カザト,가자토,kazato,gajato
ツジアキラ,쓰지,tsujiakira,sseuji
トラシゲル,노부토모,torashigeru,nobutomo
トミサク,도미사쿠,tomisaku,domisaku
ミルク,밀크,miruku,milkeu
フカホリ,후카보리,fukahori,hukabori
ヒガシワレ,토고,higashiware,togo
ヨネジロウ,노구치,yonejirou,noguci
アカソ,아카소후,akaso,akasohu
アキラキョウ,아키노리,akirakyou,akinori
ヨネナガ,요네나가,yonenaga,yonenaga
レイラニ,레이라니,reirani,reirani
トモロヲ,도모로,tomorowo,domoro
ツネアリ,쓰네아리,tsuneari,sseuneari
ハヤシフミコ,후미코,hayashifumiko,humiko
エキ,스스무,eki,seuseumu
ケンフトシサエモン,곤다자에몬,kenfutoshisaemon,gondajaemon
カナヤマ,가나야마,kanayama,ganayama
カシヒガシ,아키라,kashihigashi,akira
チバナ,지바나,chibana,jibana
アサシン,조신,asashin,josin
カクバリ,가쿠바리,kakubari,gakubari
ムネヒサ,소큐,munehisa,sokyu
アワナカ,단나카,awanaka,dannaka
ケイハル,타카하루,keiharu,takaharu
ホウガイ,호가이,hougai,hogai
マダイ,마사히로,madai,masahiro
ユザキ,유자키,yuzaki,yujaki
サワマサル,마사루,sawamasaru,masaru
マオト,마온,maoto,maon
イケナミ,이케나미,ikenami,ikenami
タケハナ,다케하나,takehana,dakehana
カワカネタケ,카네타케,kawakanetake,kanetake
トイイ,히노이,toii,hinoi
ノブカネ,노부카네,nobukane,nobukane
リョウイサム,이사무,ryouisamu,isamu
オリハラ,오바라,orihara,obara
タケザイ,타케자이,takezai,takejai
テルユキスケ,테루노수케,teruyukisuke,terunosuke
イチロウ,이치로,ichirou,iciro
シマタダシ,시마,shimatadashi,sima
モトヒコ,모토히코,motohiko,motohiko
ハヤシトシナリ,도시나리,hayashitoshinari,dosinari
タワラヨロズ,다와라,tawarayorozu,dawara
ウラホン,우라모토,urahon,uramoto
ケンシ,겐지,kenshi,genji
ショウカタ,마사노리,shoukata,masanori
クサタオ,구사타오,kusatao,gusatao
マロアカ,마로,maroaka,maro
ハタシン,쇼신,hatashin,syosin
チュウネガイ,주간지,chuunegai,juganji
テラユウキチ,유키치,terayuukichi,yukici
トチギ,도치기야마,tochigi,docigiyama
トチノウミ,도치노우미,tochinoumi,docinoumi
