глюкоза,グリュコーザ,glyukoza
сиреники,シレニキ,sireniki
ситка,シトカ,sitka
союз,ソユーズ,soyuz
скирманово,スキルマノヴォ,skirmanovo
сестра,シマイオカ,sestra
сеща,セシャ,seshcha
сибилев,シビレフ,sibilev
софтклаб,ソフトクラブ,softklab
стёпанцево,スティオパンセヴォ,styopancevo
спутник,スプートニク,sputnik
сосновая,ソスノーヴァヤ,sosnovaya
бисер,ビーセル,biser
текие,シャー,tekie
шахали,アリー,shahali
хана,ハンビョウ,hana
тайнинское,タイニンスコエ,tayninskoe
тайницкая,タイニツカヤ,taynickaya
тинди,ティンディ,tindi
талон,タロン,talon
столбчатый,ザイモクイワサキ,stolbchatyy
столыпино,ストリーピノ,stolypino
тамбурин,タンブリン,tamburin
тихоокеанская,チーホオケアンスカヤ,tihookeanskaya
стрелок,ストレロークワン,strelok
таранай,タラナイ,taranay
третья,テルティア,tretya
терскол,テルスコル,terskol
тарбагатай,タルバガタイ,tarbagatay
токкари,トッカリ,tokkari
технопромэкспорт,テクノプロメックスポート,tehnopromeksport
триумф,ダイショウリショウ,triumf
тарховка,タルホフカ,tarhovka
тропа,グロト,tropa
голицына,ゴリツィナ,golicyna
тимково,チムコヴォ,timkovo
томский,トムスク,tomskiy
тимошенко,ティモシェンコ,timoshenko
туголесский,トゥゴレッスキー,tugolesskiy
тузлуков,トゥスルコフ,tuzlukov
торнадо,タルナード,tornado
тоя,トーヤ,toya
травино,トラヴィノ,travino
угловое,ウグロヴォエ,uglovoe
транстелеком,トランステレコム,transtelekom
тульский,トゥーラ,tulskiy
туманово,トゥマノヴォ,tumanovo
трамвайнотроллейбусное,ロメンデンシャ,tramvaynotrolleybusnoe
управление,トロリーバスカンリコウシャ,upravlenie
турана,トゥラナサンミャク,turana
ульяновский,ウリヤノフスク,ulyanovskiy
уляп,ウリャプ,ulyap
федоскино,フェドスキノ,fedoskino
фелисово,フェリソヴォ,felisovo
уральская,ウラル,uralskaya
сталь,スチール,stal
физматлит,フィズマトギス,fizmatlit
утта,ウッタ,utta
уфимский,ウファ,ufimskiy
фонталовская,フォンタロフスカヤ,fontalovskaya
ухтома,ウフトマ,uhtoma
фроловское,フローロフスコエ,frolovskoe
фёдоровский,フョードロフスキー,fyodorovskiy
химкинский,ヒムキ,himkinskiy
цуриб,ツリブ,curib
ханкала,ハンカラ,hankala
художественная,フドージェストヴェンナヤ,hudozhestvennaya
литература,リテラトゥーラ,literatura
харасавэй,カラザウェイ,harasavey
цаган,ツァガン,cagan
челобитьево,チェロビトエヴォ,chelobitevo
централ,セントラル,central
партнершип,パートナーシップ,partnership
ченцы,チェンツィ,chency
чижево,チジョヴォ,chizhevo
шарой,シャロイ,sharoy
чисмена,チスメナ,chismena
червлённая,チェルヴリョーンナヤ,chervlyonnaya
чистоводное,チストヴォドナヴェ,chistovodnoe
шаховское,シャホブスコエ,shahovskoe
хохлаоя,ホフラオヤ,hohlaoya
шахтинский,シャフティ,shahtinskiy
шебунино,シェブニノ,shebunino
чернецов,チェルネツォフ,chernecov
чернолесское,チェルノレススコエ,chernolesskoe
шонга,ションガ,shonga
чертаново,チェルタノヴォ,chertanovo
чертково,チェルトコヴォ,chertkovo
чёрный,チョールヌイ,chyornyy
шалаш,シャラシュ,shalash
ленина,レーニナ,lenina
юхово,ユコボ,yuhovo
яблочное,ヤブロチヌイ,yablochnoe
ярославский,ヤロスラヴリ,yaroslavskiy
явгес,ヤフゲス,yavges
шолоховский,ショーロホフスキー,sholohovskiy
языково,ハンバ,yazykovo
эзоп,エゾプサン,ezop
элин,エリン,elin
койла,コイラ,koyla
касвера,カスヴェラ,kasvera
молькин,モルキン,molkin
кавра,カヴラ,kavra
икар,イカルコウクウ,ikar
комиавиатранс,コミアヴィアトランス,komiaviatrans
китат,キタット,kitat
катат,カタット,katat
музыка,ミュージック,muzyka
эхаби,エハビ,ehabi
пригородное,カディコイ,prigorodnoe
красавиа,クラスアビア,krasavia
петсамо,ペツァモ,petsamo
курганмашзавод,クルガンキカイコウジョウ,kurganmashzavod
афонина,アフォニーナ,afonina
электроноргтехника,ガイコクボウエキキョウカイ,elektronorgtehnika
шотогорка,ショトゴルカ,shotogorka
молл,モール,moll
сабеттаяха,サベッタヤカ,sabettayaha
антонов,アントーノフ,antonov
ягодное,ヤゴドノエ,yagodnoe
нембас,ネンバス,nembas
лодозера,ラドゼラ,lodozera
сылога,シロガ,syloga
гранаткина,グラナトキンコクサイフットボールトーナメント,granatkina
литозера,リトゼラ,litozera
шелекша,シェレクシャ,sheleksha
пильменьга,ピルメンガ,pilmenga
косвей,コスヴェイ,kosvey
рапина,ラピナ,rapina
староверка,スタロヴェルカ,staroverka
билярск,ビリャルスク,bilyarsk
хата,ハータ,hata
шилмуша,シルムシャ,shilmusha
нелда,ネルダ,nelda
муксора,ムクソラ,muksora
сормово,ソルモヴォヒコウジョウ,sormovo
варфоломеевка,ヴァルフォロメエフカ,varfolomeevka
вега,ベガラジオエンジニアリング,vega
младороссы,ムラドロッシ,mladorossy
авиалинии,エアウェイズ,avialinii
ука,ウカ,uka
красково,クラスコボ,kraskovo
прапорщик,キシュ,praporshchik
прасковеевка,プラスコヴェエフカ,praskoveevka
енисей,エニセイ,enisey
келколово,ケルコルヴォ,kelkolovo
щукинское,オンホラコ,shchukinskoe
аккани,アッカニ,akkani
глубокий,グルボキー,glubokiy
средний,スレドニー,sredniy
сапач,サパチ,sapach
лапа,ラパ,lapa
нема,ネマ,nema
посольское,ポソリスコエ,posolskoe
кидеганис,キデガンオネ,kideganis
тавра,タヴラ,tavra
корга,コルガ,korga
ляхи,リャーヒ,lyahi
семенова,セメノワ,semenova
баранцево,バランツェヴォ,barancevo
помеловка,ポメロフカ,pomelovka
извоз,イズヴォス,izvoz
надовражино,ナドヴラジュノ,nadovrazhino
косулино,コスリノ,kosulino
танда,タンダ,tanda
таксимо,タクシモ,taksimo
тройка,トロイカカード,troyka
кроуновка,クロウノフカ,krounovka
волково,ヴォルコヴォ,volkovo
спасское,スパッスコエ,spasskoe
федосова,フェドソワ,fedosova
усманова,ウスマン,usmanova
пуциловка,プツィロフカ,pucilovka
журавлева,ジュラヴリョーワ,zhuravleva
дютьково,デューティコヴォ,dyutkovo
завражье,ザヴラジェ,zavrazhe
диссернет,ディザーネット,dissernet
война,ウクライナトウブフンソウ,voyna
алабино,アラビノ,alabino
акулово,アクロヴォ,akulovo
комаровка,コマロフカ,komarovka
котик,コティク,kotik
наумовская,ナウモフスカヤ,naumovskaya
горы,ゴールィ,gory
апсуа,アプスワ,apsua
уссуна,ウシュナ,ussuna
промежицы,プロメジツァ,promezhicy
ананкино,アナンキノ,anankino
тетерино,チェチェリノ,teterino
саккало,サッカロ,sakkalo
дуреевская,ドゥリーエフスカヤ,dureevskaya
ивановская,イヴァノフスカヤ,ivanovskaya
хрущёво,フルシチョヴォ,hrushchyovo
гонгота,ゴンゴタ,gongota
селищево,セリシチェヴォ,selishchevo
мелиховская,メリホフスカヤ,melihovskaya
инюшинская,イニュシンスカヤ,inyushinskaya
бузец,ブジェッツ,buzec
минино,ミニノ,minino
монастырщино,モナスツィルシノ,monastyrshchino
клязьма,クリャージマ,klyazma
варюковка,ヴァリュコフカ,varyukovka
митинская,ミチンスカヤ,mitinskaya
климовская,クリモフスカヤ,klimovskaya
воймежный,ヴォイメシュニー,voymezhnyy
никитинская,ニキチンスカヤ,nikitinskaya
красные,クラースニー,krasnye
орлы,オルリー,orly
вяхирево,ヴャヒレヴォ,vyahirevo
олимпия,オリンピア,olimpiya
горяновская,ゴリャノフスカヤ,goryanovskaya
городищенское,ゴロディシチエコ,gorodishchenskoe
рэкс,レックス,reks
онежское,オネガ,onezhskoe
поморье,ポモリエコクリツコウエン,pomore
лешниково,レシュニコーヴォ,leshnikovo
лимпопо,リンポポドウブツエン,limpopo
курьяниха,クリャニハ,kuryaniha
левинская,レヴィンスカヤ,levinskaya
пулковское,プルコヴォ,pulkovskoe
лузгарино,ルズガリーノ,luzgarino
осановодубовое,オサノヴォ,osanovodubovoe
туголес,トゥゴレス,tugoles
седанка,セダンカ,sedanka
петровка,ペトロフカ,petrovka
харинская,ハリンスカヤ,harinskaya
посёлок,ポショーロク,posyolok
леспромхоза,レスプロムホーザ,lespromhoza
семёновская,セミョノフスカヤ,semyonovskaya
семёновский,セミョノフスキー,semyonovskiy
сидоровская,シドロフカヤ,sidorovskaya
станции,スタンツィー,stancii
осаново,オサノヴォ,osanovo
правая,プラバヤ,pravaya
стенинская,ステニンスカヤ,steninskaya
сула,スラコ,sula
арино,アリノ,arino
староселье,スタロセリエ,starosele
кавказский,カフカスキー,kavkazskiy
узел,ウゼル,uzel
лазарево,ラザレヴォ,lazarevo
капасово,カパソヴォ,kapasovo
бала,バラ,bala
карнеги,センター,karnegi
сила,シラコウクウ,sila
скобельцыно,スコベリツィノ,skobelcyno
починки,ポチンキ,pochinki
дворниково,ドヴォルニコヴォ,dvornikovo
семик,セミーク,semik
николаевка,ニコラエフカ,nikolaevka
скляево,スクリャエヴォ,sklyaevo
ушакова,メダル,ushakova
русалии,ルサリ,rusalii
московское,ラジオ,moskovskoe
алашайка,アラシャイカ,alashayka
бахново,バフノヴォ,bahnovo
бахтызино,バフティーズィノ,bahtyzino
алексеевка,アレクセーエフカ,alekseevka
гнездилова,グネズディロワ,gnezdilova
макаровка,マカル,makarovka
здравница,ズドラフニツァ,zdravnica
куркиёки,クルキヨキ,kurkiyoki
