김일,金日
아리랑정보도서관,阿里郎资讯图书馆
양평초등학교,杨平初等学校
용인대덕중학교,龙仁大德中学校
천보중학교,天宝中学校
양양향교,襄阳鄕校
영월향교,宁越鄕校
원주향교,原州鄕校
정선향교,旌善鄕校
연산중학교,莲堤中学校
용인백현중학교,龙仁栢岘国中
원주여자중학교,原州女子中学校
진광중학교,真光中学校
평촌중학교,坪村中学校
고양중학교,高阳中学校
광동중학교,光东中学校
광주북성중학교,光州北城中学校
꿈빛도서관,梦想图书馆
대곶중학교,大串中学校
도촌중학교,岛村中学校
국립한글박물관,国立韩文博物馆
보문사,普门寺
결성향교,结城鄕校
서울영도초등학교,永都初等学校
다온중학교,道恩中学校
인천송림초등학교,仁川松林初等学校
임성중학교,任城中学校
자유수호평화박물관,自由守护和平博物馆
단구중학교,丹邱中学校
문막중학교,文幕中学校
수성중학교,水城中学校
신송중학교,新松中学校
남춘천초등학교,南春川初等学校
비아중학교,飞鸦中学校
부산서중학교,釜山西中学校
애니메이션박물관,春川动漫博物馆
중앙초등학교,春川中央初等学校
문흥동,文兴洞
경산중학교,庆山中学校
백령면,白翎面
친박,亲朴
신리초등학교,新里初等学校
신복초등학교,新卜初等学校
휘경중학교,徽庆中学校
광주동명중학교,光州东明中学校
남양주양지초등학교,南杨州阳地初等学校
서울치현초등학교,首尔雉岘初等学校
서울휘경초등학교,首尔徽庆初等学校
장덕중학교,长德中学校
저동중학교,苎洞中学校
정자중학교,亭子中学校
지도중학교,知道中学校
지산중학교,芝山中学校
서울유현초등학교,首尔龙文高等学校
강릉향교,江陵乡校
세종초등학교,世宗初等学校
제천여자중학교,堤川女子中学校
경산자인단오제,庆山慈仁端午祭
광안중학교,广安中学校
금명중학교,金明中学校
각리중학교,角里中学校
대성동고분박물관,大城洞古坟博物馆
대전송촌초등학교,大田宋村初等学校
산운초등학교,山云初等学校
산의초등학교,山义国小
상명초등학교,祥明初等学校
서울환경영화제,首尔环境电影节
서광초등학교,瑞光初等学校
철원향교,铁原鄕校址
홍천향교,洪川乡校
화천향교,华川鄕校
횡성향교,横城鄕校
양지초등학교,阳地初等学校
역곡중학교,驿谷中学校
오남중학교,梧南中学校
현대약품,现代药品
능내초등학교,陵内初等学校
서울북가좌초등학교,首尔北加佐初等学校
서울신우초등학교,首尔信友初等学校
서울용강초등학교,首尔龙江初等学校
춘천교육대학교부설초등학교,春川教育大学附设初等学校
운중중학교,云中中学校
아산향교,牙山鄕校
예산향교,礼山鄕校
오천향교,鳌川鄕校
온양향교,温阳鄕校
정산향교,定山鄕校
충주향교,忠州鄕校
당진향교,唐津鄕校
청양향교,靑阳鄕校
청풍향교,淸风鄕校
태안향교,泰安鄕校
해미향교,海美鄕校
해양경비안전본부,海洋警备安全本部
분포초등학교,釜山盆浦中学校
인천보호관찰소,仁川保护观察所
근정훈장,勤政勋章
고반대,考槃台
남성초등학교,南城初等学校
국방백서,韩国国防白皮书
서해금빛열차,西海金光列车
풍산초등학교,枫山初等学校
하북초등학교,下北初等学校
신성중학교,新星中学校
홍주향교,洪州鄕校
옥류각,玉溜阁
옥천초등학교,玉川初等学校
원미중학교,远美中学校
원평중학교,垣坪中学校
은계중학교,银溪中学校
대전전민초등학교,大田田民初等学校
수미초등학교,水美初等学校
남포향교,蓝捕鄕校
대흥향교,大兴鄕校
덕산향교,德山鄕校
면천향교,沔川鄕校
보령향교,保宁鄕校
봉암사,凤岩寺
서산향교,瑞山鄕校
신창향교,新昌鄕校
중흥동,中兴洞
풍향동,豊鄕洞
인천부평초등학교,仁川富平初等学校
하남동,长德洞
한국만화박물관,韩国漫画博物馆
대청초등학교,大靑初等学校
충무초등학교,忠武初等学校
포항초등학교,浦项国民学校
서울신도초등학교,首尔新道初等学校
서울흑석초등학교,首尔黑石初等学校
서원초등학교,书院初等学校
덕산초등학교,德山初等学校
울산대교,蔚山大桥
한국국토정보공사,韩国国土情报公社
냉천초등학교,冷泉初等学校
농서초등학교,农西初等学校
능곡초등학교,陵谷初等学校
대곶초등학교,大串初等学校
순천조례초등학교,顺天照礼初等学校
미사동,渼沙洞
오목대,梧木台
운양동,云阳洞
영화사,永华寺
총경,总警
침괘정,枕戈亭
청계중학교,清溪中学校
화홍초등학교,华虹初等学校
신금초등학교,新金初等学校
아인초등학교,衙仁初等学校
흥해초등학교,兴海初等学校
한국조세재정연구원,韩国租税财政硏究院
수원광교박물관,水原光教博物馆
비안향교,比安鄕校
산본초등학교,山本初等学校
택지돈대,后崖墩台
홍천초등학교,洪川初等学校
서울우암초등학교,首尔牛岩初等学校
성남신기초등학교,城南新基初等学校
강진향교,康津鄕校
고령향교,高灵鄕校
곡란초등학교,高兰初等学校
곡성향교,谷城鄕校
곤양향교,昆阳鄕校
관모초등학교,冠帽初等学校
광양향교,光阳鄕校
광주화정초등학교,花亭国小
수도국제대학원대학교,首都国际大学院大学校
안양부안초등학교,安养富安初等学校
하이그라운드,高价
경무관,警务官
광주학강초등학교,光州鹤岗初等学校
정림초등학교,正林初等学校
박정희체육관,朴正熙体育馆
들꽃영화상,野花电影赏
동복향교,同福鄕校
염포초등학교,盐浦初等学校
덕명초등학교,德明初等学校
강구초등학교,江口初等学校
녹수초등학교,绿树初等学校
둔산선사유적지,大田屯山先史遗迹地
여군특임중대,女军特别任务连
보성향교,宝城鄕校
순흥향교,顺兴鄕校
언양향교,彦阳鄕校
여수향교,丽水鄕校
용궁향교,龙宫鄕校
인천건지초등학교,仁川干地初等学校
무안향교,务安鄕校
응봉초등학교,鹰峰初等学校
이리북초등학교,里里北初等学校
인제향교,麟蹄鄕校
구례향교,求礼鄕校
군위향교,军威鄕校
근화초등학교,槿花初等学校
금정체육관,金井体育馆
능주향교,绫州鄕校
대정향교,大静鄕校
돌산향교,突山鄕校
상록수체육관,常绿树体育馆
서룡초등학교,瑞龙初等学校
한림초등학교,翰林初等学校
기장향교,机张鄕校
나포초등학교,罗浦初等学校
낙안향교,乐安鄕校
남부초등학교,南部初等学校
남양주양정초등학교,南杨州养正初等学校
책임읍면동제,责任邑面洞制
통영초등학교,统营初等学校
한양도성박물관,汉阳都城博物馆
세미원,洗美苑
월곶동,月串洞
몬국경일,孟国庆
제일초등학교,荠日初等学校
지도향교,智岛鄕校
진도향교,珍岛鄕校
진보향교,真宝鄕校
창평향교,昌平鄕校
장현초등학교,长岘初等学校
정암초등학교,情岩初等学校
정자초등학교,亭子初等学校
화성청계초등학교,清溪初等学校
청송향교,靑松鄕校
위례동,慰礼洞
통,统
평원초등학교,平原初等学校
부산국제코미디페스티벌,釜山国际喜剧节
연산초등학교,莲山初等学校
영광향교,灵光鄕校
영동향교,永同鄕校
영암향교,灵岩鄕校
영양향교,英阳鄕校
예안향교,礼安鄕校
예천향교,醴泉鄕校
국가배상법,国家赔偿法
병역법,大韩民国兵役法
옥길중학교,玉吉中学校
인천가정법원,仁川家事法院
개운포성지,开云浦城址
국군부산병원,国军釜山医院
지상작전사령부,大韩民国地上作战司令部
자인향교,慈仁鄕校
장기향교,长鬐鄕校
전주서문초등학교,全州西门初等学校
정의향교,旌义鄕校
동피랑마을,东悬崖村
서탄초등학교,西炭初等学校
와온해변,卧温海岸
국립부산과학관,国立釜山科学馆
수복지구임시행정조치법,收复地区临时行政措置法
하양향교,河阳鄕校
한얼초등학교,韩立初等学校
함평향교,咸平鄕校
홍남초등학교,洪南初等学校
서울국제여성영화제,首尔国际女性电影节
화도돈대,花岛墩台
황해도지사,黄海道知事
전쟁과여성인권박물관,战争与女性人权博物馆
퇴계선생문집,退溪先生文集
평내호평,坪内好坪
서울중랑초등학교,中浪初等学校
세도초등학교,世道初等学校
수봉정,秀峰亭
고봉국사주자원불,高峰国师厨子愿佛
광교호수공원,光教湖水公园
평촌중앙공원,平村中央公园
경기철도,京畿铁道
남한강초등학교,南汉江初等学校
덕평자연휴게소,德坪自然休憩所
흥인지문공원,东大门城墎公园
무태돈대,无殆墩台
보현산천문대,普贤山天文台
제육볶음,韩式辣炒猪肉
염곡동,廉谷洞
서울수색초등학교,首尔水色初等学校
서울석관초등학교,首尔石串初等学校
광교차량사업소,光教车辆基地
경기도미술관,京畿道美术馆
난지한강공원,兰芝汉江公园
반고서원유허비,槃皐书院遗墟碑
진실주집,真实珠集
용궁사,龙宫寺
경의선숲길,京义线森林公园
쟈니브로스,洪文基
무악재,毋岳岭
보라매공원,猎鹰公园
근흥면,近兴面
아미동,峨嵋洞
초읍동,草邑洞
압량면,押梁面
안평면,安平面
역북동,驿北洞
안덕면,安德面
지보면,知保面
갑곳돈대,甲串墩台
춘의동,春衣洞
행주동,幸州洞
교태전,交泰殿
동원전력사령부,大韩民国陆军动员战力司令部
신관동,新官洞
도주관,道州馆
건국실천원양성소,建国实践员养成所
대한민국청소년영화제,大韩民国青少年电影节
노원을지대학교병원,芦原乙支大学医院
한국뮤지컬어워즈,韩国音乐剧大赏
송호유집,松壕遗集
오스카이엔티,奥斯卡娱乐
해미국제성지,海美殉教圣地
한신공영,韩信工程建设
북한인권법,北韩人权法案
관세음보살예문,观世音菩萨礼文
서울추모공원,首尔追慕公园
사호집,沙湖集
급암선생시집,及庵先生诗集
조선요리제법,朝鲜料理制法
한양대학교병원,汉阳大学附设医院
한국보건산업진흥원,韩国健康产业振兴院
해강도자미술관,海刚陶瓷美术馆
중앙직업전문학교,中央职业专门学校
선성현객사,宣城县客舍
만안교,万安桥
특별시장,特别市市长
광역시장,广域市市长
서울회생법원,首尔重整法院
은적암,隐寂庵
안성객사,安城客舍
전라북도립여성중고등학교,全北特别自治道立女性中高等学教
한반도미래연합,韩半岛未来联合
서울시립과학관,首尔市立科学馆
서울식물원,首尔植物园
우리미래,我们未来
올림픽홀,奥林匹克厅
청량신호소,青良信号所
수성못,寿城池
오류왕길동,梧柳洞
대한컬링경기연맹,大韩冰壶联盟
동아디지털미디어센터,东亚数字媒体中心
동아미디어센터,东亚媒体中心
다다익선,多多益善
김포골드라인운영,金浦金色线运营
낙안객사,乐安客舍
지사,道知事
특별자치시장,特别自治市长
경국대전,经国大典
포항가속기연구소는,韩国浦项加速器实验室
쌍룡훈련,双龙演习
대한불교진각종,大韩佛教真觉宗
가평향교,加平鄕校
죽수서원,竹树书院
서울특별시의원,首尔市议员
서울특별시구청장,首尔市区长
용인향교,龙仁鄕校
위수령,卫戍令
오리온그룹,好丽友
화암서원,华岩书院
상주향청,尙州鄕厅
진천국가대표선수촌,镇川国家代表选手村
군사안보지원사령부,韩国国军防谍司令部
경주간묘,庆州谏墓
고덕대교,高德大桥
동국사략,东国史略
부산광역시시의원,釜山广域市区议员
근사록,近思录
관동창의록,关东倡义录
충청일보,忠清日报
개원사지,开元寺址
국가전거,韩国国立中央图书馆权威档案
부나원루,浮罗院楼
울산광역시의원,蔚山广域市议员
강원도의원,江原道议员
세종특별자치시의원,世宗特别自治市议员
