hebe,ɛbɛ
trabiju,tɾɐbiʒu
coromandel,koɾomɐndɛl
fama,fɐmɐ
urussanga,uɾuʃsɐnɡɐ
treviso,tɾɛvizo
xanxerê,ʃɐnksɛɾe
anitápolis,ɐnitapoliʃ
angelina,ɐnʒɛlinɐ
turiúba,tuɾiẃbɐ
utinga,utinɡɐ
arcos,ɐɾkoʃ
ubaíra,ubaj́ɾɐ
uruçuca,uɾusukɐ
tanhaçu,tɐnɐsu
antas,ɐntɐʃ
umbaúba,umbaẃbɐ
araci,ɐɾɐzi
uauá,uawa
aragarças,ɐɾɐɡɐɾsɐʃ
uruaçu,uɾuɐsu
aporé,ɐpoɾe
anicuns,ɐnikunʃ
telha,tɛlɐ
uruana,uɾuɐnɐ
vianópolis,viɐnɔpoliʃ
taciba,tɐzibɐ
tarabai,tɐɾɐbaj
taquaral,tɐkɐɾɐl
taquarana,tɐkɐɾɐnɐ
montezuma,montɛzumɐ
lontra,lontɾɐ
chorozinho,koɾozino
catunda,kɐtundɐ
salinas,sɐlinɐʃ
tremedal,tɾɛmɛdɐl
tucumã,tukumɐ̃
almas,ɐlmɐʃ
ariri,ɐɾiɾi
montemorovelho,montɛmoɾovɛlo
parada,pɐɾɐdɐ
cabanelas,kɐbɐnɛlɐʃ
samões,sɐmõj̃ʃ
ervidel,ɛɾvidɛl
cardanha,kɐɾdɐnɐ
chapa,kɐpɐ
montemoronovo,montɛmoɾonovo
angeja,ɐnʒɛʒɐ
salselas,sɐlsɛlɐʃ
brinches,bɾinkɛʃ
pinhel,pinɛl
maureles,mawɾɛlɛʃ
lagares,lɐɡɐɾɛʃ
vales,vɐlɛʃ
talhas,tɐlɐʃ
murçós,muɾsɔʃ
navalho,nɐvɐlo
cavalões,kɐvɐlõj̃ʃ
terroso,tɛʁozo
anissó,ɐniʃsɔ
fafe,fɐfɛ
chacim,kɐzĩ
constance,konstɐnsɛ
favões,fɐvõj̃ʃ
angueira,ɐnɡʷɛjɾɐ
cabrela,kɐbʁɛlɐ
caramos,kɐɾɐmoʃ
ansiães,ɐnsiɐ̃j̃ʃ
salsas,sɐlsɐʃ
lamalonga,lɐmɐlonɡɐ
soalhães,sowɐlɐ̃j̃ʃ
fornos,foɾnoʃ
sezulfe,sɛzulfɛ
travanca,tɾɐvɐnkɐ
talhinhas,tɐlinɐʃ
raimonda,ʁajmondɐ
freixeda,fɾɛjksɛdɐ
cabeçudos,kɐbɛsudoʃ
palaçoulo,pɐlɐsowulo
izeda,izɛdɐ
faílde,faj́ldɛ
urrós,uʁɔʃ
carrazedo,kɐʁɐzɛdo
frechas,fɾɛkɐʃ
condeixaanova,kondɛjksɐɐnovɐ
pereirasgare,pɛɾɛjɾɐʃɡɐɾɛ
moita,mowitɐ
cabreiros,kɐbʁɛjɾoʃ
urrô,uʁo
sobretâmega,sobʁɛtamɛɡɐ
soutelo,sowutɛlo
seixezelo,sɛjksɛzɛlo
magrelos,mɐɡʁɛloʃ
tabuado,tɐbuɐdo
folhada,folɐdɐ
friande,fɾiɐndɛ
fresulfe,fɾɛzulfɛ
freixo,fɾɛjkso
pias,piɐʃ
revinhade,ʁɛvinɐdɛ
cete,sɛtɛ
sanguedo,sɐnɡʷɛdo
toutosa,towutozɐ
felgueiras,fɛlɡʷɛjɾɐʃ
sousela,sowuzɛlɐ
rosém,ʁozẽ
torrão,toʁɐ̃w̃
trigaches,tɾiɡɐkɛʃ
candoso,kɐndozo
montouto,montowuto
caires,kajɾɛʃ
fânzeres,fanzɛɾɛʃ
rebordelo,ʁɛboɾdɛlo
nevogilde,nɛvoʒildɛ
paçó,pɐsɔ
lavra,lɐvʁɐ
calendário,kɐlɛndaɾio
edral,ɛdʁɐl
touguinha,towuɡʷinɐ
rabal,ʁɐbɐl
torno,toɾno
calvos,kɐlvoʃ
cambeses,kɐmbɛzɛʃ
calvelhe,kɐlvɛlɛ
lordelo,loɾdɛlo
sande,sɐndɛ
regilde,ʁɛʒildɛ
ribalonga,ʁibɐlonɡɐ
antes,ɐntɛʃ
perafita,pɛɾɐfitɐ
genísio,ʒɛnizio
cantelães,kɐntɛlɐ̃j̃ʃ
candedo,kɐndɛdo
canhestros,kɐnɛʃtɾoʃ
canidelo,kɐnidɛlo
carapeços,kɐɾɐpɛsoʃ
touguinhó,towuɡʷinɔ
serzedo,sɛɾzɛdo
gião,ʒiɐ̃w̃
sermonde,sɛɾmondɛ
cano,kɐno
barco,bɐɾko
balugães,bɐluɡɐ̃j̃ʃ
gondalães,ɡondɐlɐ̃j̃ʃ
campanhã,kɐmpɐnɐ̃
lousa,lowuzɐ
corujas,koɾuʒɐʃ
cepelos,sɛpɛloʃ
lufrei,lufʁɛj
meinedo,mɛjnɛdo
caniçada,kɐnisɐdɐ
monchique,monkikʷɛ
carragosa,kɐʁɐɡozɐ
gostei,ɡoʃtɛj
apúlia,ɐpuliɐ
carvalhosa,kɐɾvɐlozɐ
carviçais,kɐɾvisajʃ
carção,kɐɾsɐ̃w̃
suçães,susɐ̃j̃ʃ
grijó,ɡɾiʒɔ
guifões,ɡʷifõj̃ʃ
guilhabreu,ɡʷilɐbʁew
guimarei,ɡʷimɐɾɛj
guidões,ɡʷidõj̃ʃ
refontoura,ʁɛfontowuɾɐ
outeiro,owutɛjɾo
açoreira,ɐsoɾɛjɾɐ
lombo,lombo
ventozelo,vɛntozɛlo
silvalde,silvɐldɛ
arcas,ɐɾkɐʃ
sardoal,sɐɾdowɐl
sendim,sɛndĩ
castedo,kɐʃtɛdo
castrelos,kɐʃtɾɛloʃ
casével,kɐzevɛl
urros,uʁoʃ
celeirós,sɛlɛjɾɔʃ
cedofeita,sɛdofɛjtɐ
caçarelhos,kɐsɐɾɛloʃ
celas,sɛlɐʃ
arcozelo,ɐɾkozɛlo
ardegão,ɐɾdɛɡɐ̃w̃
cerejais,sɛɾɛʒajʃ
cervães,sɛɾvɐ̃j̃ʃ
modelos,modɛloʃ
mouriz,mowuɾiʒ
milhundos,milundoʃ
arentim,ɐɾɛntĩ
aljezur,ɐlʒɛzuɾ
cristelo,kɾiʃtɛlo
chamoim,kɐmowĩ
gondar,ɡondɐɾ
picote,pikotɛ
amedo,ɐmɛdo
zedes,zɛdɛʃ
pinelo,pinɛlo
paradela,pɐɾɐdɛlɐ
argivai,ɐɾʒivaj
azões,ɐzõj̃ʃ
chavão,kɐvɐ̃w̃
mamarrosa,mɐmɐʁozɐ
bustos,buʃtoʃ
meixomil,mɛjksomil
laundos,lawndoʃ
argozelo,ɐɾɡozɛlo
castelões,kɐʃtɛlõj̃ʃ
mêda,medɐ
sabugueiro,sɐbuɡʷɛjɾo
chorense,koɾɛnsɛ
cobro,kobʁo
chave,kɐvɛ
rebordainhos,ʁɛboɾdajnoʃ
cicouro,sikowuɾo
cibões,sibõj̃ʃ
idães,idɐ̃j̃ʃ
ifanes,ifɐnɛʃ
ariz,ɐɾiʒ
brunhozinho,bɾunozino
brunhoso,bɾunozo
brunhais,bɾunajʃ
codessos,kodɛʃsoʃ
cividade,sividɐdɛ
codeceda,kodɛzɛdɐ
luzianesgare,luziɐnɛʃɡɐɾɛ
coelhoso,kowɛlozo
brufe,bɾufɛ
lodões,lodõj̃ʃ
carvalheira,kɐɾvɐlɛjɾɐ
algoso,ɐlɡozo
sobreira,sobʁɛjɾɐ
valbom,vɐlbõ
maçores,mɐsoɾɛʃ
guilhufe,ɡʷilufɛ
galegos,ɡɐlɛɡoʃ
burga,buɾɡɐ
croca,kɾokɐ
bustelo,buʃtɛlo
irivo,iɾivo
eja,ɛʒɐ
oldrões,oldɾõj̃ʃ
marecos,mɐɾɛkoʃ
colos,koloʃ
mombeja,mombɛʒɐ
trancoso,tɾɐnkozo
armil,ɐɾmil
benlhevai,bɛnlɛvaj
parâmio,pɐɾamio
bruçó,bɾusɔ
rande,ʁɐndɛ
modivas,modivɐʃ
santulhão,sɐntulɐ̃w̃
segadães,sɛɡɐdɐ̃j̃ʃ
rebordões,ʁɛboɾdõj̃ʃ
albernoa,ɐlbɛɾnowɐ
arosa,ɐɾozɐ
arnozela,ɐɾnozɛlɐ
arreigada,ɐʁɛjɡɐdɐ
idanhaanova,idɐnɐɐnovɐ
alpiarça,ɐlpiɐɾsɐ
cossourado,koʃsowuɾɐdo
cortiços,koɾtisoʃ
sobrosa,sobʁozɐ
jovim,ʒovĩ
alijó,ɐliʒɔ
vagos,vɐɡoʃ
covelo,kovɛlo
proençaanova,pɾowɛnsɐɐnovɐ
safara,sɐfɐɾɐ
bucos,bukoʃ
sernancelhe,sɛɾnɐnsɛlɛ
coruche,koɾukɛ
alcoutim,ɐlkowutĩ
ervedosa,ɛɾvɛdozɐ
crestuma,kɾɛʃtumɐ
coucieiro,kowuziɛjɾo
jugueiros,ʒuɡʷɛjɾoʃ
alfundão,ɐlfundɐ̃w̃
assares,ɐʃsɐɾɛʃ
sernande,sɛɾnɐndɛ
pombares,pombɐɾɛʃ
santalha,sɐntɐlɐ
curopos,kuɾopoʃ
vilarinho,vilɐɾino
raiva,ʁajvɐ
mira,miɾɐ
corvite,koɾvitɛ
lama,lɐmɐ
muro,muɾo
pedorido,pɛdoɾido
caldelas,kɐldɛlɐʃ
deilão,dɛjlɐ̃w̃
público,publiko
ligares,liɡɐɾɛʃ
milhão,milɐ̃w̃
golegã,ɡolɛɡɐ̃
vouzela,vowuzɛlɐ
tuizelo,tujzɛlo
donai,donaj
mazouco,mɐzowuko
tabuaço,tɐbuɐso
penamaior,pɛnɐmɐjoɾ
pedrouços,pɛdʁowusoʃ
atenor,ɐtɛnoɾ
gimonde,ʒimondɛ
atiães,ɐtiɐ̃j̃ʃ
mação,mɐsɐ̃w̃
zoio,zowjo
montalegre,montɐlɛɡʁɛ
burgães,buɾɡɐ̃j̃ʃ
luzim,luzĩ
gáfete,ɡafɛtɛ
perozelo,pɛɾozɛlo
atães,ɐtɐ̃j̃ʃ
chorente,koɾɛntɛ
gestaçô,ʒɛʃtɐso
gatão,ɡɐtɐ̃w̃
canadelo,kɐnɐdɛlo
fiães,fiɐ̃j̃ʃ
lamelas,lɐmɛlɐʃ
lamoso,lɐmozo
gulpilhares,ɡlpilɐɾɛʃ
préstimo,pɾeʃtimo
labruge,lɐbʁuʒɛ
maceda,mɐzɛdɐ
bunheiro,bunɛjɾo
garvão,ɡɐɾvɐ̃w̃
salvada,sɐlvɐdɐ
boelhe,bowɛlɛ
larinho,lɐɾino
freamunde,fɾɛɐmundɛ
gandra,ɡɐndɾɐ
eiriz,ɛjɾiʒ
panoias,pɐnowjɐʃ
esmoriz,ɛʃmoɾiʒ
messejana,mɛʃsɛʒɐnɐ
recardães,ʁɛkɐɾdɐ̃j̃ʃ
edrosa,ɛdʁozɐ
lever,lɛvɛɾ
vilarelhos,vilɐɾɛloʃ
santão,sɐntɐ̃w̃
margaride,mɐɾɡɐɾidɛ
avidagos,ɐvidɐɡoʃ
aveleda,ɐvɛlɛdɐ
avessadas,ɐvɛʃsɐdɐʃ
avidos,ɐvidoʃ
valmaior,vɐlmɐjoɾ
frossos,fɾoʃsoʃ
entradas,ɛntɾɐdɐʃ
avintes,ɐvintɛʃ
avantos,ɐvɐntoʃ
avelanoso,ɐvɛlɐnozo
alquerubim,ɐlkʷɛɾubĩ
barcouço,bɐɾkowuso
olo,olo
nabo,nɐbo
codal,kodɐl
nespereira,nɛʃpɛɾɛjɾɐ
babe,bɐbɛ
espinhel,ɛʃpinɛl
espinhosela,ɛʃpinozɛlɐ
samil,sɐmil
milheirós,milɛjɾɔʃ
malhadas,mɐlɐdɐʃ
bagueixe,bɐɡʷɛjksɛ
abambres,ɐbɐmbɾɛʃ
abadim,ɐbɐdĩ
bairros,bajʁoʃ
albergariaavelha,ɐlbɛɾɡɐɾiɐɐvɛlɐ
espiunca,ɛʃpiwnkɐ
antime,ɐntimɛ
azurém,ɐzuɾẽ
azurara,ɐzuɾɐɾɐ
azinhoso,ɐzinozo
válega,valɛɡɐ
longomel,lonɡomɛl
britelo,bɾitɛlo
alfaião,ɐlfɐjɐ̃w̃
valpedre,vɐlpɛdʁɛ
aboim,ɐbowĩ
aboadela,ɐbowɐdɛlɐ
baleizão,bɐlɛjzɐ̃w̃
balança,bɐlɐnsɐ
baltar,bɐltɐɾ
balazar,bɐlɐzɐɾ
abragão,ɐbʁɐɡɐ̃w̃
aborim,ɐboɾĩ
barca,bɐɾkɐ
barbudo,bɐɾbudo
barqueiros,bɐɾkʷɛjɾoʃ
barcelinhos,bɐɾsɛlinoʃ
barcel,bɐɾsɛl
bagunte,bɐɡntɛ
rebordãos,ʁɛboɾdɐ̃w̃ʃ
meixedo,mɛjksɛdo
amares,ɐmɐɾɛʃ
abreiro,ɐbʁɛjɾo
fajozes,fɐʒozɛʃ
silvares,silvɐɾɛʃ
louredo,lowuɾɛdo
matela,mɐtɛlɐ
serapicos,sɛɾɐpikoʃ
medas,mɛdɐʃ
barrô,bɐʁo
beire,bɛjɾɛ
beiriz,bɛjɾiʒ
baçal,bɐsɐl
bemposta,bɛmpoʃtɐ
ferradosa,fɛʁɐdozɐ
aradas,ɐɾɐdɐʃ
cepães,sɛpɐ̃j̃ʃ
adaúfe,ɐdaẃfɛ
adeganha,ɐdɛɡɐnɐ
miragaia,miɾɐɡɐjɐ
mindelo,mindɛlo
travassô,tɾɐvɐʃso
gondesende,ɡondɛzɛndɛ
belinho,bɛlino
fermentelos,fɛɾmɛntɛloʃ
felgar,fɛlɡɐɾ
bente,bɛntɛ
beringel,bɛɾinʒɛl
paramos,pɐɾɐmoʃ
folgosa,folɡozɐ
gemunde,ʒɛmundɛ
ferreiró,fɛʁɛjɾɔ
fridão,fɾidɐ̃w̃
freixiel,fɾɛjksiɛl
soeira,sowɛjɾɐ
mosteiró,moʃtɛjɾɔ
moure,mowuɾɛ
roios,ʁowjoʃ
melres,mɛlʁɛʃ
viariz,viɐɾiʒ
cavez,kɐvɛʒ
adães,ɐdɐ̃j̃ʃ
bico,biko
aldão,ɐldɐ̃w̃
fregim,fɾɛʒĩ
gondim,ɡondĩ
jazente,ʒɐzɛntɛ
bicos,bikoʃ
arnoia,ɐɾnowjɐ
tresouras,tɾɛzowuɾɐʃ
mesquinhata,mɛʃkʷinɐtɐ
frende,fɾɛndɛ
telões,tɛlõj̃ʃ
penedono,pɛnɛdono
mortágua,moɾtaɡɐ
mofreita,mofʁɛjtɐ
cinfães,sinfɐ̃j̃ʃ
fornelo,foɾnɛlo
ovil,ovil
ramalde,ʁɐmɐldɛ
aldoar,ɐldowɐɾ
caçarilhe,kɐsɐɾilɛ
beirã,bɛjɾɐ̃
alfena,ɐlfɛnɐ
navais,nɐvajʃ
besteiros,bɛʃtɛjɾoʃ
gueifães,ɡʷɛjfɐ̃j̃ʃ
manhuncelos,mɐnunsɛloʃ
agrochão,ɐɡʁokɐ̃w̃
agrela,ɐɡʁɛlɐ
agrobom,ɐɡʁobõ
rebordosa,ʁɛboɾdozɐ
ribadouro,ʁibɐdowuɾo
bitarães,bitɐɾɐ̃j̃ʃ
boticas,botikɐʃ
bornes,boɾnɛʃ
borralha,boʁɐlɐ
capelins,kɐpɛlinʃ
teixeiró,tɛjksɛjɾɔ
bouça,bowusɐ
agualvacacém,ɐɡɐlvɐkɐzẽ
aguçadoura,ɐɡsɐdowuɾɐ
aguieiras,ɐɡʷiɛjɾɐʃ
saldonha,sɐldonɐ
airães,ajɾɐ̃j̃ʃ
airó,ajɾɔ
aião,ɐjɐ̃w̃
agilde,ɐʒildɛ
agadão,ɐɡɐdɐ̃w̃
romariz,ʁomɐɾiʒ
alpalhão,ɐlpɐlɐ̃w̃
remondes,ʁɛmondɛʃ
carvalhais,kɐɾvɐlajʃ
ajude,ɐʒudɛ
torreira,toʁɛjɾɐ
guetim,ɡʷɛtĩ
vermoim,vɛɾmowĩ
gove,ɡovɛ
mancelos,mɐnsɛloʃ
padronelo,pɐdʁonɛlo
sebolido,sɛbolido
astromil,ɐʃtɾomil
covelas,kovɛlɐʃ
eucísia,ewzisiɐ
soeima,sowɛjmɐ
carrapatas,kɐʁɐpɐtɐʃ
selores,sɛloɾɛʃ
pinela,pinɛlɐ
novelas,novɛlɐʃ
cernadelo,sɛɾnɐdɛlo
múrias,muɾiɐʃ
rossas,ʁoʃsɐʃ
alvelos,ɐlvɛloʃ
alvarelhos,ɐlvɐɾɛloʃ
alvites,ɐlvitɛʃ
alvite,ɐlvitɛ
pereiros,pɛɾɛjɾoʃ
sambade,sɐmbɐdɛ
marmelos,mɐɾmɛloʃ
parambos,pɐɾɐmboʃ
lagoaça,lɐɡowɐsɐ
fradizela,fɾɐdizɛlɐ
cedães,sɛdɐ̃j̃ʃ
ouca,owukɐ
tvi,tvi
relíquias,ʁɛlikʷiɐʃ
edroso,ɛdʁozo
castanheiro,kɐʃtɐnɛjɾo
amendoeira,ɐmɛndowɛjɾɐ
sanhoane,sɐnowɐnɛ
gebelim,ʒɛbɛlĩ
meirinhos,mɛjɾinoʃ
castelãos,kɐʃtɛlɐ̃w̃ʃ
olmos,olmoʃ
peredo,pɛɾɛdo
candemil,kɐndɛmil
rans,ʁɐnʃ
lixa,liksɐ
ancede,ɐnsɛdɛ
peroguarda,pɛɾoɡɐɾdɐ
madail,mɐdajl
quintos,kʷintoʃ
sanfins,sɐnfinʃ
selmes,sɛlmɛʃ
murça,muɾsɐ
perosinho,pɛɾozino
beduído,bɛduj́do
aldreu,ɐldɾew
mosteirô,moʃtɛjɾo
alheira,ɐlɛjɾɐ
aljubarrota,ɐlʒubɐʁotɐ
juromenha,ʒuɾomɛnɐ
arões,ɐɾõj̃ʃ
roge,ʁoʒɛ
retorta,ʁɛtoɾtɐ
arrifana,ɐʁifɐnɐ
argoncilhe,ɐɾɡonsilɛ
rates,ʁɐtɛʃ
sortes,soɾtɛʃ
vandoma,vɐndomɐ
valtorno,vɐltoɾno
tougues,towuɡʷɛʃ
sandim,sɐndĩ
guisande,ɡʷizɐndɛ
sequeiró,sɛkʷɛjɾɔ
custoias,kuʃtowjɐʃ
sanche,sɐnkɛ
espargo,ɛʃpɐɾɡo
alvaredos,ɐlvɐɾɛdoʃ
constantim,konstɐntĩ
lobão,lobɐ̃w̃
quirás,kʷiɾaʃ
mogofores,moɡofoɾɛʃ
reguenga,ʁɛɡʷɛnɡɐ
murtosa,muɾtozɐ
talhadas,tɐlɐdɐʃ
aguim,ɐɡʷĩ
terena,tɛɾɛnɐ
fermelã,fɛɾmɛlɐ̃
recarei,ʁɛkɐɾɛj
escapães,ɛʃkɐpɐ̃j̃ʃ
vaiamonte,vɐjɐmontɛ
assumar,ɐʃsumɐɾ
ossela,oʃsɛlɐ
cedrim,sɛdʁĩ
pigeiros,piʒɛjɾoʃ
margem,mɐɾʒɛ̃
reguengo,ʁɛɡʷɛnɡo
veiros,vɛjɾoʃ
casais,kɐzajʃ
janarde,ʒɐnɐɾdɛ
ancas,ɐnkɐʃ
urra,uʁɐ
fermedo,fɛɾmɛdo
cacia,kɐziɐ
torrados,toʁɐdoʃ
algosinho,ɐlɡozino
palhaça,pɐlɐsɐ
burgo,buɾɡo
fortios,foɾtioʃ
vairão,vajɾɐ̃w̃
unhão,unɐ̃w̃
tamengos,tɐmɛnɡoʃ
mansores,mɐnsoɾɛʃ
matriz,mɐtʁiʒ
fajões,fɐʒõj̃ʃ
nariz,nɐɾiʒ
pardilhó,pɐɾdilɔ
vimieiro,vimiɛjɾo
corgo,koɾɡo
terrugem,tɛʁuʒɛ̃
belver,bɛlvɛɾ
escariz,ɛʃkɐɾiʒ
ul,ul
árvore,aɾvoɾɛ
eirol,ɛjɾol
sendas,sɛndɐʃ
sangalhos,sɐnɡɐloʃ
seroa,sɛɾowɐ
vacariça,vɐkɐɾisɐ
dornelas,doɾnɛlɐʃ
codeçoso,kodɛsozo
soza,sozɐ
pindelo,pindɛlo
esgueira,ɛʃɡʷɛjɾɐ
moldes,moldɛʃ
tolosa,tolozɐ
cortegaça,koɾtɛɡɐsɐ
amieira,ɐmiɛjɾɐ
comenda,komɛndɐ
requeixo,ʁɛkʷɛjkso
boim,bowĩ
carregosa,kɐʁɛɡozɐ
calvão,kɐlvɐ̃w̃
varziela,vɐɾziɛlɐ
arada,ɐɾɐdɐ
tropeço,tɾopɛso
cristelos,kɾiʃtɛloʃ
montalvão,montɐlvɐ̃w̃
salreu,sɐlʁew
troviscal,tɾoviʃkɐl
oiã,owjɐ̃
orada,oɾɐdɐ
oliveirinha,olivɛjɾinɐ
lodares,lodɐɾɛʃ
montargil,montɐɾʒil
tramaga,tɾɐmɐɡɐ
palmaz,pɐlmɐʒ
neuton,newtõ
eccel,ɛksɛl
christiane,kɾiʃtiɐnɛ
torloni,toɾloni
saad,sɐɐd
jussiê,ʒuʃsie
cármen,kaɾmɛ̃
landi,lɐndi
zetti,zɛtti
euzébio,ewzebio
franchin,fɾɐnkĩ
schiavolin,skiɐvolĩ
brandes,bɾɐndɛʃ
djair,dʒajɾ
kaye,kɐjɛ
moretto,moɾɛtto
ipojucã,ipoʒukɐ̃
corbellini,koɾbɛllini
eudes,ewdɛʃ
simioni,simioni
cao,kɐo
hamburger,ɐmbuɾʒɛɾ
wallyson,wɐlljzõ
baldocchi,bɐldokki
betanin,bɛtɐnĩ
marigo,mɐɾiɡo
girônimo,ʒiɾonimo
zanandréa,zɐnɐndɾeɐ
chica,kikɐ
germán,ʒɛɾmã
ewbank,ɛwbɐnk
rambo,ʁɐmbo
rockenbach,ʁokkɛnbɐk
marochi,mɐɾoki
marzo,mɐɾzo
zappa,zɐppɐ
tcheco,tkɛko
anuar,ɐnuɐɾ
battisti,bɐttiʃti
bilica,bilikɐ
beduschi,bɛduʃki
sanderlei,sɐndɛɾlɛj
parrela,pɐʁɛlɐ
dj,dʒ
patife,pɐtifɛ
plassmann,plɐʃsmɐn
samara,sɐmɐɾɐ
felippo,fɛlippo
peruzzo,pɛɾuʒzo
sidney,sidnɛj
pullen,pullɛ̃
pagu,pɐɡ
castriani,kɐʃtɾiɐni
perácio,pɛɾazio
pintado,pintɐdo
roulien,ʁowuliɛ̃
nuzman,nuʒmɐ̃
tchô,tko
etzel,ɛtzɛl
marky,mɐɾkj
spengler,spɛnɡlɛɾ
miglioranzi,miɡlioɾɐnzi
irineu,iɾinew
wilges,wilʒɛʃ
pirillo,piɾillo
penna,pɛnnɐ
gislon,ʒiʃlõ
pere,pɛɾɛ
casaldàliga,kɐzɐldaliɡɐ
vragel,vɾɐʒɛl
jarbas,ʒɐɾbɐʃ
faustinho,fawʃtino
maimone,majmonɛ
clasen,klɐzɛ̃
bornhausen,boɾnawzɛ̃
friaça,fɾiɐsɐ
sordi,soɾdi
giacomance,ʒiɐkomɐnsɛ
boiadeiro,bowjɐdɛjɾo
enemésio,ɛnɛmezio
lazzaris,lɐʒzɐɾiʃ
aldemir,ɐldɛmiɾ
galera,ɡɐlɛɾɐ
moderato,modɛɾɐto
wisinteiner,wizintɛjnɛɾ
sarnes,sɐɾnɛʃ
jabor,ʒɐboɾ
reidy,ʁɛjdj
stolfi,stolfi
leonízio,lɛonizio
fantoni,fɐntoni
marc,mɐɾk
roosmalen,ʁowoʃmɐlɛ̃
caneca,kɐnɛkɐ
boeck,bowɛkk
dalton,dɐltõ
francesco,fɾɐnsɛʃko
matarazzo,mɐtɐɾɐʒzo
girardi,ʒiɾɐɾdi
frans,fɾɐnʃ
krajcberg,kɾɐʒkbɛɾɡ
franz,fɾɐnʒ
weissmann,wɛjʃsmɐn
suellen,suɛllɛ̃
altheman,ɐltɛmɐ̃
rezek,ʁɛzɛk
giorgi,ʒioɾʒi
christovam,kɾiʃtovɐ̃
sylvio,sjlvio
mahau,mɐaw
suguimati,suɡʷimɐti
stelmann,stɛlmɐn
ado,ɐdo
portoalegre,poɾtowɐlɛɡʁɛ
rychely,ʁjkɛlj
cadillac,kɐdillɐk
ilsinho,ilsino
ulysses,uljʃsɛʃ
brecheret,bɾɛkɛɾɛt
sissi,siʃsi
guizzardi,ɡʷiʒzɐɾdi
marsiglia,mɐɾsiɡliɐ
yane,jɐnɛ
miguez,miɡʷɛʒ
yoná,jona
ferreiro,fɛʁɛjɾo
vivianne,viviɐnnɛ
pasmanter,pɐʃmɐntɛɾ
elba,ɛlbɐ
pádua,paduɐ
pellicciari,pɛlliksiɐɾi
rosauro,ʁozawɾo
suplicy,suplizj
hatoum,ɐtowũ
lagreca,lɐɡʁɛkɐ
thyago,tjɐɡo
trochillo,tɾokillo
lélis,leliʃ
harrisson,ɐʁiʃsõ
odebrecht,odɛbʁɛkt
kedar,kɛdɐɾ
barteczko,bɐɾtɛkʒko
barbuy,bɐɾbuj
schumacher,skumɐkɛɾ
ebejer,ɛbɛʒɛɾ
duncan,dunkɐ̃
sanvezzo,sɐnvɛʒzo
dimba,dimbɐ
serrano,sɛʁɐno
mengálvio,mɛnɡalvio
castelli,kɐʃtɛlli
overbeck,ovɛɾbɛkk
heloísa,ɛlowizɐ
dalla,dɐllɐ
vecchia,vɛkkiɐ
lorscheider,loɾskɛjdɛɾ
farès,fɐɾɛ̀ʃ
maakaroun,mɐɐkɐɾowũ
nikão,nikɐ̃w̃
cecília,sɛziliɐ
jucá,ʒuka
dadeus,dɐdewʃ
grings,ɡɾinɡʃ
nádia,nadiɐ
lippi,lippi
sheron,sɛɾõ
menezzes,mɛnɛʒzɛʃ
anastasia,ɐnɐʃtɐziɐ
nicole,nikolɛ
puzzi,puʒzi
geovanna,ʒɛovɐnnɐ
tominaga,tominɐɡɐ
wyllys,wjlljʃ
chinaglia,kinɐɡliɐ
raia,ʁɐjɐ
auricélio,awɾizelio
bulcão,bulkɐ̃w̃
bial,biɐl
alano,ɐlɐno
luca,lukɐ
kumahara,kumɐɐɾɐ
valerio,vɐlɛɾio
clementino,klɛmɛntino
dina,dinɐ
sfat,sfɐt
ferrero,fɛʁɛɾo
bete,bɛtɛ
zezeh,zɛzɛ
otacilio,otɐzilio
marlui,mɐɾluj
gauss,ɡawsʃ
lund,lund
sganzerla,sɡɐnzɛɾlɐ
benites,bɛnitɛʃ
piazza,piɐʒzɐ
raica,ʁajkɐ
meneghel,mɛnɛɡɛl
irene,iɾɛnɛ
ravache,ʁɐvɐkɛ
kléberson,klebɛɾsõ
davide,dɐvidɛ
colônia,koloniɐ
salem,sɐlɛ̃
rees,ʁɛɛʃ
rolnik,ʁolnik
georgini,ʒɛoɾʒini
sonia,soniɐ
rubinsky,ʁubinskj
olinto,olinto
genro,ʒɛnʁo
silviano,silviɐno
wizard,wizɐɾd
ismäel,iʃmɐ̈ɛl
alvariza,ɐlvɐɾizɐ
leandson,lɛɐndsõ
schutz,skutʒ
gracindo,ɡɾɐzindo
carmem,kɐɾmɛ̃
cepeda,sɛpɛdɐ
christianne,kɾiʃtiɐnnɛ
frascarelli,fɾɐʃkɐɾɛlli
izzo,iʒzo
lombardi,lombɐɾdi
calheiros,kɐlɛjɾoʃ
urso,uɾso
fux,fus
genivaldo,ʒɛnivɐldo
ronan,ʁonɐ̃
cláudya,klawdjɐ
magalhaes,mɐɡɐlɐɛʃ
dolabella,dolɐbɛllɐ
redecker,ʁɛdɛkkɛɾ
chiquinho,kikʷino
lavender,lɐvɛndɛɾ
deize,dɛjzɛ
tigrona,tiɡʁonɐ
hadybala,ɐdjbɐlɐ
fiorella,fioɾɛllɐ
mattheis,mɐttɛjʃ
noll,noll
lubambo,lubɐmbo
noya,nowjɐ
dorielton,doɾiɛltõ
bermani,bɛɾmɐni
palatnik,pɐlɐtnik
grolli,ɡɾolli
helder,ɛldɛɾ
barbalho,bɐɾbɐlo
phellipe,pɛllipɛ
haagensen,ɐɐʒɛnsɛ̃
aldrighi,ɐldɾiɡi
françoise,fɾɐnsowizɛ
forton,foɾtõ
