douglas,dʌɡləs
vollebak,vɑlɪbək
affix,æfɪks
snapchat,snæpt͡ʃət
username,jusɹ̩nejm
trinomial,tɹajnowmiəl
pinterest,pajntɹəst
slideshare,slajdʃɛɹ
ustream,ustɹim
soc,sɑk
designation,dɛzəɡnejʃən
reporter,ɹɪpɔɹtɹ̩
sc,sk
forkland,fɔɹklənd
kennel,kɛnəl
helper,hɛlpɹ̩
huttig,hʌtɪɡ
this,ðɪs
alcatraz,ɑlkætɹɑz
myspace,mɪspejs
shipbuilding,ʃɪpbɪldɪŋ
loxley,lɑksli
fact,fækt
champlain,ʃæmplejn
loop,lup
waiver,wejvɹ̩
saddleback,sædəlbæk
midfield,mɪdfild
lakeview,lejkvju
zappos,zɑpowz
mexicanamerican,mɛksɪkənæmɛɹəkən
pinson,pɪnsən
mountainburg,mawntejnbɹ̩ɡ
bard,bɑɹd
joiner,d͡ʒojnɹ̩
berryville,bɛɹ̩ivɪl
yellville,jɛlvɪl
rensselaer,ɹɛnsəlɪɹ
polytechnic,pɑlɪtɛknɪk
african,æfɹəkən
history,hɪstɹ̩i
technological,tɛknəlɑd͡ʒɪkəl
ambassador,æmbæsədɹ̩
sundogs,sʌndɔɡz
rising,ɹajzɪŋ
yerkes,jɹ̩kiz
aliceville,əlɪt͡ʃvɪl
opp,ɑp
quora,kwɔɹə
cathlamet,kæθlæmɛt
kiana,kiɑnə
unalakleet,ənælɑklit
skagit,skæd͡ʒɪt
exxon,ɛksɑn
rendition,ɹɛndɪʃən
verdes,vɹ̩di
probes,pɹowbz
galileo,ɡæləliow
pima,pimə
ebay,ɛbej
meebo,mibow
cryptocom,kɹɪptəkɑm
aleutian,əluʃən
lanai,lɑnɑi
chehalis,t͡ʃɛhəlis
chops,t͡ʃɑps
sonoran,sənɹ̩ən
queensboro,kwinzbɹ̩ow
thatgamecompany,θætɡæmkɑmpəni
antiballistic,æntibəlɪstɪk
missile,mɪsəl
blountstown,blawntztawn
ansys,ænzis
valve,vælv
livestrong,lɪvstɹɔŋ
top,tɑp
newgrounds,nuɡɹawndz
kauai,kawaj
litchville,lɪt͡ʃvɪl
littlefield,lɪtəlfild
why,waj
digg,dɪɡɡ
sakurai,sɑkʊɹɑi
stardock,stɑɹdɑk
swim,swɪm
evernote,ɛvɹ̩nowt
abolition,æbəlɪʃən
witricity,wɪtɹɪsəti
clatskanie,klætskɑni
prezi,pɹɛzi
lechuguilla,lɛkʌɡlə
havasu,hɑvɑsu
blanding,blændɪŋ
bookstore,bʊkstɔɹ
woolworth,wʊlwɹ̩θ
seco,sɛkow
parkway,pɑɹkwej
lick,lɪk
shiny,ʃajni
flatiron,flætajɹən
payson,pejzən
shays's,ʃejzz
agrihan,æɡɹɪhən
patriot,pejtɹiət
astronomical,æstɹənɑmɪkəl
acxiom,ækksiəm
mojo,mowd͡ʒow
kahoolawe,kɑhulej
helixe,hɛlajks
enactus,ɪnæktəs
voluntary,vɑləntɛɹi
paypal,pejpəl
daniel's,dænjɛlz
kaseya,kɑsejə
tamiami,tɑmiɑmi
marconi,mɑɹkowni
farmville,fɑɹmvɪl
estherville,ɛsðɹ̩vɪl
lowndes,lowndiz
juilliard,d͡ʒuliɑɹd
budcat,budkæt
spanish,spænɪʃ
benevolent,bənɛvələnt
emergency,ɪmɹ̩d͡ʒənsi
alert,əlɹ̩t
corsair,kɔɹsɛɹ
vs,vɹ̩səz
mikerowesoft,mɪkɹ̩owsɔft
etna,ɛtnə
antwerp,æntwɹ̩p
arenanet,ɹ̩inənət
steak,stejk
bering,bɛɹɪŋ
mccomb,məkowm
experiment,ɪkspɛɹəmənt
omni,ɑmni
nason,næsən
haverford,hævɹ̩fɹ̩d
rockbridge,ɹɑkbɹɪd͡ʒ
andalusia,ændəluʒə
allstars,ɔlstɑɹz
catalina,kætəlinə
survey,sɹ̩vej
redeemers,ɹɪdimɹ̩z
gilsum,ɡɪlsəm
sublette,sʌblɛt
eldora,ɛldɔɹə
sandusky,sændʌski
wired,wajɹ̩d
colgatepalmolive,kowlɡətpælməlɪv
nekoma,nəkowmə
priority,pɹajɔɹəti
cow,kaw
ossining,ɑsajnɪŋ
bottineau,bowtɪnow
wabasha,wɑbæʃə
gerber,ɡɹ̩bɹ̩
elma,ɛlmə
kerrville,kɹ̩vɪl
muskogee,məskowɡi
coursera,kɔɹsɛɹə
maybach,mejbɑk
philharmonic,fɪlhɑɹmɑnɪk
imperialism,ɪmpɪɹiəlɪzəm
caguas,kɑɡwɑs
thoroughblades,θɹ̩owblejdz
libraries,lajbɹɛɹiz
people's,piplɛz
payette,pejɛt
oberlin,owbɹ̩lɪn
atlantafulton,ætlæntɑfʌltən
utuado,jutəɑdow
publix,pʌblɪks
cabinet,kæbənət
univision,junɪvɪʒən
punxsutawney,pʌŋkssətɔni
support,səpɔɹt
activity,æktɪvəti
guardians,ɡɑɹdiənz
hogges,hɑɡɪz
giddings,ɡɪdɪŋz
technicolor,tɛknɪkʌlɹ̩
lincolndouglas,lɪŋkɑnduɡlæs
debates,dəbejts
reprise,ɹɪpɹajz
tahlequah,tɑlkwə
cointelpro,kojntəlpɹow
legendary,lɛd͡ʒəndɛɹi
vieques,viks
waxahachie,wæksɑæt͡ʃi
hopewell,howpwɛl
vought,vɔt
wayback,wejbæk
product,pɹɑdəkt
etnies,ɛtniz
bayamón,bajəmóɛn
frederator,fɹɛdɹ̩ejtɹ̩
sigmaaldrich,sɪɡmɑldɹɪk
features,fit͡ʃɹ̩z
dunes,dunz
sunflower,sʌnflawɹ̩
stevensville,stivənzvɪl
babson,bæbsən
calabasas,kæləbɑsəs
washington's,wɑʃɪŋtownz
birthday,bɹ̩θdej
kailuakona,kejlwɑkownə
microprose,majkɹowpɹowz
munchkin,mʌnt͡ʃkɪn
groundhog,ɡɹawndhɑɡ
buford,bjufɹ̩d
steadicam,stɛdɪkəm
oirats,ojɹæts
creston,kɹstən
tops,tɑps
frankford,fɹæŋkfɹ̩d
magnavox,mæɡnəvɑks
trader,tɹejdɹ̩
obsidian,əbsɪdiən
equipment,ɪkwɪpmənt
macworld,mækwɹ̩ld
cashbox,kæʃbɑks
beechcraft,bit͡ʃkɹæft
globalfoundries,ɡlowbælfawndɹiz
binion's,bɪnjənz
gambling,ɡæmbəlɪŋ
elkridge,ɛlkɹɪd͡ʒ
frederiksted,fɹɛdɹ̩ɪkstɪd
googleplex,ɡuɡəlplɛks
keosauqua,kiɑsɔkwə
chestertown,t͡ʃɛstɹ̩tawn
silverbacks,sɪlvɹ̩bæks
downeaster,dawnistɹ̩
mayagüez,majəɡüɛz
edgewood,ɛd͡ʒwʊd
bossiershreveport,bɔsjɹʃɹivpɔɹt
mudbugs,mʌdbəɡz
pleasanton,plɛzəntən
guaranteed,ɡɛɹəntid
rate,ɹejt
cyrix,sajɹɪks
vail,vejl
conrail,kɑnɹejl
stingers,stɪŋɹ̩z
lattice,lætəs
florissant,flɔɹisɑnt
superdome,supɹ̩dowm
riesel,ɹisəl
lisbon,lɪzbən
finance,fənæns
aventura,ɑvɛntʊɹə
cascades,kæskejdz
safety,sejfti
chicken,t͡ʃɪkən
brodhead,bɹɑdhɛd
gilead,ɡɪlid
udacity,judæsəti
monthly,mʌnθli
marana,mɹænə
aéropostale,əéɹowpowstejl
bergdorf,bɹ̩ɡdɔɹf
diaspora,dajæspɹ̩ə
maryknoll,mɛɹɪknəl
flag,flæɡ
pave,pejv
paws,pɔz
tillamook,tɪlɑmʊk
costco,kɔstkow
us,ʌs
postal,powstəl
abbreviations,əbɹiviejʃənz
alhambra,ælhæmbɹə
robot,ɹowbɑt
calexico,kejləksəkow
spiral,spajɹəl
jetty,d͡ʒɛti
joint,d͡ʒojnt
base,bejs
starkville,stɑɹkvɪl
diamondbacks,dajəməndbæks
bellville,bɛlvɪl
bartlesville,bɑɹtəlzvɪl
congressional,kənɡɹɛʃənəl
lays,lejz
bastrop,bæstɹɑp
ashburn,æʃbɹ̩n
hesperia,hɛspɛɹiə
traverse,tɹævɹ̩s
reservation,ɹɛzɹ̩vejʃən
subwaylink,sʌbwæləŋk
atchison,æt͡ʃɪsən
netapp,nɛtæp
volcanic,vɑlkænɪk
scenic,sinɪk
byway,bajwej
bamberg,bæmbɹ̩ɡ
willows,wɪlowz
ballinger,bɔlɪnd͡ʒɹ̩
kenworth,kɛnwɹ̩θ
beeville,bivɪl
lightstorm,lajtstɔɹm
shakopee,ʃəkəpi
folger,fowld͡ʒɹ̩
bemidji,bɪmɪd͡ʒi
bechtel,bɛktɛl
beckley,bɛkli
bandidos,bændidowz
banana,bənænə
covina,kowvinə
lands',lændz
peay,pi
shirtwaist,ʃɹ̩twejɪst
amory,ejmɹ̩i
zillah,zɪlə
rexburg,ɹɪksbɹ̩ɡ
'l',l
bowery,bawɹ̩i
xanadu,zɑnɑdu
indianola,ɪndiənowlə
uvalde,juvɔldi
hustler,hʌsəlɹ̩
developers,dɪvɛləpɹ̩z
cangrejeros,kæŋɡɹejɹowz
khalkhas,kælkəz
pikesville,pajkzvɪl
bertelsmann,bɹ̩təlzmən
koreatown,kɔɹitawn
source,sɔɹs
sahara,səhɛɹə
worland,wɹ̩lənd
binocular,bənɑkjəlɹ̩
pico,pikow
airlink,ɛɹlɪŋk
lobster,lɑbstɹ̩
foxborough,fɑksbɹ̩ow
kingda,kɪŋdə
ka,kɑ
renwick,ɹɛnwɪk
monrovia,mɑnɹowviə
barge,bɑɹd͡ʒ
brainerd,bɹejnɹ̩d
peekskill,piikskɪl
cloverdale,klowvɹ̩dejl
duarte,dwɑɹtej
bronxville,bɹəŋksvɪl
probe,pɹowb
ukinrek,jukɪnɹɪk
maars,mɑɹz
elizabethtown,əlɪzəbɛθtawn
blizzcon,blɪtskɑn
astroland,æstɹowlænd
glendora,ɡlɛndɔɹə
ojai,owd͡ʒaj
mcminnville,məkmɪnvɪl
smells,smɛlz
like,lajk
lompoc,lɑmpɑk
equinix,ɛkwənɪks
cartersville,kɑɹtɹ̩zvɪl
goldfield,ɡowldfild
willamette,wəlæmət
monolith,mɑnəlɪθ
carbide,kɑɹbajd
dimension,dɪmɛnʃən
owatonna,owətownə
grenola,ɡɹənowlə
ottumwa,ɑtʌmwə
livonia,lɪvownjə
brenham,bɹɛnhəm
largo,lɑɹɡow
kirtland,kɹ̩tlənd
kellanova,kɛlənowvə
duracell,dʊɹəsɛl
tamuning,tɑmjunɪŋ
rosemead,ɹowzmid
humana,hjumænə
boardwalk,bɔɹdwɔk
bohemian,bowhimiən
cloquet,klowkejt
sandpoint,sændpojnt
mankato,mæŋkɑtow
ridgeland,ɹɪd͡ʒlənd
muskegon,məskiɡɪn
sahuarita,sæuɹitə
naselle,næsɛl
bridgeview,bɹɪd͡ʒɛvju
sucker,sʌkɹ̩
gets,ɡɛts
better,bɛtɹ̩
versailles,vɛɹsaj
wickliffe,wɪklɪf
crazy,kɹejzi
ensoniq,ɛnsɑnək
tustin,tʌstɪn
clever,klɛvɹ̩
placentia,pləsɛnʃə
lipps,lɪps
papillion,pæpɪljən
brilla,bɹɪlə
biola,bajowlə
latrobe,lɑtɹowb
neverland,nɛvɹ̩lənd
maps,mæps
aransas,ɹ̩ænsəs
corsicana,kɔɹsəkænə
runestone,ɹunɛstown
dkny,dkni
sonora,sənɔɹə
viking,vajkɪŋ
punta,pʊntɹ̩
gorda,ɡɔɹdə
studebaker,studəbejkɹ̩
littleton,lɪtəltən
wasta,wejstə
entry,ɛntɹi
broadalbin,bɹɔdælbɪn
salesforce,sejlsfɔɹs
lamesa,læmɛsə
surfside,sɹ̩fsajd
neversoft,nɛvɹ̩sɔft
nacogdoches,nəkɑɡdət͡ʃɪz
monowi,mɑnowi
kingsville,kɪŋzvɪl
granbury,ɡɹænbɛɹi
weatherford,wɛðɹ̩fɹ̩d
listerine,lɪstɹ̩in
headroom,hɛdɹum
broadcast,bɹɔdkæst
signal,sɪɡnəl
intrusion,ɪntɹuʒən
santee,sɑnti
woodcreek,wʊdkɹik
boonville,bunvɪl
rolla,ɹɑlə
tevatron,tɛvətɹɑn
elko,ɛlkow
muscatine,muskejtin
burlingame,bɹ̩lɪŋɡejm
locus,lowkəs
transylvania,tɹænzilvejniə
sweeny,swini
waseca,wæsɛkə
southfield,sawθfild
newnan,nunən
fundamentalism,fʌndəmɛntəlɪzəm
colleyville,kəlivɪl
salida,sɑlidə
tonopah,tɑnowpə
mayview,mejvju
statesboro,stejtsbɹ̩ow
quanah,kwənə
yankton,jæŋktən
vermillion,vɹ̩mɪljən
brownwood,bɹawnwʊd
gatesville,ɡejtsvɪl
maryville,mɛɹivɪl
lavallette,lɑvəlɛt
mishawaka,mɪʃəwɔkə
kingdome,kɪŋdowm
duncanville,dʌŋkænvɪl
kemah,kəmə
scribner,skɹɪbnɹ̩
turkey,tɹ̩ki
seguin,səɡin
lufkin,lʌfkɪn
flatwoods,flætwʊdz
perryton,pɹ̩ɹitən
brownfield,bɹawnfild
teaneck,tinɛk
coquille,kowkwɪl
massillon,mæsɪlən
scottsbluff,skɑtsblʌf
weslaco,wɛslɑkow
havre,hɑvɹ
daybreak,dejbɹejk
gering,ɡɪɹɪŋ
bolivar,bɑləvɹ̩
flushing,flʌʃɪŋ
daingerfield,dɑɪŋɡɹ̩fild
jeffersonville,d͡ʒɛfɹ̩sənvɪl
furnace,fɹ̩nəs
mineola,mɪniowlə
latitude,lætətud
dalhart,dælhɑɹt
blenheim,blɛnhajm
balmoral,bælmɔɹəl
pauls,pɔlz
skokie,skowki
fruita,fɹuitə
mono,mownow
tahoe,tæhow
tarrytown,tɛɹitawn
fridley,fɹɪdli
raleighdurham,ɹəlɡdɹ̩həm
austinbergstrom,ɔstɪnbɹ̩ɡstɹəm
pontchartrain,pɑntt͡ʃɑɹtɹejn
hartsfieldjackson,hɑɹtsfild͡ʒæksən
seattletacoma,sitəltəkowmə
mountains,mawntənz
mohave,mowhejv
ferndale,fɹ̩ndejl
millbrae,mɪlbɹ
williamstown,wɪljəmstawn
tenafly,tɛnəflaj
bethpage,bɛθpejd͡ʒ
lorton,lɔɹtən
dunwoody,dʌnwʊdi
bardstown,bɑɹdstawn
flathead,flæthɛd
nooksack,nuksək
kaneohe,kænowh
pribilof,pɹɪbəlɔf
panter,pæntɹ̩
roden,ɹowdən
bevis,bɛvɪs
brownfinnis,bɹawnfɪnɪs
synge,sɪnd͡ʒ
stallard,stælɹ̩d
reanne,ɹin
grindley,ɡɹɪndli
sturdy,stɹ̩di
cliftonbrown,klɪftɑnbɹown
conze,kɑnz
besicovitch,bɪsɪkəvɪt͡ʃ
reuter,ɹojtɹ̩
durcan,dɹ̩kən
maunder,mɔndɹ̩
wyld,wajld
auden,ɔdən
crausby,kɹɔsbi
ayer,ajɹ̩
creasy,kɹisi
cruddas,kɹʌdəs
dakin,dejkɪn
danczuk,dænt͡ʃək
bugbee,bʌɡbi
wellens,wɛlənz
dowson,dawsən
thorneycroft,θɔɹ̩nikɹəft
funnell,fʌnəl
tatham,tæθəm
dorrell,dɔɹejl
sharpey,ʃɑɹpi
dugher,djuɡɹ̩
dromey,dɹowmi
efford,ɛfɹ̩d
esterson,ɛstɹ̩sən
wishart,wɪʃɑɹt
gerd,ɡɹ̩d
buchdahl,bʌkdɑl
barfield,bɑɹfild
benyon,bɛnjən
lemmy,lɛmi
tanni,tæni
greythompson,ɡɹɛtowmpsən
dreyer,dɹejɹ̩
a'hern,æɹ̩n
bridgen,bɹɪd͡ʒən
shepherdbarron,ʃɛpɹ̩dbɛɹən
tier,tiɹ
seifert,sajfɹ̩t
burrowes,bɹ̩owz
harvell,hɑɹvəl
rotha,ɹɔðə
lintornorman,lɪntɔɹnɔɹmən
watty,wɑti
tyrie,tajɹi
tredinnick,tɹɛdɪnɪk
tami,tɑmi
gilliland,ɡɪlələnd
evanspritchard,ɛvənspɹɪt͡ʃɹ̩d
wodehouse,wowdəhaws
joann,d͡ʒowæn
tabb,tæb
zamoyski,zəmowski
aagaard,ɑɡɑɹd
laskerwallfisch,læskɹ̩wɔlfəʃ
fortey,fɔɹti
vanessamae,vɑnɪsəm
gatenby,ɡætɪnbi
geldard,ɡɛldɹ̩d
ellisbextor,ɛlɪsbɛkstɹ̩
sylvan,sɪlvən
ebanksblake,ɛbæŋksblejk
shirleyquirk,ʃɹ̩likwɹ̩k
laverick,lɑvɹ̩ɪk
bushby,bʊʃbi
symes,sajmz
silk,sɪlk
emms,ɛmz
daylewis,dejlɪs
coomber,kumbɹ̩
corr,kɔɹ
bankier,bæŋkiɹ̩
cawley,kɔli
gargano,ɡɑɹɡɑnow
niemeyer,nimajɹ̩
scutt,skʌt
joslyn,d͡ʒɔslɪn
hoytesmith,hojtsmɪθ
tonia,towniə
couch,kawt͡ʃ
febian,fəbiən
cuka,kukə
boweslyon,bowsliɑn
olgierd,owld͡ʒɹ̩d
zienkiewicz,ziŋkəvɪt͡ʃ
shakesdrayton,ʃejksdɹtən
ginsborg,ɡɪnzbɔɹɡ
stoneley,stownɪli
simonsen,sɪmənsən
mulhern,mʌlhɹ̩n
kerianne,kɛɹiæn
rotheram,ɹɑθɹ̩æm
rosindell,ɹɑsɪndəl
freer,fɹiɹ̩
wreyford,ɹejfɹ̩d
norrish,nɔɹɪʃ
biesty,biɪsti
mcgivern,məɡɪvɹ̩n
cherrygarrard,t͡ʃɛɹɪɡɛɹɹ̩d
tudur,tudɹ̩
horsfield,hɔɹzfild
jernade,d͡ʒɹ̩nejd
bairstow,bɛɹztow
springett,spɹɪŋd͡ʒɪt
rivlin,ɹɪvlɪn
dusa,dusə
mcduff,məkdʌf
ishmael,ɪʃmil
rolph,ɹowlf
gasquet,ɡæskejt
nevile,nejvajl
mcclatchey,məklæt͡ʃi
statt,stæt
fazackerley,fɑzækɹ̩li
higginson,hɪɡɪnsən
andrewlee,ændɹli
lintott,lɪntət
furedi,fɹɛdi
phylis,fajləs
brakewell,bɹejkwɛl
learmonth,lɹmənθ
gowans,ɡawənz
kilpatrick,kɪlpætɹɪk
irrancadavies,ɪɹ̩ɑnkədəviz
hearnshaw,hɹ̩nʃɔ
triggs,tɹɪɡz
mcclymont,məklɪmɑnt
siobhain,sawbhejn
lopresti,lowpɹɛsti
shiels,ʃilz
stinchcombe,stɪnt͡ʃkowm
sollas,sɑləz
amaechi,æmɛt͡ʃi
fiske,fɪsk
goodhew,ɡʊdju
clerihew,klɛɹ̩ɪhju
waterfield,wɔtɹ̩fild
pashley,pæʃli
honeymanscott,hʌnimənskət
doranjones,dɔɹənd͡ʒownz
bunney,bʌni
jukes,d͡ʒuks
denning,dɛnɪŋ
egington,ɛd͡ʒɪŋtən
cottrill,kɑtɹəl
soutter,sawtɹ̩
blewitt,bluɪt
artemis,ɑɹtɪməz
woolford,wʊlfɹ̩d
bondz,bɑndz
n'gala,nɡɑlə
trenchardsmith,tɹɛnkɹ̩dsmɪθ
o'driscoll,ɑdɹɪskəl
ottley,ɑtli
engelbach,ɛŋɡɪlbɑk
millin,mɪlən
calderhead,kɔldɹ̩hɛd
huckerby,hʌkɹ̩bi
liddellgrainger,lɪdɛlɡɹejɪŋɹ̩
khano,kɑnow
duffgordon,dʌfɡɔɹdən
shakespear,ʃejkspɪɹ
pops,pɑps
mensahbonsu,mɛnsæbɑnsu
thould,θowd
pattisson,pætisən
kelman,kɛlmən
coppinger,kɑpɪŋɹ̩
goodwillie,ɡʊdwɪli
hanlon,hænlən
cusiter,kjusajtɹ̩
taylorfletcher,tejlɹflɛt͡ʃɹ̩
coutts,kawts
avrion,əvɹiən
dudeney,dudejni
kian,kjɑn
emadi,əmɑdi
done,dʌn
allhusen,ɔlhusən
ran,ɹæn
hopkinson,hɑpkɪnsən
eaves,ivz
stace,stejs
collett,kɑlɪt
akpo,ækpow
sodje,sɑd͡ʒ
stawski,stɑfski
staples,stejpəlz
wardperkins,wɔɹdpɹ̩kɪnz
blackstaffe,blækstəf
perham,pɹ̩həm
sharpeyschafer,ʃɑɹpʃejfɹ̩
pidgeley,pɪd͡ʒəli
catonjones,kætownd͡ʒownz
robinsonbaker,ɹɑbənsənbəkɹ̩
tope,towp
obadeyi,owbədɛi
mackailsmith,məkejlsmɪθ
brayford,bɹejfɹ̩d
cundall,kʌndəl
mountjoy,mawntd͡ʒoj
hamshaw,hæmʃɔ
braid,bɹejd
carissa,kɑɹisə
erhardt,ɹ̩hɑɹt
frenk,fɹɛŋk
ullmann,ʌlmən
riceoxley,ɹɪsiɑksli
harbisson,hɑɹbɪsən
dalrymple,dælɹɪmpəl
felipe,fəlip
fernándezarmesto,fɹ̩nándɛzɑɹ̩mɛstow
fowlds,fawldz
coode,kud
pulman,pʊlmən
glaisher,ɡlejʃɹ̩
brenchley,bɹɛnt͡ʃli
tebbs,tɛbz
elding,ɛldɪŋ
fyvie,fajvi
horsey,hɔɹsi
duranty,dɹænti
creedmiles,kɹidməlz
hardman,hɑɹdmən
toms,tɑmz
windass,wɪndæs
cornet,kɔɹnɛt
broadfoot,bɹɔdfʊt
kyel,kajəl
tredgett,tɹɛd͡ʒɪt
wilshaw,wɪlʃɔ
ibrahim,ɪbɹɑhim
stawellbrown,stɔwɛlbɹown
selt,sɛlt
comyn,kʌmɪn
kitto,kɪtow
efstathiou,ɛfstæθiu
doveton,dʌvɪtən
brash,bɹæʃ
aggar,æɹ̩
lisowski,lɪsɔfski
nichol,nɪkɔl
meriel,mɪɹil
nevinson,nɛvɪnsən
simond,sɪmənd
harpal,hɑɹpəl
foxpitt,fɑkspɪt
oster,ɑstɹ̩
willmott,wɪlmət
kenan,kinən
mctaggart,məktæɡɹ̩t
bogdanovic,bɑɡdənəvɪk
edwina,ɛdwinə
caridia,kɑɹɪdiə
riseley,ɹajzɪli
torrens,tɔɹənz
shadrake,ʃædɹək
reeder,ɹidɹ̩
axworthy,ækswɹ̩ði
rabah,ɹɑbə
yousif,jawsɪf
herriott,hɛɹiɑt
elphinstone,ɛlfɪnstown
tragett,tɹæd͡ʒɪt
egelstaff,ɛɡlstæf
boxall,bɑksəl
ivone,ajvown
shubik,ʃubɪk
jolly,d͡ʒɑli
whately,wejtli
bidwell,bɪdwɛl
clingan,klɪŋɡən
dew,du
hammy,hæmi
merrilees,mɛɹɪliz
stocks,stɑks
rosseinsky,ɹɑsejajnski
lock,lɑk
spruell,spɹul
siobhanmarie,sawbhænmɹi
acer,ejsɹ̩
nethercott,nɛðɹ̩kɑt
kadoorie,kədɔɹi
olver,owlvɹ̩
hogarth,howɡɑɹθ
heathcote,hɛθkət
jillie,d͡ʒɪli
marrett,mɛɹɪt
kilvington,kɪlvɪŋtən
marje,mɑɹd͡ʒ
gleitze,ɡlajtz
ainsworthdavis,ejnswɹ̩θdəvɪs
burkill,bɹ̩kəl
scappaticci,skæpætit͡ʃi
broadis,bɹɔədɪs
gallantree,ɡæəntɹi
vasily,væsəli
petrenko,pɛtɹəŋkow
byatt,bajət
macnaghten,məknætən
sbragia,sbɹejɡiə
polman,pɑlmən
paxman,pæksmən
thiseltondyer,θɪsɛltɑndajɹ̩
trescothick,tɹɛskəθɪk
woodger,wʊd͡ʒɹ̩
nickalls,nɪkɔlz
lavinia,ləvɪnjə
radeglia,ɹædɪɡliə
franks,fɹæŋks
brewin,bɹuən
tysall,tɪsəl
shoveller,ʃʌvɛlɹ̩
kellock,kɛlək
deas,diz
mackworthpraed,mækwɹ̩θpɹejd
cowhig,kawɪɡ
dickason,dɪkəsən
pile,pajl
kaiser,kajzɹ̩
borrett,bɔɹɪt
esson,ɛsən
mcgarry,məɡɛɹi
staniforth,stænɪfɔɹθ
rumbolt,ɹʌmbowlt
lynas,lajnəz
coen,kowɪn
hosking,hɑskɪŋ
filleul,fɪləul
spinks,spɪŋks
fernie,fɹ̩ni
scrubb,skɹʌb
kitching,kɪt͡ʃɪŋ
mcnulty,məknʌlti
mcquoid,məkwojd
mccracken,məkɹækən
hey,hej
queenie,kwini
boden,bowdən
carlsson,kɑɹlsən
dryander,dɹajændɹ̩
rom,ɹɑm
harré,hæɹé
chuks,t͡ʃʌks
aneke,ənik
bagnall,bæɡnəl
poulton,pawltən
watling,wɔtəlɪŋ
arbuthnot,ɑɹbʌθnət
roveray,ɹowvɹ̩ej
chown,t͡ʃawn
grunberger,ɡɹʌnbɹ̩ɡɹ̩
brabants,bɹejbənts
sigsworth,sɪɡzwɹ̩θ
harbot,hɑɹbət
pratley,pɹætli
stanning,stænɪŋ
prebble,pɹɛbəl
wolfendale,wʊlfndejl
prutton,pɹʌtən
templer,tɛmpəlɹ̩
hendyfreegard,hɛndifɹiɡɑɹd
sawers,sɔvɹ̩z
felstead,fɛlstɛd
suranne,sɹ̩æn
gowenlock,ɡawənlɑk
blagg,blæɡ
tenzin,tɛnzɪn
palmo,pæmow
whetnall,wɛtnɔl
banahan,bænəhæn
segda,sɛɡdə
setterfield,sɛtɹ̩fild
fenning,fɛnɪŋ
sangharakshita,sænhɹækʃitə
mestel,mɛstəl
macaninch,mɑkənɪnt͡ʃ
sackville,sækvɪl
carden,kɑɹdən
kingslake,kɪŋzlejk
oostrum,ustɹəm
everitt,ɛvɹ̩ɪt
rowbotham,ɹowbəθæm
setters,sɛtɹ̩z
slessor,slɛsɹ̩
flockett,flɑkɪt
probert,pɹɑbɹ̩t
asbridge,əsbɹɪd͡ʒ
carrott,kæɹət
brabrook,bɹəbɹʊk
gambrill,ɡæmbɹɪl
crainey,kɹejni
longworth,lɔŋwɹ̩θ
martinus,mɑɹtɪnəs
jessell,d͡ʒɛsəl
allenby,ælənbi
yalden,jɔldən
vesper,vɛspɹ̩
harriman,hɛɹɪmən
dein,dajn
penty,pɛnti
slaven,slejvən
raich,ɹɪk
mcpake,məkpejk
seán,sawθistáɛn
dowler,dawlɹ̩
mellanby,mɛlænbi
huntford,hʌntfɹ̩d
quixall,kwiksɔl
satch,sæt͡ʃ
foad,fowd
eilidh,ajləd
twort,tɔɹ̩t
jamescollier,d͡ʒejmɛskəliɹ̩
bahn,bæn
jazmin,d͡ʒæzmɪn
fenelus,fɛnələs
aird,ɛɹd
cazalet,kæzejlə
bedi,bɛdi
rowbottom,ɹowbətəm
barrand,bæɹənd
johnsonthompson,d͡ʒɑnsɑnθowmpsən
flitcroft,flɪtkɹɔft
waren,wɛɹən
gittings,d͡ʒɪtɪŋz
mckeever,məkivɹ̩
jewkes,d͡ʒuks
attwell,ætwɛl
johnjoe,d͡ʒɑnd͡ʒow
millen,mɪlən
babakov,bəbəkɑv
corbisiero,kɔɹbɪsɪɹow
janson,d͡ʒænsən
bloor,blʊɹ
langfield,læŋfild
strettle,stɹɛtəl
zisserman,zɪsɹ̩mən
mcnaughton,məknɔtən
musto,mʌstow
macksey,mæksi
sisam,sɪsəm
deuchar,dt͡ʃɹ̩
pozzi,pɑzi
sbihi,sbihi
gerken,ɡɹ̩kən
bowditch,bowdɪt͡ʃ
frecklington,fɹɛklɪŋtən
nasser,næsɹ̩
khalili,kælili
nazia,nɑtsiə
attrill,ətɹəl
baillon,bejlən
elenor,ɛlnɹ̩
o'dwyer,ɑdwjɹ̩
cockett,kɑkɪt
mahony,mæhəni
burgin,bɹ̩ɡɪn
laviscount,lævɪskawnt
spiegelhalter,spiɡəlhəltɹ̩
smythe,smajð
sophiya,səfiiə
haque,hæk
mond,mɑnd
bithell,bɪθəl
humphry,hʌmfɹi
badcock,bædkɑk
dadds,dædz
doble,dowbəl
spurr,spɹ̩
crawshaw,kɹɔʃɔ
shove,ʃʌv
titt,tɪt
messenger,mɛsənd͡ʒɹ̩
mackune,mækun
luck,lʌk
macbryan,mɑkbɹjən
pittrivers,pɪtɹajvɹ̩z
carruthers,kɹ̩ʌðɹ̩z
cissie,sɪsi
roukin,ɹkæn
wadler,wɔdəlɹ̩
fison,fajsən
brookhouse,bɹʊkhaws
